agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Clayton County Sheriff's Office,2016,Iowa,17531,IA0220000,2,16,6,14,21,2,0,63,9,0,1,15,0,0,0,0,0,35,0,0,0,2,1,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton County Sheriff's Office,2015,Iowa,17603,IA0220000,0,19,7,14,21,2,1,49,14,0,3,10,0,0,0,0,1,24,0,2,0,1,2,0,1,0,0,1,4,3,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Clayton County Sheriff's Office,2014,Iowa,17730,IA0220000,1,16,12,9,24,4,1,50,15,0,0,11,0,0,0,0,2,15,0,1,0,2,1,1,1,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Clayton County Sheriff's Office,2013,Iowa,17798,IA0220000,7,15,7,20,20,1,1,39,14,1,1,25,0,0,0,0,0,14,0,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Clayton County Sheriff's Office,2012,Iowa,18084,IA0220000,0,17,11,18,19,3,0,47,19,0,1,19,1,0,0,0,1,16,0,5,0,1,3,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Clayton County Sheriff's Office,2011,Iowa,18224,IA0220000,0,21,6,17,10,5,3,37,13,0,2,7,3,0,0,0,0,12,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Clayton County Sheriff's Office,2010,Iowa,17519,IA0220000,0,12,6,13,15,4,0,12,21,0,1,15,1,0,0,0,0,10,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton County Sheriff's Office,2009,Iowa,17428,IA0220000,5,32,5,18,14,8,2,35,27,0,1,15,1,0,0,0,0,8,0,6,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton County Sheriff's Office,2008,Iowa,17607,IA0220000,2,20,9,20,11,3,0,24,7,0,3,12,0,0,0,0,0,14,0,4,0,1,0,1,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Clayton County Sheriff's Office,2007,Iowa,18178,IA0220000,3,19,11,25,23,3,0,20,10,0,1,15,0,0,0,0,0,9,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton County Sheriff's Office,2006,Iowa,18434,IA0220000,8,22,3,21,50,9,1,51,17,0,2,22,0,0,0,0,1,1,1,10,0,0,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton County Sheriff's Office,2005,Iowa,18365,IA0220000,3,23,3,29,41,9,3,53,24,1,2,13,0,0,0,0,0,7,0,14,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton County Sheriff's Office,2004,Iowa,18519,IA0220000,6,17,8,29,31,10,0,79,18,0,1,14,0,0,0,0,0,4,0,14,0,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton County Sheriff's Office,2003,Iowa,18420,IA0220000,5,32,9,21,56,8,4,85,26,0,6,20,0,0,0,0,2,0,0,10,0,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0
Clayton County Sheriff's Office,2002,Iowa,NA,IA0220000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clayton County Sheriff's Office,2001,Iowa,NA,IA0220000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clayton County Sheriff's Office,2000,Iowa,NA,IA0220000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clayton County Sheriff's Office,1999,Iowa,18768,IA0220000,1,4,0,5,10,0,1,7,11,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton County Sheriff's Office,1998,Iowa,16571,IA0220000,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
