agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Wyoming County Sheriff's Office,2016,West Virginia,18365,WV0550000,10,1,37,22,12,2,2,3,29,0,1,2,0,1,0,0,0,0,0,0,0,0,1,2,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming County Sheriff's Office,2015,West Virginia,18838,WV0550000,9,4,71,52,26,5,2,7,51,0,2,8,0,0,0,0,0,0,0,1,0,1,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming County Sheriff's Office,2014,West Virginia,19291,WV0550000,7,2,92,63,33,1,0,4,41,0,1,50,0,7,0,0,0,0,0,0,0,1,1,2,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Wyoming County Sheriff's Office,2013,West Virginia,19575,WV0550000,9,4,75,79,38,7,6,2,38,0,1,51,3,1,0,0,0,0,0,1,0,0,1,1,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming County Sheriff's Office,2012,West Virginia,19846,WV0550000,2,32,30,106,41,18,18,3,128,0,2,2,1,5,0,0,0,0,1,4,0,3,1,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming County Sheriff's Office,2011,West Virginia,NA,WV0550000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wyoming County Sheriff's Office,2010,West Virginia,19876,WV0550000,11,45,26,95,71,22,2,4,163,0,1,6,1,4,0,0,0,0,0,1,0,1,2,3,2,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wyoming County Sheriff's Office,2009,West Virginia,19752,WV0550000,14,38,23,111,64,25,0,0,142,0,1,1,0,2,0,0,0,0,1,1,0,2,2,2,1,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming County Sheriff's Office,2008,West Virginia,19833,WV0550000,42,17,2,167,24,5,4,1,9,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wyoming County Sheriff's Office,2007,West Virginia,20197,WV0550000,39,16,2,152,12,7,7,0,5,0,0,5,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
