agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
New Canaan Police Department,2016,Connecticut,20509,CT0009000,41,13,2,24,20,6,0,80,44,0,0,16,7,0,0,0,1,32,0,1,0,1,1,0,15,0,11,0,2,13,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
New Canaan Police Department,2015,Connecticut,20449,CT0009000,49,9,2,20,17,1,0,66,47,0,0,26,7,0,1,0,0,17,0,1,0,0,5,0,8,0,2,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
New Canaan Police Department,2014,Connecticut,20302,CT0009000,21,15,0,29,16,2,1,49,49,0,1,31,4,0,0,0,0,16,0,11,0,2,2,0,9,0,3,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
New Canaan Police Department,2013,Connecticut,20224,CT0009000,17,6,0,12,17,2,2,59,54,0,3,35,3,1,0,0,0,26,0,14,0,0,7,0,2,0,1,0,2,6,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
New Canaan Police Department,2012,Connecticut,19992,CT0009000,23,18,3,14,27,2,0,60,59,0,0,23,11,2,3,1,0,33,1,9,0,0,1,0,12,0,9,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
New Canaan Police Department,2011,Connecticut,19775,CT0009000,20,23,2,23,35,0,2,34,48,0,1,16,9,1,0,1,0,20,0,4,1,0,2,0,13,0,8,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
New Canaan Police Department,2010,Connecticut,20312,CT0009000,32,13,1,35,37,5,2,33,37,0,0,30,10,0,0,0,0,15,0,10,0,1,3,0,12,0,11,0,2,9,0,0,0,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0
New Canaan Police Department,2009,Connecticut,19965,CT0009000,36,15,1,17,33,6,3,22,39,0,2,35,13,0,0,0,0,13,0,12,0,0,2,0,14,0,9,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
New Canaan Police Department,2008,Connecticut,19946,CT0009000,28,10,2,17,49,3,3,25,63,0,1,34,13,1,0,0,0,11,0,32,0,2,5,0,23,0,3,0,3,7,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
New Canaan Police Department,2007,Connecticut,20009,CT0009000,32,23,0,41,71,3,6,25,69,1,0,44,11,3,1,1,0,17,0,26,0,0,3,1,21,0,7,1,0,8,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
New Canaan Police Department,2006,Connecticut,19953,CT0009000,18,11,2,36,69,5,3,43,78,2,0,50,7,0,1,0,0,23,0,37,0,5,4,0,21,0,6,0,3,11,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
New Canaan Police Department,2005,Connecticut,20003,CT0009000,22,23,3,22,47,5,6,41,60,0,0,33,9,0,0,0,0,23,0,31,2,2,4,2,9,1,2,0,1,4,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
New Canaan Police Department,2004,Connecticut,19954,CT0009000,22,23,1,42,65,9,1,22,78,1,0,20,14,0,1,2,0,15,0,25,0,1,4,0,9,0,5,0,1,4,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0
