agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Union Public Safety Department,2016,South Carolina,7981,SC0440100,23,208,58,93,142,11,13,99,189,1,3,18,143,11,0,0,0,39,0,30,1,16,30,2,3,4,35,2,3,8,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0
Union Public Safety Department,2015,South Carolina,7960,SC0440100,31,240,49,104,153,11,13,65,180,0,5,12,93,18,1,0,1,19,0,34,1,6,27,4,6,6,48,1,9,17,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Union Public Safety Department,2014,South Carolina,8092,SC0440100,44,164,39,49,132,11,11,100,183,0,6,11,78,14,1,0,0,13,3,12,0,13,19,3,9,2,34,1,5,6,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0
Union Public Safety Department,2013,South Carolina,8124,SC0440100,26,154,56,102,146,8,1,88,145,1,3,19,93,11,2,1,0,17,0,9,0,8,41,1,10,2,39,3,2,4,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
Union Public Safety Department,2012,South Carolina,8390,SC0440100,54,217,42,123,215,8,9,104,162,0,6,26,93,11,3,1,1,19,0,16,1,9,33,2,10,4,25,3,7,9,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
Union Public Safety Department,2011,South Carolina,8491,SC0440100,44,155,43,76,215,15,11,92,165,0,4,30,71,13,0,0,0,5,2,15,1,10,19,1,3,5,31,0,4,1,0,0,0,0,0,0,3,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0
Union Public Safety Department,2010,South Carolina,7832,SC0440100,62,84,84,111,207,19,0,96,95,0,5,56,113,17,0,0,5,12,0,45,6,20,47,4,12,2,20,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
Union Public Safety Department,2009,South Carolina,7960,SC0440100,50,90,91,110,232,15,1,122,116,2,4,54,131,23,0,1,0,9,0,21,9,16,29,4,5,2,7,2,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Union Public Safety Department,2008,South Carolina,7999,SC0440100,47,92,101,91,200,9,3,102,122,6,3,70,56,15,0,0,3,12,2,21,7,24,35,7,7,2,4,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Union Public Safety Department,2007,South Carolina,8167,SC0440100,47,72,77,92,201,14,2,141,96,5,4,84,48,12,0,0,3,10,1,28,10,26,42,6,6,0,10,3,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Union Public Safety Department,2006,South Carolina,8450,SC0440100,79,90,106,93,212,18,0,121,107,5,2,114,37,9,0,0,0,17,0,33,21,25,62,6,7,0,13,2,0,6,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
