agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
St. Joseph Police Department,2016,Michigan,8271,MI1172600,17,74,13,11,46,4,1,54,60,0,0,35,8,0,0,1,1,1,0,25,1,7,17,0,12,3,12,0,3,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,2,3
St. Joseph Police Department,2015,Michigan,8316,MI1172600,44,84,8,22,65,4,1,57,65,1,2,45,13,2,0,0,2,2,0,38,14,15,10,1,19,0,17,1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,2014,Michigan,8247,MI1172600,69,78,7,24,94,6,2,71,77,0,3,40,14,4,1,1,0,4,0,27,7,5,28,2,10,0,13,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,2013,Michigan,8293,MI1172600,44,86,9,18,56,10,2,85,83,0,1,48,23,0,0,2,0,11,0,34,6,9,22,1,27,1,15,0,3,9,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,2012,Michigan,8378,MI1172600,31,100,10,30,94,13,2,64,119,1,7,45,13,1,2,0,0,4,0,23,10,5,22,1,30,3,15,1,4,4,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,2011,Michigan,8359,MI1172600,40,99,12,38,122,5,2,76,136,0,5,79,11,2,0,2,1,0,0,29,5,12,25,0,24,2,23,0,1,8,0,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,2010,Michigan,8386,MI1172600,70,125,12,35,136,10,0,55,134,1,3,62,12,3,0,0,0,0,0,29,12,9,18,3,27,1,21,0,3,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,2009,Michigan,8423,MI1172600,75,96,17,55,113,1,4,56,92,2,1,54,20,2,2,1,0,0,0,34,8,8,27,3,33,3,31,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,2008,Michigan,8453,MI1172600,54,113,6,32,103,7,0,69,131,0,4,73,15,4,0,2,0,0,0,29,4,14,15,1,32,2,16,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,2007,Michigan,8600,MI1172600,45,128,22,55,128,2,3,97,111,0,5,41,17,3,1,1,1,1,0,23,10,13,22,0,25,7,22,1,2,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,2006,Michigan,8653,MI1172600,46,119,8,41,175,10,2,86,183,4,4,57,27,2,0,4,1,0,0,20,7,8,28,3,21,2,24,2,4,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,2005,Michigan,8708,MI1172600,76,124,20,48,144,11,4,77,181,2,4,89,22,3,2,1,0,0,0,17,7,16,26,5,15,2,16,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,2004,Michigan,8684,MI1172600,47,57,0,20,126,6,2,33,122,1,2,50,11,2,1,1,0,0,0,7,7,12,9,1,2,1,15,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,2003,Michigan,8685,MI1172600,49,49,6,38,94,3,6,29,113,5,3,53,11,1,0,1,0,0,0,8,5,10,10,4,3,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,2002,Michigan,8888,MI1172600,82,109,9,38,138,7,11,70,113,0,2,55,12,0,1,0,0,0,0,20,5,14,7,4,4,4,7,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,2001,Michigan,8835,MI1172600,84,99,9,46,146,11,4,79,181,3,4,44,17,4,1,0,1,0,0,20,11,15,11,3,3,4,8,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,2000,Michigan,0,MI1172600,51,108,7,46,170,7,7,54,149,1,2,42,15,2,3,2,4,0,0,10,11,12,4,4,3,3,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,1999,Michigan,9308,MI1172600,73,139,16,44,166,17,18,37,175,0,2,54,23,2,0,0,1,0,0,20,14,12,13,0,2,0,21,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,1998,Michigan,8779,MI1172600,107,161,28,51,229,16,7,43,140,1,3,63,21,3,1,0,0,0,0,22,5,5,11,5,4,5,12,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,1997,Michigan,9397,MI1172600,75,106,12,52,198,20,7,48,164,0,0,55,20,1,1,1,2,0,0,24,5,9,19,3,2,1,10,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,1996,Michigan,9224,MI1172600,51,114,12,34,198,12,8,52,124,3,2,45,19,2,1,0,0,0,0,18,8,10,11,3,4,5,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Joseph Police Department,1995,Michigan,9181,MI1172600,34,132,13,37,186,11,15,44,137,0,2,46,23,0,1,0,2,1,0,19,7,9,12,4,3,8,9,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
