agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
State Police Berkeley Springs,2016,West Virginia,0,WVWSP0200,5,21,3,9,32,7,0,38,57,0,2,0,7,1,0,0,3,0,0,8,0,3,6,0,0,3,5,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Berkeley Springs,2015,West Virginia,0,WVWSP0200,4,22,7,25,42,11,0,39,37,0,2,1,17,0,0,0,1,1,0,18,0,3,3,1,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Berkeley Springs,2014,West Virginia,0,WVWSP0200,0,22,10,32,39,8,1,19,50,0,3,0,7,1,0,0,1,3,0,16,0,1,10,0,0,2,13,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Berkeley Springs,2013,West Virginia,0,WVWSP0200,6,32,7,38,40,4,0,28,37,0,2,2,7,0,0,0,0,5,0,9,0,2,6,1,0,1,8,1,1,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Berkeley Springs,2012,West Virginia,0,WVWSP0200,9,43,13,56,47,14,0,24,47,0,1,5,5,1,0,0,1,6,0,16,3,1,9,0,0,2,5,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0
State Police Berkeley Springs,2011,West Virginia,0,WVWSP0200,5,29,6,48,42,9,3,12,43,0,0,2,6,0,0,0,0,0,0,9,1,2,2,1,0,1,3,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
State Police Berkeley Springs,2010,West Virginia,0,WVWSP0200,8,22,5,30,44,6,17,4,35,1,0,8,5,0,0,0,0,0,0,12,0,0,3,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
State Police Berkeley Springs,2009,West Virginia,0,WVWSP0200,8,39,10,59,59,14,19,10,19,2,1,17,6,1,0,0,0,0,0,24,1,1,6,0,1,6,8,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
State Police Berkeley Springs,2008,West Virginia,0,WVWSP0200,9,39,7,59,75,18,16,15,30,0,0,16,1,0,0,0,0,0,0,10,2,1,11,0,0,4,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
State Police Berkeley Springs,2007,West Virginia,0,WVWSP0200,14,22,4,31,55,14,4,7,29,1,1,12,1,1,0,0,0,0,0,6,2,0,3,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
State Police Berkeley Springs,2006,West Virginia,0,WVWSP0200,5,27,6,31,80,8,12,0,28,0,1,13,1,0,0,1,0,0,0,12,2,1,4,1,1,2,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
State Police Berkeley Springs,2005,West Virginia,0,WVWSP0200,9,22,3,54,49,17,19,16,22,0,0,7,2,2,0,0,1,0,0,8,0,4,4,0,0,3,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
