agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Stockbridge Police Department,2016,Massachusetts,1936,MA0022700,0,5,1,8,7,1,0,1,12,0,1,4,1,0,0,0,1,0,0,3,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge Police Department,2015,Massachusetts,1951,MA0022700,0,5,4,16,4,0,0,3,19,0,1,8,1,0,0,0,0,0,0,6,1,2,2,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge Police Department,2014,Massachusetts,1967,MA0022700,0,8,4,11,15,1,0,0,15,0,0,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge Police Department,2013,Massachusetts,1966,MA0022700,0,3,4,16,8,0,0,0,14,0,0,5,0,0,1,0,0,0,0,4,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge Police Department,2012,Massachusetts,1953,MA0022700,0,2,4,23,13,2,0,1,21,0,1,8,1,0,0,0,0,0,0,5,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge Police Department,2011,Massachusetts,1959,MA0022700,0,12,4,49,25,2,0,2,29,0,2,10,0,0,1,0,0,0,0,11,0,0,2,0,1,0,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge Police Department,2010,Massachusetts,2164,MA0022700,1,5,5,58,32,2,0,8,40,0,1,12,3,1,0,0,3,1,0,22,0,2,1,0,0,3,6,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge Police Department,2009,Massachusetts,2251,MA0022700,0,13,4,68,26,2,0,7,37,0,0,5,3,0,3,0,2,1,0,21,0,3,1,0,0,1,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge Police Department,2008,Massachusetts,2227,MA0022700,0,10,0,49,25,3,0,15,52,0,2,14,2,0,3,0,2,0,0,19,0,1,3,0,1,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge Police Department,2007,Massachusetts,2256,MA0022700,0,18,5,26,15,4,0,4,40,0,0,6,0,0,0,0,1,1,0,17,0,4,0,0,0,1,5,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge Police Department,2006,Massachusetts,2270,MA0022700,0,8,7,14,24,3,0,5,33,0,0,4,2,0,0,0,2,0,0,24,0,0,2,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge Police Department,2005,Massachusetts,2244,MA0022700,0,5,4,20,28,5,0,1,38,0,0,18,0,0,2,1,3,0,1,16,1,0,1,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge Police Department,2004,Massachusetts,2240,MA0022700,0,6,3,18,24,2,0,0,40,0,2,6,1,0,0,1,0,0,0,14,2,4,1,1,0,2,7,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge Police Department,2003,Massachusetts,2254,MA0022700,0,4,12,17,20,5,0,0,63,1,1,1,1,0,0,0,0,0,0,21,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge Police Department,2002,Massachusetts,2305,MA0022700,3,7,22,9,21,4,0,5,47,0,2,7,1,0,0,0,0,0,0,12,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge Police Department,2001,Massachusetts,2287,MA0022700,0,4,19,18,19,6,1,3,45,0,2,3,2,1,0,0,0,1,0,20,0,1,0,2,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockbridge Police Department,2000,Massachusetts,0,MA0022700,1,3,12,12,15,4,0,1,30,0,1,10,3,0,0,0,1,0,0,12,0,3,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
