agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
State Police Philippi,2016,West Virginia,0,WVWSP3600,6,36,9,35,39,9,4,21,53,0,1,14,1,1,0,0,1,1,1,7,0,9,12,2,1,3,6,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Philippi,2015,West Virginia,0,WVWSP3600,7,44,8,23,32,8,4,14,22,0,2,9,2,0,0,0,2,2,0,10,0,5,2,0,2,2,3,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
State Police Philippi,2014,West Virginia,0,WVWSP3600,5,22,6,20,14,5,1,6,9,0,3,10,0,0,0,0,1,2,0,2,1,2,3,0,3,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
State Police Philippi,2013,West Virginia,0,WVWSP3600,3,20,1,20,18,1,1,2,7,0,1,3,1,0,0,0,1,1,0,5,1,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
State Police Philippi,2012,West Virginia,0,WVWSP3600,6,20,5,32,19,9,3,9,7,0,0,11,2,0,0,0,0,0,0,2,0,5,1,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
State Police Philippi,2011,West Virginia,0,WVWSP3600,5,20,4,21,17,2,7,9,6,0,0,7,0,0,0,0,0,0,0,4,0,3,6,0,1,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
State Police Philippi,2010,West Virginia,0,WVWSP3600,8,35,8,21,27,7,0,12,13,0,0,11,2,0,0,0,0,1,0,4,0,0,1,1,0,1,5,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
State Police Philippi,2009,West Virginia,0,WVWSP3600,2,25,14,28,34,4,7,4,19,0,1,8,0,0,1,1,0,1,0,8,0,1,0,0,0,0,5,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Philippi,2008,West Virginia,0,WVWSP3600,7,29,19,30,42,9,6,8,20,1,2,13,2,0,2,0,0,0,0,17,0,3,2,2,0,1,1,0,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
State Police Philippi,2007,West Virginia,0,WVWSP3600,12,31,23,27,58,11,8,10,15,0,1,12,1,0,0,0,3,0,0,10,0,2,5,0,0,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
