agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Sturgis Police Department,2016,Michigan,10876,MI7576800,21,113,16,25,81,14,11,65,50,2,5,36,103,2,1,1,3,24,1,3,5,12,13,3,22,9,5,0,12,6,0,5,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Sturgis Police Department,2015,Michigan,10879,MI7576800,27,94,29,24,102,14,5,56,54,0,9,38,131,3,0,1,3,19,0,2,8,16,6,1,17,7,8,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sturgis Police Department,2014,Michigan,10913,MI7576800,43,93,28,41,111,15,8,48,47,0,11,42,126,2,0,0,5,8,0,5,3,8,5,6,18,8,6,0,10,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Sturgis Police Department,2013,Michigan,NA,MI7576800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturgis Police Department,2012,Michigan,10975,MI7576800,44,94,18,63,111,13,15,69,70,0,13,35,87,2,0,0,3,21,0,3,6,4,6,0,6,7,6,1,13,6,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Sturgis Police Department,2011,Michigan,10986,MI7576800,62,97,17,52,141,16,6,59,65,0,14,29,86,3,0,0,6,30,0,2,6,8,15,2,9,5,8,1,11,8,1,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
Sturgis Police Department,2010,Michigan,10544,MI7576800,65,101,25,47,113,12,6,87,79,0,6,36,61,1,0,0,8,25,0,6,4,4,8,1,5,12,12,2,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sturgis Police Department,2009,Michigan,10866,MI7576800,41,80,28,49,169,17,6,84,104,1,17,30,83,1,1,0,4,29,0,4,2,6,10,0,7,3,10,0,11,6,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0
Sturgis Police Department,2008,Michigan,10914,MI7576800,45,102,20,65,165,12,4,63,105,0,6,36,78,4,0,1,2,20,0,5,21,9,20,1,17,7,34,1,12,8,0,5,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0
Sturgis Police Department,2007,Michigan,11026,MI7576800,54,107,18,46,151,19,10,70,111,0,7,40,39,11,1,0,7,23,0,6,5,10,15,3,5,9,17,0,14,8,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
