agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Barnstead Police Department,2016,New Hampshire,4615,NH0010400,3,29,2,17,17,1,1,7,11,0,0,10,0,0,0,0,0,0,0,15,0,3,0,1,0,3,4,1,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2015,New Hampshire,4596,NH0010400,5,31,4,17,15,2,1,13,18,0,1,12,0,0,0,0,0,0,0,10,3,1,0,0,2,2,5,1,0,8,0,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2014,New Hampshire,4602,NH0010400,11,25,5,27,27,2,0,20,22,0,1,7,0,0,0,0,0,0,0,11,0,1,0,0,2,6,7,0,4,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2013,New Hampshire,4616,NH0010400,1,27,3,20,23,3,0,11,27,0,0,2,2,0,0,0,0,0,0,16,0,0,0,0,1,2,4,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2012,New Hampshire,4615,NH0010400,6,32,3,26,30,3,0,9,34,0,0,1,1,0,0,0,0,0,0,16,0,1,1,0,1,1,3,2,1,2,0,0,0,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2011,New Hampshire,4599,NH0010400,15,27,2,40,59,1,2,7,44,0,0,3,1,0,0,0,0,0,0,17,0,1,0,0,2,2,6,3,1,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2010,New Hampshire,4619,NH0010400,10,47,3,36,52,5,0,7,44,0,3,5,3,0,0,0,0,0,0,30,0,3,3,1,1,3,12,0,5,3,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2009,New Hampshire,4678,NH0010400,3,46,4,25,54,4,1,10,25,0,7,6,3,1,0,0,0,0,0,31,0,3,1,1,3,1,21,1,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2008,New Hampshire,4656,NH0010400,7,26,3,30,46,6,1,8,18,0,1,10,2,0,0,0,0,1,0,24,0,1,2,0,3,3,34,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2007,New Hampshire,4719,NH0010400,28,36,3,38,71,8,1,17,20,0,0,3,2,0,0,0,0,0,0,16,0,3,0,1,1,2,28,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2006,New Hampshire,4578,NH0010400,4,21,1,19,75,7,1,9,27,0,1,5,0,1,0,0,0,0,0,23,1,2,1,0,2,0,13,1,1,1,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
Barnstead Police Department,2005,New Hampshire,NA,NH0010400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barnstead Police Department,2004,New Hampshire,NA,NH0010400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barnstead Police Department,2003,New Hampshire,4221,NH0010400,11,35,5,19,74,1,0,2,8,0,0,3,1,0,0,0,0,0,0,40,1,1,0,1,2,0,43,2,7,0,0,1,2,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
