agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Jackson Township Police Department,2016,Ohio,40780,OH0762400,150,209,23,128,250,18,24,103,360,1,14,64,518,31,2,11,1,77,0,112,0,9,81,3,26,20,8,5,10,145,22,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Jackson Township Police Department,2015,Ohio,40779,OH0762400,128,188,16,140,161,23,18,61,333,0,6,41,487,30,6,7,0,44,0,111,0,3,71,4,20,13,8,2,6,145,13,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Township Police Department,2014,Ohio,40645,OH0762400,149,181,16,150,233,16,35,84,335,0,3,62,514,21,3,9,0,65,0,96,0,5,74,3,27,18,0,6,8,94,11,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Township Police Department,2013,Ohio,40436,OH0762400,267,171,20,157,293,25,22,60,340,0,8,67,497,14,3,7,0,40,0,105,0,6,69,2,24,25,7,2,4,95,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Township Police Department,2012,Ohio,40317,OH0762400,172,189,18,174,236,37,11,88,351,1,5,59,505,27,0,5,1,72,0,117,0,8,66,2,26,32,5,1,9,88,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jackson Township Police Department,2011,Ohio,40403,OH0762400,269,179,15,190,322,35,17,72,369,0,4,50,459,14,3,9,0,45,0,128,0,5,42,6,23,14,8,3,3,113,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Township Police Department,2010,Ohio,40877,OH0762400,259,177,28,179,344,37,17,78,297,0,10,52,402,17,5,18,1,60,0,127,0,8,56,2,30,24,2,4,6,54,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Township Police Department,2009,Ohio,40989,OH0762400,304,174,17,181,329,38,17,43,308,3,13,71,398,27,4,10,2,41,1,85,0,5,52,4,28,17,3,2,8,44,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jackson Township Police Department,2008,Ohio,40942,OH0762400,320,169,13,168,357,51,38,52,383,1,9,70,366,31,5,21,0,35,0,99,0,6,63,6,36,13,5,3,12,62,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Township Police Department,2007,Ohio,39149,OH0762400,290,213,22,172,375,44,16,46,404,4,10,67,331,31,7,23,2,31,0,118,0,10,49,2,27,16,2,5,11,63,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Jackson Township Police Department,2006,Ohio,NA,OH0762400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jackson Township Police Department,2005,Ohio,40078,OH0762400,289,159,16,151,344,55,13,16,348,3,2,104,267,25,10,26,0,10,0,124,0,9,48,3,27,4,5,6,11,23,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Township Police Department,2004,Ohio,37549,OH0762400,420,132,30,158,471,20,3,14,314,5,4,98,238,40,24,38,0,10,0,179,0,5,54,6,27,8,3,4,12,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
