agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Southfield Police Department,2016,Michigan,73438,MI6375100,387,574,86,357,383,291,221,199,371,0,27,285,256,52,6,8,10,16,4,297,52,63,46,6,88,19,326,5,8,31,1,7,0,4,0,2,1,0,1,0,4,0,5,0,0,0,0,0,0,353,2,0
Southfield Police Department,2015,Michigan,73319,MI6375100,255,604,79,341,317,280,212,192,333,1,14,252,221,75,7,9,3,9,1,265,50,67,28,2,111,31,254,4,13,439,1,8,1,5,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,26,0,0
Southfield Police Department,2014,Michigan,73321,MI6375100,256,497,88,323,408,361,218,210,390,2,11,240,368,85,16,4,7,10,3,287,45,78,27,3,141,32,343,6,17,570,1,0,0,5,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0
Southfield Police Department,2013,Michigan,72755,MI6375100,248,664,86,454,371,297,233,240,392,2,30,236,302,124,6,11,7,8,2,319,63,57,47,7,151,41,290,9,24,237,3,3,0,13,0,3,0,0,0,0,1,0,20,1,0,0,0,0,0,0,0,0
Southfield Police Department,2012,Michigan,72253,MI6375100,292,692,154,639,462,402,185,214,413,1,32,242,441,142,6,10,10,12,3,314,67,54,58,9,139,35,237,9,22,293,6,3,1,2,0,5,0,0,1,0,2,0,10,0,1,0,0,0,0,0,0,0
Southfield Police Department,2011,Michigan,71685,MI6375100,242,725,207,730,470,407,234,268,464,1,39,249,417,118,12,15,7,15,5,399,62,61,57,5,166,56,258,4,31,212,3,2,0,3,1,3,0,0,1,0,2,0,9,0,0,0,0,0,0,0,0,0
Southfield Police Department,2010,Michigan,74587,MI6375100,262,816,223,669,478,433,299,321,373,2,27,265,505,117,7,9,8,20,5,382,64,67,34,11,132,56,306,6,36,168,2,2,0,3,0,7,0,0,1,0,2,0,31,0,1,0,0,0,0,0,0,0
Southfield Police Department,2009,Michigan,75074,MI6375100,407,673,211,662,490,488,362,260,375,12,30,240,578,128,5,10,8,25,3,395,62,67,41,11,58,63,290,8,21,191,0,1,0,1,0,1,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0
Southfield Police Department,2008,Michigan,75024,MI6375100,279,632,298,675,501,561,406,240,397,7,27,260,578,154,5,5,16,21,1,445,69,61,93,11,85,57,362,10,33,188,1,1,0,1,1,2,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0
Southfield Police Department,2007,Michigan,75830,MI6375100,263,400,487,753,529,642,432,274,392,7,27,278,555,161,7,6,13,18,3,440,92,58,95,5,135,65,312,4,33,173,0,1,0,0,0,2,0,0,0,0,2,3,4,0,1,0,0,0,0,0,0,0
Southfield Police Department,2006,Michigan,76627,MI6375100,198,192,739,898,413,731,484,229,238,7,35,427,698,166,4,17,14,0,1,431,76,55,51,3,260,78,231,6,30,137,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southfield Police Department,2005,Michigan,77554,MI6375100,263,217,649,751,427,856,473,249,221,9,21,510,679,159,6,12,2,1,4,462,93,57,31,8,173,63,279,7,24,106,0,3,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Southfield Police Department,2004,Michigan,77739,MI6375100,292,126,742,547,596,826,405,302,358,14,30,408,722,128,4,7,5,2,1,342,74,61,28,5,152,88,257,6,19,95,0,2,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Southfield Police Department,2003,Michigan,78088,MI6375100,336,123,794,756,588,1134,625,214,285,41,29,524,697,139,5,9,6,1,2,303,87,46,19,5,166,98,179,5,34,86,0,0,0,1,1,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0
Southfield Police Department,2002,Michigan,79178,MI6375100,313,229,604,581,671,802,571,163,258,16,24,520,676,128,2,9,4,1,4,363,120,52,36,13,146,72,218,6,31,43,1,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Southfield Police Department,2001,Michigan,78709,MI6375100,408,245,717,724,775,833,518,266,470,13,33,687,692,152,9,7,5,0,5,530,168,71,59,15,249,75,286,7,39,37,1,2,0,1,0,3,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0
Southfield Police Department,2000,Michigan,0,MI6375100,592,540,493,862,721,1100,314,290,436,16,20,612,795,128,13,21,3,2,2,490,195,83,63,9,214,75,143,9,24,14,2,2,0,3,0,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
Southfield Police Department,1999,Michigan,75460,MI6375100,764,340,491,648,688,976,243,218,296,7,24,840,954,80,18,12,3,8,4,454,169,64,62,12,177,72,161,6,24,13,2,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Southfield Police Department,1998,Michigan,76995,MI6375100,1248,304,597,691,853,1021,651,143,191,4,21,1041,711,95,8,7,3,4,4,457,146,158,40,11,115,36,101,10,22,17,26,1,0,2,0,2,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0
Southfield Police Department,1997,Michigan,82123,MI6375100,1411,241,780,735,1265,1096,1390,146,253,3,34,1129,706,147,4,11,8,2,2,540,159,156,52,15,120,55,138,17,25,30,2,0,0,10,0,1,1,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0
