agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Moorefield Police Department,2016,West Virginia,2467,WV0160100,1,1,27,6,2,2,1,47,1,0,1,0,48,0,0,0,0,0,0,4,1,2,3,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moorefield Police Department,2015,West Virginia,2493,WV0160100,1,6,17,7,19,1,0,21,4,0,0,2,37,0,0,0,0,0,0,10,0,1,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moorefield Police Department,2014,West Virginia,2500,WV0160100,1,4,21,2,6,2,0,13,3,0,0,2,31,0,0,0,0,0,0,4,1,2,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moorefield Police Department,2013,West Virginia,2492,WV0160100,0,0,7,3,1,1,0,2,5,0,0,0,12,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moorefield Police Department,2012,West Virginia,2523,WV0160100,2,3,19,6,11,1,0,30,5,0,0,2,8,0,0,0,0,1,0,4,1,1,4,1,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moorefield Police Department,2011,West Virginia,2547,WV0160100,3,2,25,3,12,5,1,15,24,0,0,5,16,1,0,0,0,1,0,3,1,2,13,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moorefield Police Department,2010,West Virginia,2508,WV0160100,15,26,7,14,20,2,1,39,10,1,0,13,5,0,0,0,0,0,0,5,2,0,5,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Moorefield Police Department,2009,West Virginia,2444,WV0160100,11,30,5,16,28,4,5,29,17,0,1,29,11,0,1,0,0,0,1,10,0,1,14,1,0,3,16,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moorefield Police Department,2008,West Virginia,2465,WV0160100,6,39,8,19,52,4,4,11,9,0,0,33,6,0,1,0,0,2,0,12,1,1,6,2,0,1,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moorefield Police Department,2007,West Virginia,2432,WV0160100,8,27,14,11,33,7,3,6,8,0,1,14,1,0,0,1,0,1,0,8,3,2,5,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
