agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Monmouth Police Department,2016,Oregon,10131,OR0270300,42,48,11,35,88,9,1,74,93,0,1,19,8,2,0,2,0,0,0,6,0,5,4,0,9,2,12,0,4,10,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Monmouth Police Department,2015,Oregon,10052,OR0270300,35,47,10,37,74,9,1,52,128,0,3,15,5,0,0,1,1,0,0,1,0,5,0,0,7,1,19,0,4,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monmouth Police Department,2014,Oregon,9997,OR0270300,22,37,6,33,80,7,0,50,92,0,4,12,9,1,0,0,2,0,0,1,0,3,0,0,7,7,8,1,1,14,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Monmouth Police Department,2013,Oregon,9792,OR0270300,52,34,11,31,115,5,2,36,110,2,1,25,8,1,0,2,0,0,0,0,0,3,5,1,7,3,9,2,3,12,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Monmouth Police Department,2012,Oregon,9667,OR0270300,19,34,3,40,112,5,2,48,91,1,1,15,8,2,3,1,1,0,0,2,0,0,2,2,6,1,10,1,5,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monmouth Police Department,2011,Oregon,9635,OR0270300,31,31,6,40,144,2,3,60,91,0,1,12,4,0,2,0,0,0,0,4,0,2,4,0,6,0,21,2,4,16,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monmouth Police Department,2010,Oregon,9851,OR0270300,31,44,10,26,120,3,1,45,67,0,4,14,5,2,0,2,1,0,0,5,0,4,3,2,8,3,11,0,7,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Monmouth Police Department,2009,Oregon,9836,OR0270300,57,51,15,50,124,5,2,40,70,0,0,18,5,0,1,3,1,0,0,9,0,2,7,1,11,0,10,0,8,9,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Monmouth Police Department,2008,Oregon,9709,OR0270300,28,55,12,59,201,10,5,49,104,0,3,11,9,2,2,0,1,0,0,24,0,5,6,2,11,3,20,0,11,25,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Monmouth Police Department,2007,Oregon,9751,OR0270300,34,43,15,54,193,19,14,61,99,3,3,23,3,1,1,2,0,0,0,39,0,3,9,2,13,3,16,1,7,23,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Monmouth Police Department,2006,Oregon,9134,OR0270300,26,33,12,28,154,9,18,83,100,0,3,43,7,0,1,0,0,0,0,36,0,2,13,0,12,1,16,0,9,29,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Monmouth Police Department,2005,Oregon,8497,OR0270300,37,38,5,52,179,10,7,66,134,0,2,32,1,1,0,1,1,0,1,23,0,5,7,1,5,1,19,2,6,20,0,2,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0
Monmouth Police Department,2004,Oregon,8189,OR0270300,40,45,6,51,164,8,7,58,145,0,6,26,7,2,0,2,0,0,0,24,0,6,14,4,7,8,27,0,5,25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
