agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Whitwell Police Department,2016,Tennessee,1731,TN0580200,0,18,3,4,4,2,0,7,8,0,0,1,1,0,4,0,0,4,1,5,0,1,1,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitwell Police Department,2015,Tennessee,1721,TN0580200,2,15,5,3,3,1,1,13,3,0,0,5,4,0,1,0,0,7,0,4,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitwell Police Department,2014,Tennessee,1707,TN0580200,4,7,7,3,3,4,0,24,5,1,1,9,6,0,0,0,0,6,0,12,0,3,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Whitwell Police Department,2013,Tennessee,1702,TN0580200,3,6,6,2,4,4,1,22,7,0,0,2,0,0,0,0,0,9,0,5,0,1,11,0,1,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Whitwell Police Department,2012,Tennessee,1710,TN0580200,6,13,2,7,7,3,2,17,9,0,0,10,3,0,0,0,0,6,0,4,0,0,13,0,1,3,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitwell Police Department,2011,Tennessee,1714,TN0580200,9,26,6,5,12,3,3,21,10,0,1,17,3,0,1,0,0,9,0,13,2,3,2,0,5,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitwell Police Department,2010,Tennessee,1572,TN0580200,8,28,9,17,17,5,4,15,15,0,1,10,6,1,0,1,0,5,0,9,1,2,4,1,2,0,36,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Whitwell Police Department,2009,Tennessee,1597,TN0580200,19,26,7,20,21,10,4,14,15,0,0,13,9,2,0,0,0,8,0,5,2,2,9,1,20,1,11,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitwell Police Department,2008,Tennessee,1595,TN0580200,9,30,4,21,34,7,1,28,28,0,0,6,13,0,0,0,0,12,1,9,1,2,5,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitwell Police Department,2007,Tennessee,1589,TN0580200,11,23,2,14,24,8,3,31,17,0,0,13,7,1,0,0,0,18,0,6,1,3,12,2,5,2,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitwell Police Department,2006,Tennessee,1624,TN0580200,5,29,6,19,13,9,5,22,26,0,0,8,11,1,0,0,0,11,0,11,0,2,12,0,0,4,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitwell Police Department,2005,Tennessee,1629,TN0580200,6,31,12,14,15,12,3,20,22,0,0,5,5,0,0,0,0,13,0,6,0,3,4,1,1,3,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitwell Police Department,2004,Tennessee,1648,TN0580200,11,23,8,21,16,16,4,33,23,0,0,6,4,0,0,0,0,22,0,11,0,5,12,1,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitwell Police Department,2003,Tennessee,1647,TN0580200,6,17,16,33,22,14,4,51,14,3,0,4,6,0,0,0,0,35,0,11,0,10,8,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitwell Police Department,2002,Tennessee,1692,TN0580200,4,25,22,24,20,9,10,53,38,2,0,2,10,0,0,0,0,40,0,22,0,14,14,5,0,3,13,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitwell Police Department,2001,Tennessee,1675,TN0580200,8,32,18,15,20,14,6,15,28,18,1,0,7,0,0,0,0,18,0,37,0,6,63,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitwell Police Department,2000,Tennessee,0,TN0580200,15,12,8,24,12,14,9,29,32,3,0,1,6,0,0,0,0,22,0,16,1,5,2,2,0,2,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
