agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Luray Police Department,2016,Virginia,4817,VA0690100,8,19,3,14,31,4,4,54,38,0,1,16,28,0,0,0,0,11,0,1,0,3,11,0,3,1,18,0,3,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Luray Police Department,2015,Virginia,4842,VA0690100,12,47,1,14,41,2,2,19,40,0,0,28,22,2,0,1,0,2,0,1,3,0,33,1,8,0,6,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
Luray Police Department,2014,Virginia,4851,VA0690100,25,28,2,9,48,1,1,11,34,1,3,26,13,2,0,0,0,1,0,0,2,0,5,0,7,0,35,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Luray Police Department,2013,Virginia,4862,VA0690100,12,33,0,15,41,5,0,18,32,0,2,25,18,2,0,0,0,1,0,0,0,0,6,0,7,0,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Luray Police Department,2012,Virginia,4932,VA0690100,37,44,1,27,65,1,3,10,21,0,2,29,26,3,0,0,0,0,0,0,3,1,6,0,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Luray Police Department,2011,Virginia,4953,VA0690100,37,33,2,30,65,5,2,8,33,2,0,38,15,0,0,0,1,1,0,0,2,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Luray Police Department,2010,Virginia,4812,VA0690100,43,42,5,21,67,1,3,5,35,5,2,24,10,0,0,0,0,1,0,0,3,1,6,1,6,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Luray Police Department,2009,Virginia,4840,VA0690100,31,30,1,15,65,9,0,1,30,1,0,32,25,2,0,0,0,0,0,0,2,1,1,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Luray Police Department,2008,Virginia,4856,VA0690100,16,24,5,16,78,6,3,9,89,3,2,11,15,0,0,0,0,0,0,0,1,0,3,0,5,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Luray Police Department,2007,Virginia,4879,VA0690100,12,9,5,14,51,3,2,1,80,0,1,8,9,0,0,1,0,0,0,0,5,0,13,2,8,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Luray Police Department,2006,Virginia,4913,VA0690100,17,20,4,11,86,3,8,0,78,1,1,12,3,0,0,0,1,0,0,0,2,4,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Luray Police Department,2005,Virginia,4948,VA0690100,13,26,3,13,93,6,5,1,90,5,2,1,8,0,0,0,1,0,1,0,2,2,26,1,3,0,18,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
Luray Police Department,2004,Virginia,4941,VA0690100,1,6,1,8,37,1,0,1,46,2,1,1,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luray Police Department,2003,Virginia,4914,VA0690100,6,0,1,2,22,3,2,0,13,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luray Police Department,2002,Virginia,5019,VA0690100,8,0,1,19,49,4,6,0,35,3,1,5,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luray Police Department,2001,Virginia,4946,VA0690100,14,1,0,15,26,4,4,2,44,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luray Police Department,2000,Virginia,NA,VA0690100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luray Police Department,1999,Virginia,4855,VA0690100,12,20,3,12,78,4,0,0,56,0,0,9,2,1,1,0,0,0,0,0,0,3,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
