agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Plano Police Department,2016,Texas,288242,TX0430600,1241,1034,194,795,53,412,343,1316,752,12,47,742,1127,113,43,24,18,1430,4,214,92,94,259,14,372,65,433,20,55,944,1,30,0,3,1,27,0,0,5,0,13,0,109,1,0,0,0,0,0,43,0,0
Plano Police Department,2015,Texas,282968,TX0430600,1031,1042,198,739,986,290,315,795,897,3,67,530,1386,122,38,12,19,680,4,192,123,62,252,18,333,45,409,11,57,1240,1,17,0,3,0,23,0,3,7,0,11,0,84,0,0,0,0,0,0,0,0,0
Plano Police Department,2014,Texas,277822,TX0430600,1044,1056,190,799,1145,304,328,832,1001,11,49,593,1470,162,59,20,19,618,4,208,143,61,255,23,335,43,391,10,59,309,1,28,0,7,2,6,0,1,9,0,16,0,18,0,0,0,0,0,0,0,0,0
Plano Police Department,2013,Texas,275795,TX0430600,1327,1177,169,948,1198,263,416,836,1077,27,48,690,1255,111,64,12,20,652,3,266,94,59,240,19,387,21,317,24,46,297,1,43,0,3,0,1,0,0,7,0,26,0,0,1,0,0,0,0,0,0,0,0
Plano Police Department,2012,Texas,273816,TX0430600,1421,1339,175,1140,1353,337,587,1003,1092,18,58,641,1387,124,71,14,16,740,1,291,110,69,198,23,375,27,284,23,78,248,0,14,0,3,1,1,0,12,11,0,11,0,0,1,1,0,0,0,0,0,0,0
Plano Police Department,2011,Texas,265309,TX0430600,1417,1488,227,1201,1705,415,753,1062,1122,35,55,718,1233,150,61,16,24,688,5,295,119,83,236,42,388,26,392,13,74,214,3,25,0,4,1,2,0,1,18,0,16,0,0,0,0,0,0,0,0,0,0,0
Plano Police Department,2010,Texas,278244,TX0430600,1389,1471,249,1217,1790,414,689,937,1070,25,50,654,1380,154,61,15,21,464,4,287,95,56,251,21,392,51,499,12,76,153,0,30,2,8,1,0,0,0,25,0,17,0,3,1,0,0,0,0,0,0,0,0
Plano Police Department,2009,Texas,272747,TX0430600,1648,1372,255,1541,2130,501,991,900,1075,36,47,732,1631,146,69,16,21,498,4,287,99,49,300,41,357,47,543,20,64,146,0,15,1,4,2,0,0,0,20,0,14,0,2,0,2,0,0,0,0,0,0,0
Plano Police Department,2008,Texas,265739,TX0430600,1997,1486,350,1548,2362,419,1198,858,1141,18,54,619,1185,156,132,18,22,530,7,362,129,87,296,36,418,33,507,9,53,155,0,11,1,3,1,0,0,0,16,0,9,0,1,2,1,0,0,0,0,0,0,0
Plano Police Department,2007,Texas,259771,TX0430600,1672,1346,411,1391,2384,438,1216,821,1179,55,56,764,1304,164,76,26,18,442,3,362,125,83,344,42,354,28,484,9,41,166,0,13,0,2,0,0,0,0,17,1,11,0,2,0,0,0,0,0,0,0,0,0
Plano Police Department,2006,Texas,257183,TX0430600,1790,1475,504,1413,2854,600,1545,752,1256,68,47,802,1195,156,73,22,25,402,4,341,130,72,340,41,330,50,545,16,54,203,0,14,0,5,0,0,0,0,22,1,8,0,6,0,0,0,0,0,0,0,0,0
