agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Montgomery County Sheriff's Office,2016,Virginia,31071,VA0600000,21,209,26,67,172,33,2,231,183,1,10,6,15,2,3,0,4,124,1,41,4,41,14,3,39,3,70,6,18,16,0,6,0,2,0,1,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0
Montgomery County Sheriff's Office,2015,Virginia,31331,VA0600000,24,248,24,84,185,15,6,176,133,0,9,9,5,1,2,0,5,83,4,55,6,26,10,1,20,3,67,7,12,26,0,4,1,2,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0
Montgomery County Sheriff's Office,2014,Virginia,31172,VA0600000,26,244,27,93,181,14,11,197,194,1,12,7,13,2,0,0,1,101,0,66,2,31,4,4,22,3,52,8,19,15,0,7,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Montgomery County Sheriff's Office,2013,Virginia,31437,VA0600000,24,258,23,90,182,22,9,163,229,1,8,5,10,1,0,0,1,80,0,52,3,35,12,4,22,6,47,2,14,10,1,10,0,4,0,1,0,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0
Montgomery County Sheriff's Office,2012,Virginia,31050,VA0600000,36,314,24,133,251,22,18,171,270,2,7,5,7,1,0,0,0,56,0,74,8,29,9,8,39,2,47,6,14,6,0,1,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0
Montgomery County Sheriff's Office,2011,Virginia,31099,VA0600000,44,327,18,152,293,18,35,195,275,4,10,0,16,1,0,0,3,99,0,82,9,31,15,7,32,6,49,2,13,9,0,4,0,1,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
Montgomery County Sheriff's Office,2010,Virginia,28767,VA0600000,49,357,28,156,281,33,18,208,298,1,4,1,8,3,0,0,0,66,0,71,7,38,23,9,23,4,55,4,20,12,0,2,0,0,0,1,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0
Montgomery County Sheriff's Office,2009,Virginia,29196,VA0600000,57,311,23,142,254,20,15,173,265,2,6,0,4,4,0,0,3,50,1,52,7,32,17,7,28,4,54,3,22,11,1,5,0,0,0,0,0,0,1,0,2,1,4,0,0,0,0,0,0,0,0,0
Montgomery County Sheriff's Office,2008,Virginia,28581,VA0600000,39,325,32,167,294,52,15,110,290,1,8,0,10,2,1,0,1,39,1,118,1,34,18,8,22,5,48,3,22,9,0,5,1,0,1,0,0,0,1,0,1,2,6,0,0,0,0,0,0,0,0,0
Montgomery County Sheriff's Office,2007,Virginia,27243,VA0600000,50,348,31,159,298,35,6,113,328,3,11,0,7,5,0,0,1,51,0,146,2,27,18,12,16,2,30,3,21,10,1,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
Montgomery County Sheriff's Office,2006,Virginia,27518,VA0600000,52,356,42,172,364,56,21,104,291,12,7,0,10,5,0,1,1,53,1,177,2,31,22,5,17,4,34,7,25,9,0,0,1,0,0,0,0,0,1,0,5,0,5,0,0,0,0,0,0,0,0,0
Montgomery County Sheriff's Office,2005,Virginia,27645,VA0600000,38,347,32,164,307,29,11,94,320,8,11,1,1,4,0,0,4,37,1,185,3,30,28,7,17,4,45,1,37,15,0,3,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
