agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Weston Police Department,2016,Massachusetts,12147,MA0095100,6,2,5,6,8,4,0,3,26,0,5,15,0,0,0,0,0,0,0,1,1,1,6,0,0,1,3,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Weston Police Department,2015,Massachusetts,12159,MA0095100,2,6,0,2,10,2,0,2,14,0,0,12,0,0,0,0,0,0,0,2,1,1,4,0,2,5,4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weston Police Department,2014,Massachusetts,12015,MA0095100,8,10,2,14,21,4,0,9,15,0,1,4,0,0,0,0,0,0,0,2,0,2,0,0,3,1,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weston Police Department,2013,Massachusetts,11893,MA0095100,17,5,3,14,18,2,1,8,33,0,0,8,0,0,0,0,0,0,0,10,0,0,0,0,2,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weston Police Department,2012,Massachusetts,11472,MA0095100,1,2,1,15,16,2,0,10,25,0,0,8,0,0,0,0,0,0,0,8,0,1,4,0,4,2,5,0,1,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Weston Police Department,2011,Massachusetts,11330,MA0095100,10,5,4,15,35,0,0,18,29,0,2,8,0,0,0,0,0,1,0,4,1,0,2,0,2,3,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Weston Police Department,2010,Massachusetts,11815,MA0095100,7,6,5,12,29,2,0,17,28,0,0,11,1,0,0,0,1,0,1,5,0,0,5,1,10,1,8,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Weston Police Department,2009,Massachusetts,11897,MA0095100,21,14,3,14,25,4,0,25,30,0,1,7,0,0,0,0,0,0,1,8,1,0,4,0,8,3,4,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weston Police Department,2008,Massachusetts,11723,MA0095100,6,5,5,27,32,3,0,18,27,0,0,9,0,0,0,0,0,0,0,5,0,1,10,0,9,4,3,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Weston Police Department,2007,Massachusetts,NA,MA0095100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston Police Department,2006,Massachusetts,NA,MA0095100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weston Police Department,2005,Massachusetts,NA,MA0095100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
