agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Middlebury Police Dept.,2016,Vermont,8570,VT0010200,3,15,1,13,53,0,0,6,87,0,1,0,11,0,0,1,0,0,0,3,1,0,3,0,4,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlebury Police Dept.,2015,Vermont,NA,VT0010200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middlebury Police Dept.,2014,Vermont,8504,VT0010200,10,11,1,17,33,0,0,7,144,0,4,0,25,0,0,0,0,0,0,2,0,0,4,0,6,3,4,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlebury Police Dept.,2013,Vermont,8473,VT0010200,12,16,6,18,25,0,0,20,74,0,6,0,15,0,1,0,0,0,0,0,1,0,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlebury Police Dept.,2012,Vermont,8477,VT0010200,0,20,4,8,1,1,0,37,67,0,2,0,22,1,2,0,0,0,0,0,3,0,1,3,3,0,5,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlebury Police Dept.,2011,Vermont,8505,VT0010200,0,24,4,26,4,1,0,30,141,0,2,1,21,1,0,0,0,0,0,0,4,0,4,0,5,1,9,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlebury Police Dept.,2010,Vermont,8340,VT0010200,1,39,9,33,5,2,0,30,233,0,4,1,35,0,0,0,0,0,0,3,3,2,2,1,4,2,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlebury Police Dept.,2009,Vermont,8281,VT0010200,2,25,6,19,18,1,0,23,218,0,6,1,23,2,0,0,0,0,0,0,1,0,4,1,2,1,12,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlebury Police Dept.,2008,Vermont,8208,VT0010200,0,17,1,28,22,0,0,20,251,0,5,1,15,2,0,0,0,0,0,0,3,0,10,0,2,0,18,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Middlebury Police Dept.,2007,Vermont,8194,VT0010200,12,8,3,26,14,2,0,24,205,0,3,7,17,0,0,0,0,0,0,0,2,0,11,2,2,1,14,0,9,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
Middlebury Police Dept.,2006,Vermont,8163,VT0010200,11,9,1,27,14,4,0,44,271,0,4,17,8,1,0,0,1,0,0,1,0,0,8,1,2,3,6,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
