agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
State Police Royalton,2016,Vermont,15157,VTVSP1100,10,33,2,42,30,16,0,6,21,0,1,13,0,1,0,0,0,0,0,2,1,3,1,0,1,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Royalton,2015,Vermont,NA,VTVSP1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
State Police Royalton,2014,Vermont,16474,VTVSP1100,14,35,9,60,41,8,4,18,34,0,3,26,6,1,0,0,0,0,0,1,3,3,0,0,1,1,6,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Royalton,2013,Vermont,16571,VTVSP1100,20,57,5,105,37,11,5,45,39,0,1,50,4,1,1,1,0,6,0,3,0,0,3,0,7,2,11,0,1,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Royalton,2012,Vermont,16594,VTVSP1100,33,53,7,152,89,26,6,44,56,1,0,40,1,0,0,5,0,8,0,5,0,1,5,2,2,4,8,2,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Royalton,2011,Vermont,16634,VTVSP1100,38,54,13,137,78,25,8,47,65,0,9,51,1,4,0,0,0,5,2,8,1,3,7,0,3,3,12,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Royalton,2010,Vermont,16142,VTVSP1100,37,38,12,106,103,14,8,45,49,0,8,27,4,0,0,1,0,5,1,5,2,0,0,0,2,1,10,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
State Police Royalton,2009,Vermont,15973,VTVSP1100,19,56,5,105,108,19,2,56,46,0,4,26,4,1,0,0,3,2,1,8,0,0,1,0,1,4,16,1,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Royalton,2008,Vermont,16056,VTVSP1100,37,36,9,93,119,19,13,41,65,0,7,25,3,0,1,0,1,2,2,3,1,0,3,2,3,1,16,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
State Police Royalton,2007,Vermont,18490,VTVSP1100,19,36,11,141,98,25,6,57,39,0,6,32,1,0,0,1,1,4,0,4,1,1,0,2,0,0,11,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Royalton,2006,Vermont,19157,VTVSP1100,27,63,12,108,147,18,5,45,39,0,8,77,0,2,0,0,0,1,0,3,3,1,0,4,3,1,23,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Royalton,2005,Vermont,19239,VTVSP1100,21,44,11,114,166,22,8,38,58,0,6,40,3,0,0,1,0,2,0,3,1,0,2,4,0,0,9,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Royalton,2004,Vermont,19244,VTVSP1100,41,19,4,99,165,13,5,33,54,0,1,33,2,0,0,1,1,0,1,0,1,2,2,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
State Police Royalton,2003,Vermont,19284,VTVSP1100,24,44,0,76,145,5,5,46,50,0,0,25,3,0,0,0,0,1,0,1,2,0,1,1,2,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Royalton,2002,Vermont,19402,VTVSP1100,36,51,2,78,162,12,2,39,79,0,1,27,1,0,0,1,0,3,0,2,1,3,1,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Royalton,2001,Vermont,19293,VTVSP1100,43,24,1,78,111,11,3,51,53,0,2,32,2,0,0,0,0,0,0,1,1,0,0,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
