agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Traverse City Police Department,2016,Michigan,15330,MI2878100,46,225,41,46,112,12,2,75,150,4,12,35,34,4,0,1,4,6,0,32,8,31,8,1,12,1,45,0,10,7,0,10,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
Traverse City Police Department,2015,Michigan,15137,MI2878100,49,195,39,45,127,11,6,66,136,3,14,34,43,3,1,0,1,11,1,17,10,26,9,3,8,3,42,1,9,12,0,5,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
Traverse City Police Department,2014,Michigan,15105,MI2878100,31,176,34,34,111,7,6,33,140,0,7,34,28,3,0,0,0,6,1,23,4,26,9,1,13,3,36,1,12,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Traverse City Police Department,2013,Michigan,NA,MI2878100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Traverse City Police Department,2012,Michigan,14905,MI2878100,35,165,20,25,137,8,1,34,105,3,13,25,28,1,0,5,0,12,0,21,4,12,7,0,9,2,14,2,7,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Traverse City Police Department,2011,Michigan,14663,MI2878100,60,1,0,36,19,13,0,0,135,0,0,51,0,5,0,0,0,0,0,2,4,0,2,0,10,5,10,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Traverse City Police Department,2010,Michigan,14012,MI2878100,98,164,20,76,229,14,4,42,218,3,10,45,22,7,0,2,2,11,1,10,13,23,6,1,19,7,20,0,8,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Traverse City Police Department,2009,Michigan,14385,MI2878100,94,162,16,67,203,9,5,28,221,7,8,81,35,5,12,2,0,9,0,14,11,24,16,1,17,4,25,0,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Traverse City Police Department,2008,Michigan,14318,MI2878100,73,184,24,61,251,22,3,27,207,1,12,66,36,4,17,1,0,6,0,34,10,14,8,1,17,10,39,0,8,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Traverse City Police Department,2007,Michigan,14406,MI2878100,101,161,26,62,209,12,5,45,228,6,11,70,24,4,1,3,0,18,0,25,19,10,15,2,14,8,23,1,17,1,0,3,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Traverse City Police Department,2006,Michigan,14477,MI2878100,82,201,26,69,234,23,7,65,181,7,13,84,24,2,7,4,7,19,0,20,15,9,11,7,12,5,24,0,17,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Traverse City Police Department,2005,Michigan,14520,MI2878100,69,168,35,40,216,19,11,56,181,3,11,82,23,2,1,3,0,14,0,26,7,8,3,4,14,5,17,1,11,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Traverse City Police Department,2004,Michigan,14513,MI2878100,71,190,22,54,217,21,7,64,161,5,9,70,40,4,11,4,3,16,0,23,9,15,11,2,10,10,12,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Traverse City Police Department,2003,Michigan,14511,MI2878100,136,142,21,52,266,26,14,70,172,2,10,86,29,5,5,2,1,26,0,30,24,14,5,3,6,13,22,0,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Traverse City Police Department,2002,Michigan,14696,MI2878100,166,164,29,52,323,30,11,42,168,12,4,119,43,1,4,1,0,17,0,46,29,18,7,4,14,2,22,0,9,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Traverse City Police Department,2001,Michigan,14609,MI2878100,243,138,24,83,356,28,15,47,182,7,9,124,24,1,8,6,3,13,0,36,18,15,10,4,9,9,16,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Traverse City Police Department,2000,Michigan,0,MI2878100,168,155,23,51,358,30,9,40,212,6,12,133,29,3,4,4,4,12,0,41,19,9,18,3,6,13,26,1,10,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Traverse City Police Department,1999,Michigan,15183,MI2878100,137,196,27,100,303,29,10,58,166,10,8,128,26,0,3,1,4,12,0,75,25,13,12,4,4,6,21,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Traverse City Police Department,1998,Michigan,15383,MI2878100,100,179,23,80,271,24,7,36,172,2,3,120,23,2,0,0,0,13,1,57,19,17,10,6,5,9,22,0,8,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Traverse City Police Department,1997,Michigan,16154,MI2878100,139,211,21,75,329,33,27,33,178,5,8,161,41,7,4,0,2,8,0,68,18,10,21,3,7,9,28,0,13,2,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
