agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Nelsonville Police Department,2016,Ohio,5159,OH0050300,29,29,3,35,39,15,2,15,56,0,1,24,39,7,1,2,0,6,0,35,0,0,1,1,3,8,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelsonville Police Department,2015,Ohio,5170,OH0050300,48,28,5,43,29,5,1,15,60,1,3,25,46,2,0,5,0,7,1,45,0,2,3,0,4,9,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelsonville Police Department,2014,Ohio,5348,OH0050300,40,18,4,35,28,7,1,18,44,0,1,29,25,3,2,1,0,9,0,48,0,2,4,0,1,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nelsonville Police Department,2013,Ohio,5334,OH0050300,67,38,8,39,37,6,1,9,42,1,2,28,17,2,3,2,0,5,0,25,0,1,4,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelsonville Police Department,2012,Ohio,NA,OH0050300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelsonville Police Department,2011,Ohio,5396,OH0050300,53,5,0,66,61,13,5,18,73,1,3,41,16,8,3,3,1,7,0,85,0,0,7,0,1,5,0,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelsonville Police Department,2010,Ohio,5717,OH0050300,49,13,2,97,62,6,3,18,54,1,4,45,22,2,2,3,0,7,0,69,0,3,6,1,1,4,2,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelsonville Police Department,2009,Ohio,5390,OH0050300,62,44,2,94,95,8,3,24,75,0,5,50,27,4,1,2,0,18,0,71,0,1,3,0,2,7,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelsonville Police Department,2008,Ohio,5420,OH0050300,57,30,2,84,73,8,8,28,71,0,1,73,29,2,2,4,2,18,0,50,0,3,6,1,3,4,4,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Nelsonville Police Department,2007,Ohio,5441,OH0050300,76,40,0,61,102,8,7,19,96,1,5,53,19,1,1,1,0,17,1,55,0,1,8,2,2,9,6,0,2,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
