agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Washtenaw County Sheriff's Office,2016,Michigan,158055,MI8118100,357,793,361,409,680,214,42,296,228,4,47,264,204,81,4,5,20,115,1,96,35,102,57,16,199,51,195,15,41,8,0,4,0,1,0,3,0,0,0,2,4,0,18,0,1,0,0,0,0,265,2,3
Washtenaw County Sheriff's Office,2015,Michigan,155563,MI8118100,384,765,309,422,594,129,55,268,215,2,41,269,159,67,1,5,15,76,2,68,32,59,48,9,150,48,195,9,24,215,0,3,0,0,0,2,0,0,0,0,2,0,19,1,0,0,0,0,0,17,0,0
Washtenaw County Sheriff's Office,2014,Michigan,155786,MI8118100,358,703,253,446,554,153,62,273,200,2,56,333,133,64,8,5,21,107,3,87,17,56,26,13,119,58,172,8,49,123,8,8,0,5,0,3,1,0,0,0,1,0,15,0,1,0,0,0,0,0,0,0
Washtenaw County Sheriff's Office,2013,Michigan,154319,MI8118100,451,999,319,626,641,151,81,282,309,4,52,279,147,56,3,9,18,81,3,166,26,57,48,13,102,62,179,5,47,85,7,4,0,5,0,1,1,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0
Washtenaw County Sheriff's Office,2012,Michigan,152545,MI8118100,337,822,285,879,676,175,53,268,385,2,75,276,156,70,1,6,17,91,1,140,24,63,46,30,85,80,212,11,80,72,19,7,0,32,0,1,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0
Washtenaw County Sheriff's Office,2011,Michigan,150876,MI8118100,326,947,229,843,635,188,40,205,425,8,84,231,154,76,5,12,20,40,5,108,20,53,62,19,92,42,162,8,50,54,10,4,0,12,0,4,0,0,0,0,7,0,2,1,0,0,0,0,0,0,0,0
Washtenaw County Sheriff's Office,2010,Michigan,152910,MI8118100,469,852,269,940,652,217,84,189,459,6,59,124,158,78,1,6,9,50,4,121,25,50,32,17,93,57,192,14,33,50,1,5,0,10,0,3,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0
Washtenaw County Sheriff's Office,2009,Michigan,151830,MI8118100,446,938,270,1021,797,245,68,275,514,11,54,133,223,98,3,9,12,86,3,113,23,56,82,29,107,84,225,12,40,39,13,5,0,40,0,5,2,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0
Washtenaw County Sheriff's Office,2008,Michigan,151865,MI8118100,446,916,312,932,790,225,74,301,458,2,58,172,205,111,1,10,12,164,5,83,28,61,49,30,114,43,200,13,46,61,20,7,0,75,0,3,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
Washtenaw County Sheriff's Office,2007,Michigan,150122,MI8118100,469,972,149,741,433,294,11,172,124,2,67,424,169,92,4,10,3,7,5,56,35,53,12,18,34,93,254,10,46,33,5,2,0,5,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
