agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Haywood County Sheriff's Office,2016,Tennessee,8081,TN0380000,21,63,18,63,58,12,14,16,38,0,4,13,0,5,1,0,1,6,1,25,1,6,6,0,3,0,3,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
Haywood County Sheriff's Office,2015,Tennessee,8147,TN0380000,34,80,21,72,70,24,14,9,48,0,0,24,2,4,0,0,0,4,0,26,0,12,2,1,3,0,3,3,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Haywood County Sheriff's Office,2014,Tennessee,8183,TN0380000,14,90,35,62,57,19,20,13,59,1,2,18,0,3,0,0,0,6,0,33,0,6,2,3,1,0,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haywood County Sheriff's Office,2013,Tennessee,8204,TN0380000,11,90,20,66,71,17,25,19,64,3,1,14,2,3,0,0,0,8,1,22,0,4,1,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Haywood County Sheriff's Office,2012,Tennessee,8422,TN0380000,12,93,27,87,83,15,25,15,78,0,4,15,0,2,1,0,0,8,0,26,0,1,4,3,2,0,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Haywood County Sheriff's Office,2011,Tennessee,8571,TN0380000,18,134,30,103,72,14,9,13,70,3,3,20,1,4,1,1,1,1,1,37,0,2,10,0,4,1,0,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haywood County Sheriff's Office,2010,Tennessee,8606,TN0380000,17,125,30,70,61,23,5,16,75,0,2,10,0,2,0,1,0,2,1,33,0,0,3,2,3,0,2,1,4,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Haywood County Sheriff's Office,2009,Tennessee,8729,TN0380000,10,123,37,108,52,25,10,22,75,0,4,10,2,3,0,0,0,2,0,34,0,4,2,5,3,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haywood County Sheriff's Office,2008,Tennessee,8694,TN0380000,17,107,40,109,74,31,20,13,80,0,4,13,0,7,0,0,1,1,0,33,1,3,11,0,2,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haywood County Sheriff's Office,2007,Tennessee,9018,TN0380000,14,78,27,79,64,32,18,17,58,0,1,11,3,8,0,0,1,4,1,43,0,1,8,2,6,3,2,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
