agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Cross Plains Police Department,2016,Tennessee,1725,TN0740400,2,4,1,10,4,1,0,59,2,0,0,13,1,1,0,0,0,35,0,10,0,10,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Plains Police Department,2015,Tennessee,1732,TN0740400,4,16,8,9,6,3,0,112,3,0,1,9,4,0,0,0,0,45,0,12,14,3,4,0,21,0,7,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Plains Police Department,2014,Tennessee,1720,TN0740400,3,12,10,12,10,4,1,67,9,0,0,15,11,0,0,0,1,50,0,8,4,4,8,0,5,0,20,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Plains Police Department,2013,Tennessee,1724,TN0740400,2,10,5,9,8,5,1,26,12,0,0,9,1,0,1,0,0,23,0,3,0,3,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Plains Police Department,2012,Tennessee,1749,TN0740400,5,11,1,4,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Plains Police Department,2011,Tennessee,1729,TN0740400,9,15,7,6,8,1,1,1,12,0,1,13,2,1,0,0,0,0,0,5,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Plains Police Department,2010,Tennessee,1728,TN0740400,10,14,4,9,14,1,1,1,5,0,0,8,2,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cross Plains Police Department,2009,Tennessee,1671,TN0740400,4,13,1,7,11,3,0,4,5,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Plains Police Department,2008,Tennessee,1647,TN0740400,3,6,3,6,10,3,0,1,9,0,0,3,2,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Plains Police Department,2007,Tennessee,1602,TN0740400,4,13,2,12,10,4,0,0,17,0,0,5,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Plains Police Department,2006,Tennessee,1536,TN0740400,9,11,3,5,10,2,0,0,9,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Plains Police Department,2005,Tennessee,1514,TN0740400,2,14,5,6,16,1,0,1,11,0,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Plains Police Department,2004,Tennessee,1465,TN0740400,4,8,0,3,2,0,0,0,13,0,1,1,3,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Plains Police Department,2003,Tennessee,1424,TN0740400,2,16,2,9,7,2,0,0,9,0,0,6,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Plains Police Department,2002,Tennessee,1408,TN0740400,1,13,1,6,5,2,0,0,19,0,0,4,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Plains Police Department,2001,Tennessee,1393,TN0740400,4,10,1,15,9,3,0,0,10,0,1,7,1,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Plains Police Department,2000,Tennessee,0,TN0740400,3,11,2,9,14,3,0,0,13,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
