agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Newberry Police Department,2016,South Carolina,10338,SC0360100,73,168,38,55,53,6,13,155,170,2,3,11,117,13,0,0,2,63,0,31,3,22,16,2,16,8,49,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
Newberry Police Department,2015,South Carolina,10263,SC0360100,61,244,38,56,142,9,14,249,226,1,6,12,182,9,1,2,2,102,2,60,5,32,14,3,9,4,82,2,12,8,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0
Newberry Police Department,2014,South Carolina,10247,SC0360100,64,239,31,74,173,10,7,224,237,5,6,11,176,7,1,0,1,56,1,73,9,22,40,2,9,5,51,1,2,4,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Newberry Police Department,2013,South Carolina,10246,SC0360100,74,210,38,83,182,10,8,140,178,1,3,14,142,9,0,0,0,52,0,52,3,18,17,0,11,3,31,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Newberry Police Department,2012,South Carolina,10430,SC0360100,37,199,37,114,178,7,11,147,190,0,3,16,134,15,0,0,1,55,0,31,1,14,17,1,11,2,37,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Newberry Police Department,2011,South Carolina,10397,SC0360100,69,172,39,108,175,5,10,169,186,1,2,10,84,8,0,0,0,39,0,34,2,18,18,0,9,1,33,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Newberry Police Department,2010,South Carolina,11144,SC0360100,45,187,33,55,161,8,12,138,167,4,4,9,75,13,0,1,1,34,0,43,0,18,16,0,9,4,43,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Newberry Police Department,2009,South Carolina,10952,SC0360100,58,193,32,66,169,5,10,150,151,1,6,7,58,13,1,0,2,28,1,53,3,16,12,2,6,3,29,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Newberry Police Department,2008,South Carolina,10942,SC0360100,97,192,35,81,223,11,14,151,237,1,1,7,70,12,2,0,0,55,0,63,1,19,15,1,10,3,52,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Newberry Police Department,2007,South Carolina,10927,SC0360100,64,230,39,64,200,8,12,174,256,4,4,18,58,11,0,0,2,43,0,65,0,31,28,0,7,2,48,1,3,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Newberry Police Department,2006,South Carolina,10825,SC0360100,78,241,39,73,211,4,28,154,316,3,6,12,49,13,0,1,1,44,0,71,1,26,41,2,10,1,29,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0
Newberry Police Department,2005,South Carolina,10845,SC0360100,49,251,33,56,186,13,14,124,280,9,5,12,78,7,1,0,0,28,0,70,1,9,23,3,13,1,57,1,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Newberry Police Department,2004,South Carolina,10738,SC0360100,41,250,52,50,213,10,20,90,323,7,7,16,74,11,0,0,1,21,1,94,7,15,45,1,9,5,58,2,7,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0
Newberry Police Department,2003,South Carolina,10790,SC0360100,66,244,54,68,197,6,13,55,287,8,4,31,83,11,0,3,1,15,0,107,18,12,25,3,4,0,54,2,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
Newberry Police Department,2002,South Carolina,10831,SC0360100,86,255,73,52,183,11,10,95,202,7,3,29,81,12,0,1,1,9,0,79,9,5,27,1,2,1,51,2,7,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Newberry Police Department,2001,South Carolina,10714,SC0360100,39,165,58,59,0,22,20,43,222,8,4,18,80,12,0,0,0,0,1,26,1,0,2,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Newberry Police Department,2000,South Carolina,0,SC0360100,41,209,79,26,0,8,14,30,227,1,3,4,53,6,0,1,1,0,1,25,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Newberry Police Department,1999,South Carolina,9988,SC0360100,14,250,73,28,0,14,19,37,207,0,4,9,76,8,0,1,0,0,0,16,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Newberry Police Department,1998,South Carolina,10384,SC0360100,7,259,83,34,0,7,14,56,242,1,3,1,71,9,0,0,0,0,3,45,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Newberry Police Department,1997,South Carolina,10858,SC0360100,7,239,109,57,0,14,28,57,318,1,2,0,71,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Newberry Police Department,1996,South Carolina,10682,SC0360100,29,296,92,70,0,3,11,40,269,3,4,16,118,13,0,0,0,1,0,15,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Newberry Police Department,1995,South Carolina,10607,SC0360100,15,286,94,36,5,11,10,44,282,1,3,5,104,7,0,1,0,0,3,11,0,1,4,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Newberry Police Department,1994,South Carolina,10775,SC0360100,31,276,127,72,17,13,19,33,341,7,5,15,131,24,0,2,1,2,0,10,0,0,3,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
