agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Paragould Police Department,2016,Arkansas,28254,AR0280100,183,585,74,263,529,96,13,304,557,1,30,40,261,18,2,6,25,167,0,363,0,29,84,5,32,22,20,12,3,33,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paragould Police Department,2015,Arkansas,27791,AR0280100,156,610,89,263,595,65,10,302,581,1,27,28,458,18,3,2,19,128,1,369,0,21,87,9,45,23,32,10,3,28,0,8,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Paragould Police Department,2014,Arkansas,27301,AR0280100,0,642,65,419,585,127,0,156,1468,0,20,0,379,10,0,0,6,72,0,205,0,27,60,14,49,20,21,8,7,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0
Paragould Police Department,2013,Arkansas,27294,AR0280100,0,654,72,485,574,137,0,105,1261,0,12,0,276,18,0,0,9,82,0,205,0,28,67,11,62,17,35,1,10,0,0,3,1,0,0,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0
Paragould Police Department,2012,Arkansas,26602,AR0280100,0,603,55,581,624,89,0,92,1267,0,9,0,196,16,0,0,7,30,2,242,0,23,83,6,56,10,34,2,13,0,1,1,0,0,0,0,0,0,7,2,0,0,2,0,0,0,0,0,0,0,0,0
Paragould Police Department,2011,Arkansas,26311,AR0280100,0,669,79,584,657,83,0,98,1500,0,14,0,241,8,0,0,4,41,1,269,0,27,79,9,80,25,25,3,15,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Paragould Police Department,2010,Arkansas,25350,AR0280100,0,634,56,527,629,63,0,74,1501,0,15,0,161,9,0,0,0,41,0,258,0,15,62,5,65,19,8,2,19,0,1,4,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0
Paragould Police Department,2009,Arkansas,25113,AR0280100,0,615,55,644,622,70,0,140,1511,0,18,0,205,11,0,0,0,58,0,224,0,23,69,6,53,23,19,3,11,0,0,1,0,0,0,0,0,0,17,1,0,0,2,0,0,0,0,0,0,0,0,0
Paragould Police Department,2008,Arkansas,24816,AR0280100,0,570,81,582,593,73,0,195,1478,0,8,0,186,7,0,0,0,50,0,211,0,17,91,4,46,20,29,6,8,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Paragould Police Department,2007,Arkansas,24562,AR0280100,0,616,75,534,638,106,0,79,1535,0,18,0,149,9,0,0,1,19,0,257,0,10,100,7,71,11,26,0,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Paragould Police Department,2006,Arkansas,24046,AR0280100,0,601,86,315,634,91,0,129,1178,0,12,0,78,15,0,0,0,34,0,280,0,13,114,7,21,17,89,0,4,0,0,0,3,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0
Paragould Police Department,2005,Arkansas,23622,AR0280100,0,636,66,439,643,137,0,158,1500,0,9,0,133,17,0,0,0,42,0,259,0,12,153,6,0,55,274,3,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
