agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Winnsboro Public Safety,2016,South Carolina,3316,SC0200100,64,93,20,37,99,8,3,12,75,0,2,7,8,3,0,0,0,1,0,23,0,4,12,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnsboro Public Safety,2015,South Carolina,3348,SC0200100,23,66,24,22,90,12,3,11,70,2,0,7,44,7,0,0,0,0,2,21,2,4,7,0,4,8,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnsboro Public Safety,2014,South Carolina,3395,SC0200100,14,98,10,32,94,5,1,7,78,0,0,6,58,1,0,0,0,0,1,33,0,0,7,2,3,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Winnsboro Public Safety,2013,South Carolina,3428,SC0200100,18,81,8,22,91,6,2,14,80,0,4,13,70,2,0,0,0,3,0,44,0,4,8,0,4,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnsboro Public Safety,2012,South Carolina,3527,SC0200100,18,70,20,32,95,1,4,13,91,1,3,7,62,6,0,0,0,4,1,64,0,6,9,1,5,3,17,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnsboro Public Safety,2011,South Carolina,3591,SC0200100,17,55,15,25,77,0,8,14,68,0,0,5,54,4,0,0,0,3,0,38,0,12,9,3,3,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Winnsboro Public Safety,2010,South Carolina,3615,SC0200100,39,128,50,45,156,9,1,14,132,1,1,25,43,6,0,0,0,2,0,102,0,14,21,2,9,5,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnsboro Public Safety,2009,South Carolina,3562,SC0200100,48,133,32,25,150,1,5,28,129,5,4,6,54,1,0,0,0,2,1,94,0,13,19,4,8,2,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnsboro Public Safety,2008,South Carolina,3545,SC0200100,35,139,36,47,186,10,6,33,136,0,6,8,48,3,0,0,0,7,0,108,0,18,16,3,9,4,20,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnsboro Public Safety,2007,South Carolina,3637,SC0200100,17,101,35,29,125,4,6,40,137,0,4,6,50,4,0,0,0,8,0,70,0,9,18,1,10,2,23,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnsboro Public Safety,2006,South Carolina,3668,SC0200100,32,126,42,22,129,4,4,63,107,1,2,11,36,4,0,2,0,12,0,61,0,14,22,1,4,3,24,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnsboro Public Safety,2005,South Carolina,3676,SC0200100,25,142,44,24,155,8,1,66,106,1,3,7,50,4,0,1,0,8,1,61,0,24,32,3,3,4,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnsboro Public Safety,2004,South Carolina,3627,SC0200100,50,116,44,49,131,5,2,34,139,1,2,7,53,10,0,1,0,5,1,61,1,14,25,1,2,8,27,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnsboro Public Safety,2003,South Carolina,3667,SC0200100,20,119,41,34,144,5,2,32,138,3,3,8,56,5,0,2,0,4,0,70,0,11,22,0,2,7,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnsboro Public Safety,2002,South Carolina,3684,SC0200100,34,140,51,37,115,9,10,37,132,5,4,18,78,6,0,1,1,16,0,72,1,10,29,1,4,3,22,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnsboro Public Safety,2001,South Carolina,3645,SC0200100,56,63,76,32,0,9,5,27,120,0,1,28,70,9,2,2,0,0,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnsboro Public Safety,2000,South Carolina,NA,SC0200100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Winnsboro Public Safety,1999,South Carolina,3601,SC0200100,16,89,58,40,0,11,7,29,79,4,3,10,27,8,0,2,0,0,0,31,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Winnsboro Public Safety,1998,South Carolina,3588,SC0200100,28,60,35,36,0,5,4,21,48,3,2,16,30,9,0,0,0,3,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
