agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Holden Police Department,2016,Massachusetts,18829,MA0142000,10,20,8,15,33,3,0,12,24,0,1,6,3,0,1,0,0,0,0,9,1,6,2,1,9,5,11,0,0,17,0,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0
Holden Police Department,2015,Massachusetts,18771,MA0142000,10,36,3,24,42,1,0,14,39,0,5,12,6,1,1,0,0,1,0,7,1,2,3,2,6,5,10,0,0,14,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Holden Police Department,2014,Massachusetts,18208,MA0142000,8,34,5,36,30,6,0,8,37,0,5,14,2,1,2,0,1,0,0,11,0,7,7,3,4,7,12,0,0,7,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Holden Police Department,2013,Massachusetts,17775,MA0142000,8,30,6,21,27,4,0,13,46,0,1,19,5,1,2,1,0,0,0,16,0,2,4,0,8,3,6,0,2,7,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Holden Police Department,2012,Massachusetts,17562,MA0142000,5,49,4,20,55,3,1,37,46,0,3,23,3,1,0,0,1,1,0,17,0,2,3,1,3,7,15,0,1,9,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Holden Police Department,2011,Massachusetts,17452,MA0142000,18,37,5,21,40,6,0,37,52,0,1,23,4,0,0,0,0,0,0,18,0,5,4,1,6,7,20,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Holden Police Department,2010,Massachusetts,17657,MA0142000,12,46,10,18,61,6,0,44,38,0,1,20,11,0,0,1,1,0,0,22,1,3,12,2,5,4,16,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holden Police Department,2009,Massachusetts,16819,MA0142000,17,35,8,16,33,6,0,31,54,0,1,24,7,0,0,0,0,0,0,15,0,1,6,0,8,0,21,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holden Police Department,2008,Massachusetts,16695,MA0142000,7,41,9,20,51,5,0,44,49,0,0,16,2,1,0,0,0,0,0,10,0,4,6,1,2,5,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holden Police Department,2007,Massachusetts,16816,MA0142000,4,28,11,11,47,5,2,47,52,0,1,9,3,0,0,0,0,0,0,2,0,1,5,3,10,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
