agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Ellis County Sheriff's Office,2016,Kansas,4494,KS0260000,8,25,6,37,51,5,2,54,18,0,0,6,0,1,0,0,1,37,0,7,0,3,6,2,1,1,20,2,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County Sheriff's Office,2015,Kansas,4635,KS0260000,6,22,9,26,41,7,8,50,12,0,1,6,1,2,0,0,0,31,0,6,0,3,5,2,1,2,5,1,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ellis County Sheriff's Office,2014,Kansas,4722,KS0260000,8,17,10,21,33,3,8,60,12,0,0,8,0,0,0,0,0,35,0,4,2,4,3,22,6,0,8,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County Sheriff's Office,2013,Kansas,4747,KS0260000,6,25,8,19,48,5,9,47,45,0,2,9,0,0,0,1,3,40,0,8,3,6,18,3,4,1,23,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County Sheriff's Office,2012,Kansas,4739,KS0260000,4,24,6,32,49,6,1,29,37,0,1,10,0,0,0,0,1,22,0,4,2,4,6,0,5,1,11,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County Sheriff's Office,2011,Kansas,4696,KS0260000,9,27,7,23,46,2,2,91,21,0,2,3,0,0,0,0,1,28,0,3,1,1,4,0,2,0,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County Sheriff's Office,2010,Kansas,4273,KS0260000,15,20,10,22,58,3,2,61,31,0,2,5,0,1,0,0,0,20,0,7,0,6,1,2,38,4,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County Sheriff's Office,2009,Kansas,4300,KS0260000,4,19,8,13,56,2,4,77,26,0,0,2,0,0,0,0,0,16,0,7,1,6,2,3,1,1,6,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County Sheriff's Office,2008,Kansas,4306,KS0260000,6,23,7,18,77,4,5,38,34,0,2,10,0,0,0,0,0,14,0,5,1,2,5,1,0,0,6,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County Sheriff's Office,2007,Kansas,4160,KS0260000,13,22,11,33,77,4,5,42,35,0,1,4,1,0,0,0,3,26,0,6,2,2,1,6,5,2,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County Sheriff's Office,2006,Kansas,4188,KS0260000,8,19,5,24,47,3,3,22,31,5,1,3,0,1,0,0,2,16,0,4,1,4,3,4,1,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County Sheriff's Office,2005,Kansas,4228,KS0260000,6,17,3,15,44,4,1,31,23,0,2,6,0,0,0,0,0,13,1,5,0,1,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County Sheriff's Office,2004,Kansas,4308,KS0260000,6,21,5,13,44,7,4,43,47,0,0,4,1,1,0,0,0,31,0,5,0,1,2,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County Sheriff's Office,2003,Kansas,4345,KS0260000,9,20,5,18,74,9,3,42,30,0,2,1,0,1,0,1,1,33,0,3,1,4,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County Sheriff's Office,2002,Kansas,4458,KS0260000,5,26,1,17,58,7,2,54,30,0,0,6,2,0,0,0,0,38,0,4,0,7,3,2,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County Sheriff's Office,2001,Kansas,4424,KS0260000,6,15,4,11,43,3,4,31,30,0,3,7,0,0,0,0,1,20,0,6,0,2,2,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
