agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Pittsfield Township Dept of Public Safety,2016,Michigan,38704,MI8190600,90,195,40,65,112,35,27,90,97,1,16,65,249,11,0,3,5,100,0,45,29,17,19,9,97,6,116,2,11,4,1,1,0,1,0,1,0,0,0,1,1,1,3,0,0,0,0,0,0,108,1,3
Pittsfield Township Dept of Public Safety,2015,Michigan,38255,MI8190600,97,161,46,66,111,27,33,132,89,0,14,60,228,16,0,4,5,110,0,22,26,13,18,4,78,18,95,1,7,76,1,0,0,2,0,1,1,0,0,2,1,1,3,0,0,0,1,0,0,4,0,0
Pittsfield Township Dept of Public Safety,2014,Michigan,36722,MI8190600,115,150,42,66,130,48,55,148,80,3,15,70,320,14,3,2,8,145,0,28,19,17,21,2,105,19,94,0,15,64,1,3,0,5,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
Pittsfield Township Dept of Public Safety,2013,Michigan,36091,MI8190600,99,157,37,84,136,47,35,166,94,2,13,71,326,17,2,3,2,132,1,27,22,20,25,2,92,18,74,1,17,37,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
Pittsfield Township Dept of Public Safety,2012,Michigan,35020,MI8190600,139,237,27,172,183,64,68,144,111,0,10,86,323,22,1,2,2,118,0,46,25,10,32,2,93,18,72,1,10,41,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pittsfield Township Dept of Public Safety,2011,Michigan,34637,MI8190600,129,291,43,138,221,66,79,94,141,14,14,101,362,21,0,2,2,49,1,43,26,12,30,4,69,8,93,4,7,30,0,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
Pittsfield Township Dept of Public Safety,2010,Michigan,34681,MI8190600,186,279,40,172,199,96,64,71,136,12,19,90,343,21,3,2,4,18,0,42,21,8,15,1,77,9,62,3,14,34,0,2,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Pittsfield Township Dept of Public Safety,2009,Michigan,34699,MI8190600,248,238,33,205,228,76,59,46,145,5,19,93,373,13,2,1,2,1,1,34,30,4,24,4,74,8,76,3,4,20,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Pittsfield Township Dept of Public Safety,2008,Michigan,35064,MI8190600,226,210,37,221,257,85,71,45,172,1,10,85,285,34,1,4,3,0,1,49,28,6,10,2,67,6,89,0,7,23,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
Pittsfield Township Dept of Public Safety,2007,Michigan,34615,MI8190600,156,225,29,155,155,96,48,66,139,6,5,113,259,19,6,3,0,0,0,30,34,5,29,3,77,13,62,0,3,28,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
