agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Isle of Palms Police Department,2016,South Carolina,4419,SC0100500,24,17,0,30,21,7,2,29,56,0,0,9,1,0,0,0,0,12,0,0,0,2,2,0,11,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isle of Palms Police Department,2015,South Carolina,4364,SC0100500,14,15,3,18,29,4,0,28,78,0,1,0,1,0,0,0,0,14,1,2,0,2,1,0,12,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isle of Palms Police Department,2014,South Carolina,4333,SC0100500,13,28,2,29,24,18,3,35,82,0,1,0,0,0,0,0,0,22,0,3,0,3,2,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Isle of Palms Police Department,2013,South Carolina,4283,SC0100500,40,30,2,28,35,5,3,24,64,0,0,0,0,0,0,0,0,9,0,1,0,0,3,0,9,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isle of Palms Police Department,2012,South Carolina,4265,SC0100500,30,24,4,33,28,6,5,20,92,0,0,0,2,1,0,0,0,1,0,3,0,0,0,1,5,1,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Isle of Palms Police Department,2011,South Carolina,4181,SC0100500,43,26,3,40,49,4,0,22,89,0,1,2,5,1,0,0,0,0,0,0,1,1,4,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Isle of Palms Police Department,2010,South Carolina,4736,SC0100500,10,27,3,52,55,4,1,25,96,0,2,0,2,0,0,0,0,0,0,5,0,1,6,0,7,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Isle of Palms Police Department,2009,South Carolina,4690,SC0100500,17,44,4,58,33,5,3,15,126,0,2,0,6,1,0,0,0,0,0,1,0,0,3,0,6,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isle of Palms Police Department,2008,South Carolina,4686,SC0100500,21,28,5,78,48,16,2,22,89,0,0,1,2,1,0,0,0,0,0,11,0,1,5,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isle of Palms Police Department,2007,South Carolina,4653,SC0100500,50,26,2,26,74,11,5,65,121,1,2,1,7,0,0,0,0,0,0,6,0,2,3,0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
