agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Maryville Police Department,2016,Tennessee,28661,TN0050200,101,165,32,108,149,28,19,70,71,0,5,136,249,8,0,0,0,53,0,11,26,4,42,3,40,0,106,0,6,13,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryville Police Department,2015,Tennessee,28541,TN0050200,85,139,33,92,122,20,14,71,53,0,1,111,214,9,0,1,0,55,1,11,18,7,34,0,50,0,57,0,8,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryville Police Department,2014,Tennessee,28116,TN0050200,73,154,24,80,150,30,24,62,55,1,6,113,306,3,0,0,0,55,0,16,20,7,41,2,39,0,55,0,8,5,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryville Police Department,2013,Tennessee,28009,TN0050200,81,137,32,145,105,21,21,36,53,0,8,134,287,8,0,1,2,43,0,6,15,10,33,1,30,0,40,1,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryville Police Department,2012,Tennessee,27874,TN0050200,118,187,27,190,139,25,40,81,120,2,10,172,201,13,0,0,3,88,0,17,17,6,50,1,43,0,63,0,9,12,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryville Police Department,2011,Tennessee,27713,TN0050200,139,197,32,152,156,39,65,72,94,0,10,183,200,22,0,1,2,67,0,12,12,5,47,2,51,0,61,0,11,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryville Police Department,2010,Tennessee,27638,TN0050200,155,214,30,138,138,34,70,63,85,1,5,180,286,19,0,0,0,43,2,9,29,5,55,0,45,0,57,1,8,9,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryville Police Department,2009,Tennessee,27641,TN0050200,108,208,29,125,139,32,53,99,65,4,2,125,231,12,0,1,0,52,0,8,27,11,67,3,56,0,69,2,11,7,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryville Police Department,2008,Tennessee,27259,TN0050200,84,185,27,179,144,41,42,106,108,2,6,140,177,14,0,2,1,45,0,16,42,10,60,2,54,0,47,1,9,10,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Maryville Police Department,2007,Tennessee,26941,TN0050200,100,190,33,112,198,36,40,74,106,5,7,129,135,14,1,0,2,31,0,16,37,9,65,1,52,0,42,2,7,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
