agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Manchester Police Dept.,2016,Vermont,4310,VT0020400,1,13,6,19,22,0,0,4,46,0,0,0,18,0,0,0,0,0,0,2,4,0,1,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Manchester Police Dept.,2015,Vermont,NA,VT0020400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manchester Police Dept.,2014,Vermont,4335,VT0020400,7,11,1,19,27,0,0,1,43,0,1,0,5,0,0,1,0,0,0,1,2,0,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Police Dept.,2013,Vermont,NA,VT0020400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manchester Police Dept.,2012,Vermont,4368,VT0020400,10,8,6,18,19,3,6,12,23,0,1,14,7,1,0,0,0,0,0,2,0,1,0,0,2,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Police Dept.,2011,Vermont,4396,VT0020400,12,10,4,32,32,3,1,15,20,0,1,14,10,0,0,0,0,0,0,5,1,1,2,0,0,2,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Police Dept.,2010,Vermont,4293,VT0020400,36,12,2,24,41,3,0,11,29,0,0,21,14,1,0,1,0,1,0,4,1,1,2,1,6,2,26,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Police Dept.,2009,Vermont,4279,VT0020400,17,16,1,13,35,3,2,11,25,0,0,19,18,1,0,0,0,2,0,9,0,0,0,0,5,0,28,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Police Dept.,2008,Vermont,4293,VT0020400,16,26,6,20,37,2,4,8,23,0,0,30,9,0,0,0,0,0,0,6,0,0,2,0,2,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Police Dept.,2007,Vermont,4366,VT0020400,29,18,2,20,57,7,0,4,29,0,0,31,17,0,1,2,1,0,0,4,2,0,4,0,1,2,35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Police Dept.,2006,Vermont,4365,VT0020400,18,16,4,24,70,5,1,2,26,0,2,20,11,1,0,0,0,1,0,5,1,1,3,0,4,0,42,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Police Dept.,2005,Vermont,4961,VT0020400,12,15,2,24,57,2,1,12,28,0,0,19,6,0,0,2,0,0,0,7,1,1,6,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Police Dept.,2004,Vermont,4982,VT0020400,27,24,1,37,36,8,1,9,29,1,1,29,10,0,0,1,1,0,0,6,1,0,1,0,4,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Police Dept.,2003,Vermont,4974,VT0020400,13,17,0,24,28,5,2,12,26,0,2,20,16,0,0,1,0,0,0,3,1,1,1,0,1,3,21,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Police Dept.,2002,Vermont,4843,VT0020400,20,26,4,16,55,5,0,8,25,0,2,26,22,2,1,0,0,0,0,7,4,1,2,0,4,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Police Dept.,2001,Vermont,4815,VT0020400,31,23,3,28,76,0,2,15,37,1,0,37,28,2,3,2,0,0,0,5,1,0,1,0,0,1,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Police Dept.,2000,Vermont,0,VT0020400,36,16,5,16,131,1,1,16,34,1,1,35,22,0,0,4,0,0,0,6,3,0,4,0,1,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Police Dept.,1999,Vermont,4285,VT0020400,37,16,3,25,93,2,0,12,38,0,0,37,30,0,1,0,0,0,0,4,2,0,3,0,1,6,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Police Dept.,1998,Vermont,4262,VT0020400,29,27,11,25,93,4,2,6,37,0,1,48,37,0,1,1,0,0,0,16,3,5,2,2,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
