agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Harrison County Sheriff's Office,2016,Kentucky,12313,KY0490000,4,8,1,54,16,9,1,8,40,0,0,1,1,1,0,0,0,5,0,7,7,0,4,0,6,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Harrison County Sheriff's Office,2015,Kentucky,12167,KY0490000,3,13,1,63,19,10,0,6,50,0,0,1,0,2,0,0,0,6,0,12,4,2,10,0,6,2,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison County Sheriff's Office,2014,Kentucky,12134,KY0490000,1,5,1,76,22,9,1,1,101,0,0,0,0,1,0,0,0,1,0,10,0,3,5,1,6,1,3,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Harrison County Sheriff's Office,2013,Kentucky,12269,KY0490000,3,13,4,87,25,5,4,1,85,0,0,3,1,0,0,0,1,1,0,12,10,1,7,0,10,10,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison County Sheriff's Office,2012,Kentucky,12429,KY0490000,6,20,3,90,26,11,0,1,79,0,0,7,0,3,1,0,0,1,0,17,7,3,6,0,8,4,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison County Sheriff's Office,2011,Kentucky,12530,KY0490000,5,21,5,90,28,8,8,1,103,0,0,7,0,0,0,0,0,0,0,19,4,0,9,0,10,6,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison County Sheriff's Office,2010,Kentucky,12575,KY0490000,10,28,3,106,40,5,11,2,111,0,0,11,1,6,0,0,0,3,0,15,2,0,16,0,8,9,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Harrison County Sheriff's Office,2009,Kentucky,12478,KY0490000,15,21,3,102,38,19,3,2,72,0,1,11,0,4,0,1,0,0,0,17,0,0,10,1,5,5,3,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
