agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Knox County Sheriff's Office,2016,Tennessee,268450,TN0470000,853,1407,502,1008,887,437,201,598,634,3,21,763,750,75,0,2,12,547,7,628,73,107,76,26,157,62,277,2,44,83,9,6,0,36,0,2,1,2,8,0,3,0,14,0,0,0,18,0,0,54,17,0
Knox County Sheriff's Office,2015,Tennessee,267044,TN0470000,1224,1433,431,1225,833,437,250,449,912,2,13,1029,713,71,2,1,8,388,0,590,67,84,53,26,87,44,223,3,29,94,0,4,0,32,0,4,0,0,8,0,5,0,18,0,2,0,28,0,0,1,0,0
Knox County Sheriff's Office,2014,Tennessee,264396,TN0470000,1210,1391,350,1335,841,398,234,415,1304,6,23,504,632,67,1,4,11,307,6,374,57,68,49,23,50,24,191,2,19,59,5,0,0,38,0,0,0,0,7,0,6,0,11,0,2,0,28,0,0,0,0,0
Knox County Sheriff's Office,2013,Tennessee,261228,TN0470000,1105,1436,321,1340,952,312,250,367,1308,6,17,537,569,79,4,4,3,302,2,445,56,44,31,32,60,17,108,1,26,69,6,2,0,26,0,0,0,0,7,1,5,0,9,0,0,0,97,0,0,0,0,0
Knox County Sheriff's Office,2012,Tennessee,258284,TN0470000,1217,1623,353,1317,983,436,378,308,1057,11,28,840,460,87,6,4,11,304,4,444,62,36,37,21,52,20,120,1,36,86,7,2,0,20,0,0,0,0,8,0,4,0,14,0,1,0,0,0,0,0,0,0
Knox County Sheriff's Office,2011,Tennessee,255637,TN0470000,1173,1733,410,1478,1066,373,481,367,1167,13,24,885,345,124,8,2,23,415,8,445,67,56,54,35,44,19,144,5,33,76,0,3,1,10,0,1,0,2,15,0,10,0,13,0,1,0,0,0,0,0,0,0
Knox County Sheriff's Office,2010,Tennessee,254748,TN0470000,1227,1651,406,1906,1000,388,458,276,1034,22,27,736,382,135,15,5,4,322,8,483,68,28,101,23,81,21,145,3,24,70,0,6,0,3,0,1,0,0,9,1,6,0,8,0,2,0,0,0,0,0,0,0
Knox County Sheriff's Office,2009,Tennessee,251067,TN0470000,1192,1540,364,1924,870,339,466,239,769,20,19,523,317,155,8,7,3,276,4,482,87,29,137,33,85,24,177,3,32,92,0,9,0,5,0,1,0,1,14,1,9,0,12,2,0,0,0,0,0,0,0,0
Knox County Sheriff's Office,2008,Tennessee,244494,TN0470000,1092,1514,344,1747,1029,413,573,244,1049,13,27,555,280,122,4,11,5,294,7,478,118,33,124,30,91,24,201,3,39,72,1,4,1,4,0,0,0,6,6,1,10,0,14,1,0,0,0,0,0,0,0,0
Knox County Sheriff's Office,2007,Tennessee,237536,TN0470000,1128,1506,331,1550,1182,514,498,283,1347,26,23,599,261,108,12,9,4,316,3,659,102,27,159,26,124,36,273,6,40,79,0,0,1,0,0,1,0,0,12,0,10,0,11,0,0,0,0,0,0,0,0,0
Knox County Sheriff's Office,2006,Tennessee,227702,TN0470000,851,1481,334,1436,1388,437,476,428,1102,37,23,611,237,84,14,5,3,285,10,733,112,25,194,40,143,32,312,4,22,64,1,1,1,7,0,1,1,4,11,0,4,0,13,6,0,0,0,0,0,0,0,0
Knox County Sheriff's Office,2005,Tennessee,224275,TN0470000,727,1556,385,1609,1606,437,533,480,1164,21,19,733,311,67,9,2,4,223,5,955,95,37,258,36,165,63,231,4,41,52,1,0,0,8,0,1,0,6,4,0,12,3,7,0,0,0,0,0,0,0,0,0
