agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Pleasant Hill Police Department,2016,Iowa,9415,IA0771400,22,53,21,77,41,21,4,78,50,0,3,13,15,1,37,0,0,68,0,21,0,1,13,0,19,5,11,1,6,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,2015,Iowa,9246,IA0771400,20,25,10,47,39,6,0,54,87,1,1,7,10,3,0,0,0,46,0,12,0,1,17,1,9,7,3,0,4,6,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,2014,Iowa,9149,IA0771400,10,22,9,24,27,6,2,2,33,0,2,6,16,0,0,0,0,10,0,11,0,2,10,1,3,1,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,2013,Iowa,9072,IA0771400,9,13,5,37,35,8,3,1,40,0,1,7,8,0,0,0,0,8,0,3,0,1,6,1,11,3,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,2012,Iowa,8960,IA0771400,7,29,12,59,33,11,3,34,60,1,0,11,12,2,2,1,0,29,0,17,0,1,5,3,4,2,5,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,2011,Iowa,8831,IA0771400,13,30,12,80,33,17,3,46,57,0,0,12,5,1,1,0,0,41,0,16,0,1,3,0,16,2,4,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,2010,Iowa,8922,IA0771400,16,34,11,74,43,14,2,52,36,2,1,11,8,0,1,3,0,42,0,9,0,3,4,3,9,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,2009,Iowa,8873,IA0771400,15,25,13,63,27,12,1,45,37,2,3,4,10,2,1,2,0,37,0,6,0,2,4,0,6,2,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,2008,Iowa,8292,IA0771400,16,21,8,37,34,11,3,32,38,0,1,6,5,0,0,0,0,35,0,4,0,0,4,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,2007,Iowa,7458,IA0771400,14,26,9,45,32,8,2,38,46,1,0,12,7,2,0,1,0,38,0,6,0,0,15,1,3,2,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,2006,Iowa,6262,IA0771400,17,23,13,68,60,12,1,42,58,0,1,9,7,0,0,1,1,43,0,2,0,2,8,3,2,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,2005,Iowa,6015,IA0771400,15,19,8,55,38,7,3,20,49,0,0,9,5,1,0,0,0,21,0,8,1,0,16,1,2,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,2004,Iowa,5772,IA0771400,11,18,4,55,52,5,3,35,49,1,1,5,8,1,0,1,0,30,0,2,1,0,8,2,7,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,2003,Iowa,5571,IA0771400,9,18,16,62,58,8,2,35,41,1,2,4,26,4,0,0,0,39,0,2,0,3,6,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,2002,Iowa,5088,IA0771400,4,3,4,13,8,3,1,24,20,0,1,2,2,0,0,0,0,17,0,6,0,1,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,2001,Iowa,5065,IA0771400,34,23,10,22,46,6,2,49,65,0,0,7,15,2,0,0,0,42,0,10,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,2000,Iowa,0,IA0771400,26,22,6,63,60,4,0,60,81,0,0,0,6,0,0,0,0,45,0,32,0,3,15,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,1999,Iowa,4880,IA0771400,26,7,5,27,31,9,5,22,40,0,1,12,3,0,0,1,0,28,0,7,0,1,7,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,1998,Iowa,4617,IA0771400,17,18,7,21,57,14,17,30,45,0,1,1,6,0,0,0,0,40,1,0,0,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,1997,Iowa,3939,IA0771400,25,22,3,32,42,13,24,33,60,1,0,2,7,1,1,0,0,50,0,1,0,8,9,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,1996,Iowa,3939,IA0771400,8,17,4,37,44,10,17,56,47,0,1,6,7,0,0,0,0,92,0,1,0,9,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,1995,Iowa,3926,IA0771400,15,17,6,28,50,7,16,51,46,1,0,3,4,0,0,0,1,33,0,5,0,10,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,1994,Iowa,4137,IA0771400,15,19,2,25,70,9,8,22,55,0,0,1,3,1,1,0,0,9,0,19,1,5,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,1993,Iowa,4116,IA0771400,17,10,2,30,56,4,21,0,26,0,0,4,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleasant Hill Police Department,1992,Iowa,3717,IA0771400,11,24,1,8,50,3,17,0,44,2,0,2,2,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
