agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Missouri City Police Department,2010,Texas,77181,TX0790100,306,282,83,310,675,75,94,188,242,0,13,52,146,42,1,3,0,6,5,14,27,20,61,3,180,2,3,3,1,138,0,1,1,0,0,0,0,0,1,0,0,0,14,0,1,0,0,0,0,0,0,0
Missouri City Police Department,2009,Texas,77543,TX0790100,405,343,55,352,924,69,92,101,220,2,16,42,147,47,3,2,0,12,1,22,35,17,50,10,133,0,5,5,3,162,0,3,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0
Missouri City Police Department,2008,Texas,77075,TX0790100,313,352,70,311,857,102,83,125,255,2,19,65,130,59,2,2,2,8,3,17,33,22,45,14,149,2,6,3,0,161,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
Missouri City Police Department,2007,Texas,77166,TX0790100,289,348,69,283,699,83,27,162,241,1,8,61,168,65,1,1,1,17,0,9,27,38,65,7,125,1,15,6,3,155,0,1,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0
Missouri City Police Department,2006,Texas,71923,TX0790100,237,387,62,290,769,126,37,133,367,5,11,11,95,59,1,4,0,5,1,16,13,48,42,29,93,1,8,5,3,197,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0
Missouri City Police Department,2005,Texas,67682,TX0790100,247,381,72,316,774,123,78,112,359,1,15,17,148,76,3,13,0,9,2,14,29,23,52,8,60,0,7,3,4,163,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri City Police Department,2004,Texas,63621,TX0790100,194,337,48,413,818,112,82,88,358,10,16,10,114,62,0,4,0,10,0,13,33,27,78,10,33,2,14,3,0,119,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Missouri City Police Department,2003,Texas,60106,TX0790100,186,322,58,324,689,110,101,117,374,5,21,10,180,63,1,7,0,11,1,18,10,28,159,22,28,0,9,8,1,6,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Missouri City Police Department,2002,Texas,55268,TX0790100,264,338,60,318,747,128,90,87,368,6,15,16,156,61,1,6,0,4,3,23,27,21,197,15,2,1,1,2,2,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Missouri City Police Department,2001,Texas,54114,TX0790100,198,304,57,332,653,128,64,113,423,10,13,9,121,60,5,1,0,5,4,18,18,20,155,11,0,2,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri City Police Department,2000,Texas,0,TX0790100,196,265,47,323,489,93,28,138,443,0,9,5,100,29,6,1,0,6,1,18,13,27,85,16,27,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Missouri City Police Department,1999,Texas,63269,TX0790100,246,261,38,254,469,70,28,74,421,3,10,8,97,38,0,2,1,4,0,19,8,14,56,11,16,0,1,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
