agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Arenac County Sheriff's Office,2016,Michigan,12843,MI0610600,2,93,12,36,47,10,1,87,39,0,11,7,10,0,0,0,2,0,1,6,4,14,2,2,6,4,4,0,5,5,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,2015,Michigan,12925,MI0610600,4,82,13,48,36,6,5,94,36,0,9,4,29,1,0,1,2,1,0,4,1,3,3,2,1,2,11,0,10,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,2014,Michigan,13070,MI0610600,5,73,16,52,38,7,2,94,35,1,2,9,9,0,0,0,0,0,0,5,1,9,3,2,3,5,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,2013,Michigan,13041,MI0610600,10,74,12,38,23,7,2,78,35,0,3,9,5,0,0,0,1,1,0,2,1,4,1,1,1,2,6,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,2012,Michigan,13297,MI0610600,25,101,12,71,49,12,1,62,66,2,3,12,10,1,0,0,1,0,0,7,0,3,5,3,4,13,5,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,2011,Michigan,13491,MI0610600,8,69,10,60,35,5,1,46,33,1,8,4,1,1,0,0,1,1,0,7,1,7,4,2,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,2010,Michigan,12149,MI0610600,10,61,21,46,40,4,3,29,36,0,0,1,8,1,0,1,2,0,0,2,0,11,2,2,5,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,2009,Michigan,12275,MI0610600,12,62,15,49,33,9,1,31,60,0,3,13,10,1,1,1,2,0,0,9,2,7,1,0,1,3,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,2008,Michigan,14447,MI0610600,11,73,15,56,51,5,6,19,75,1,5,24,12,1,1,0,3,0,0,11,2,4,5,1,6,7,3,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,2007,Michigan,14911,MI0610600,12,86,17,84,58,14,0,18,77,0,4,17,6,0,1,0,1,0,0,13,1,9,14,4,9,3,6,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,2006,Michigan,17111,MI0610600,25,89,16,79,75,18,0,43,78,0,9,23,1,2,0,0,1,0,0,14,5,4,5,2,2,6,8,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,2005,Michigan,17335,MI0610600,28,83,14,58,74,12,2,37,56,3,6,15,8,1,0,0,0,0,0,10,3,3,2,0,2,4,4,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,2004,Michigan,17365,MI0610600,27,103,14,66,92,14,4,31,66,0,9,20,11,0,1,0,1,0,1,15,0,4,2,0,4,2,2,0,10,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,2003,Michigan,17236,MI0610600,59,92,17,76,67,14,1,29,61,2,10,20,14,0,1,1,2,0,0,17,1,5,8,2,2,5,3,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,2002,Michigan,17464,MI0610600,19,86,20,87,82,18,3,37,71,2,9,17,5,0,0,0,2,0,1,15,2,11,5,0,0,5,2,0,7,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,2001,Michigan,17360,MI0610600,49,94,19,108,130,12,5,38,73,1,4,15,5,0,0,1,3,1,0,18,3,10,6,1,1,6,3,2,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,2000,Michigan,0,MI0610600,31,92,17,96,102,12,2,64,85,1,8,23,9,1,0,1,5,0,0,26,4,14,4,1,2,9,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,1999,Michigan,16491,MI0610600,50,108,11,66,103,8,2,63,93,2,3,32,17,1,3,2,2,1,0,10,1,15,3,2,2,11,3,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,1998,Michigan,16483,MI0610600,49,90,24,93,122,14,10,33,86,0,9,25,12,1,2,1,2,0,0,9,2,10,8,4,1,14,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,1997,Michigan,16420,MI0610600,47,61,24,114,154,15,8,19,57,0,9,30,14,3,0,0,1,1,1,10,1,10,3,1,1,9,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,1996,Michigan,16118,MI0610600,47,83,24,116,188,24,10,28,73,1,7,43,16,3,0,1,3,3,0,6,1,15,2,4,3,1,3,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
Arenac County Sheriff's Office,1995,Michigan,16043,MI0610600,31,76,16,100,144,14,10,22,53,1,7,30,10,1,15,0,1,0,0,12,2,11,1,4,1,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
