agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Lewis County Sheriff's Office,2016,Tennessee,8145,TN0510000,11,50,21,59,56,14,2,10,71,0,1,2,1,0,0,0,0,4,0,5,0,3,1,0,6,1,8,3,1,3,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Lewis County Sheriff's Office,2015,Tennessee,8186,TN0510000,10,33,23,48,51,11,3,19,106,0,1,3,1,1,0,0,1,11,1,8,0,1,1,5,7,0,1,3,3,2,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Lewis County Sheriff's Office,2014,Tennessee,8256,TN0510000,10,32,21,36,55,8,3,27,92,0,1,9,0,0,1,0,0,14,0,3,0,1,7,0,6,0,10,0,1,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Lewis County Sheriff's Office,2013,Tennessee,8166,TN0510000,3,64,20,39,56,10,2,19,37,0,4,30,0,2,1,0,2,9,2,15,0,1,5,3,6,0,5,1,6,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Lewis County Sheriff's Office,2012,Tennessee,8460,TN0510000,23,47,14,37,92,15,1,21,62,0,3,41,0,0,0,0,1,15,0,32,0,2,0,2,2,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis County Sheriff's Office,2011,Tennessee,8480,TN0510000,26,73,19,55,69,16,3,41,46,0,2,41,0,1,0,0,0,20,0,36,0,1,4,0,2,0,3,3,5,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis County Sheriff's Office,2010,Tennessee,7700,TN0510000,15,74,17,56,39,11,5,51,47,0,5,33,1,0,2,0,2,24,0,29,0,2,1,3,3,0,2,1,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis County Sheriff's Office,2009,Tennessee,7818,TN0510000,17,59,17,48,17,11,2,18,34,0,5,29,0,0,0,0,0,12,2,17,0,4,3,0,2,0,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis County Sheriff's Office,2008,Tennessee,7791,TN0510000,11,76,23,66,36,10,14,6,49,0,2,27,1,1,0,0,0,5,1,19,0,2,5,3,3,2,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lewis County Sheriff's Office,2007,Tennessee,7914,TN0510000,9,55,24,55,24,15,11,25,44,0,3,25,0,0,0,0,1,17,0,11,0,6,5,5,1,0,3,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
