agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
Richmond Police Department,2016,Virginia,222430,VA1220000,1946,3380,583,1438,3320,1110,395,1550,1273,1,51,1093,965,543,6,19,40,78,66,228,71,827,410,54,309,31,323,77,81,181,0,47,0,63,1,10,1,0,10,0,6,0,58,0,3,0,0,0,0,0,0,0
Richmond Police Department,2015,Virginia,220802,VA1220000,1913,3796,523,1626,3695,891,460,2018,1562,4,39,1356,983,509,17,22,27,91,48,268,77,864,487,54,411,45,273,65,102,191,8,41,0,82,2,4,0,1,2,3,5,1,74,1,4,0,0,0,0,0,0,0
Richmond Police Department,2014,Virginia,216747,VA1220000,1568,3657,572,1715,3442,787,450,2060,1706,4,29,1366,980,592,13,25,20,89,44,238,84,721,377,45,371,49,294,69,72,204,5,45,0,70,0,10,0,0,5,1,4,0,57,2,2,0,0,0,0,0,0,0
Richmond Police Department,2013,Virginia,212830,VA1220000,1553,3730,598,1857,3399,969,464,2188,1690,3,37,1388,943,649,20,35,9,91,41,315,92,705,285,52,356,62,367,67,59,209,3,24,1,73,0,7,1,0,6,1,9,0,58,2,2,0,0,0,0,0,0,0
Richmond Police Department,2012,Virginia,207799,VA1220000,1577,3969,615,2024,3839,972,642,2298,1731,10,44,1453,822,650,17,22,10,63,47,304,84,737,316,52,320,50,263,69,51,275,5,18,0,105,0,2,1,3,4,1,1,2,48,1,2,0,0,0,0,0,0,0
Richmond Police Department,2011,Virginia,206654,VA1220000,1534,3977,646,1918,3772,944,534,2113,1653,4,48,1428,759,700,13,30,17,82,38,294,87,666,337,58,322,61,282,71,55,253,1,24,0,72,6,1,1,0,1,2,6,0,39,0,4,0,0,0,0,0,0,0
Richmond Police Department,2010,Virginia,205883,VA1220000,1643,4269,670,1790,3779,914,727,2373,1427,7,46,1347,850,761,7,26,18,128,45,355,65,686,419,44,251,54,328,86,87,248,7,26,1,136,1,7,2,0,7,1,1,1,30,0,3,0,0,0,0,0,0,0
Richmond Police Department,2009,Virginia,203233,VA1220000,1858,4225,699,1599,3948,1022,827,2433,1214,6,47,1170,841,871,19,37,19,223,40,328,92,737,372,74,270,50,388,73,74,241,13,3,1,159,0,6,0,0,9,3,6,0,16,0,3,0,0,0,0,0,0,0
Richmond Police Department,2008,Virginia,199674,VA1220000,1440,4097,671,1768,4399,1046,894,2520,1147,15,54,1020,823,794,15,45,15,195,34,350,128,843,366,53,213,38,274,75,80,174,4,1,0,88,0,5,1,1,3,5,8,2,15,4,1,0,0,0,0,0,0,0
Richmond Police Department,2007,Virginia,191785,VA1220000,1664,4258,733,1900,5312,1317,836,2669,1638,24,60,953,738,992,8,39,24,131,56,409,137,773,313,49,226,14,220,102,68,169,5,1,0,55,1,7,1,0,5,0,9,0,8,1,0,0,0,0,0,0,0,0
