agency,year,state,population,ORI,theft_from_motor_vehicle,simple_assault,aggravated_assault,burglary_breaking_and_entering,destruction_damage_vandalism_of_property,motor_vehicle_theft,theft_of_motor_vehicle_parts_accessories,drug_narcotic_violations,all_other_larceny,theft_from_coin_operated_machine_or_device,rape,theft_from_building,shoplifting,robbery,pocket_picking,purse_snatching,sodomy,drug_equipment_violations,murder_nonnegligent_manslaughter,intimidation,embezzlement,weapon_law_violations,counterfeiting_forgery,arson,credit_card_automatic_teller_machine_fraud,stolen_property_offenses,false_pretenses_swindle_confidence_game,kidnaping_abduction,fondling_child_molest,impersonation,assisting_or_promoting_prostitution,pornography_obscene_material,incest,prostitution,operating_promoting_assisting_gambling,extortion_blackmail,betting_wagering,gambling_equipment_violations,statutory_rape,negligent_manslaughter,sexual_assault_with_an_object,welfare_fraud,wire_fraud,bribery,justifiable_homicide,sports_tampering,purchasing_prostitution,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,identity_theft,animal_cruelty,hacking_computer_invasion
State Police Clay,2016,West Virginia,0,WVWSP0800,11,67,19,48,27,22,2,18,42,0,2,0,3,1,0,0,0,0,1,2,0,2,6,1,1,8,6,2,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
State Police Clay,2015,West Virginia,0,WVWSP0800,11,42,9,25,8,15,1,28,31,0,4,0,3,5,0,0,1,0,1,6,1,2,2,1,1,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Clay,2014,West Virginia,0,WVWSP0800,6,27,6,19,17,8,0,38,36,0,0,0,4,1,0,0,1,2,0,6,0,2,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Clay,2013,West Virginia,0,WVWSP0800,3,22,12,26,11,4,1,43,22,1,2,0,3,1,0,0,1,2,1,3,0,4,1,2,3,5,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
State Police Clay,2012,West Virginia,0,WVWSP0800,6,30,9,23,15,9,6,37,19,0,0,0,4,1,0,0,0,2,1,7,0,6,0,0,2,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Clay,2011,West Virginia,0,WVWSP0800,3,21,8,15,16,6,7,56,16,0,2,0,1,1,0,0,1,6,1,1,0,1,1,0,1,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
State Police Clay,2010,West Virginia,0,WVWSP0800,2,32,8,21,19,8,2,34,19,0,3,0,0,1,0,0,0,0,0,3,0,3,4,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
State Police Clay,2009,West Virginia,0,WVWSP0800,3,37,10,35,21,12,9,13,21,2,0,0,1,0,1,0,0,1,0,6,0,3,3,3,0,2,5,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
State Police Clay,2008,West Virginia,0,WVWSP0800,3,28,12,32,26,15,12,13,18,0,3,0,1,0,1,0,0,0,0,10,0,2,2,2,1,1,2,0,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
State Police Clay,2007,West Virginia,0,WVWSP0800,5,42,7,31,23,12,8,21,34,0,2,1,2,1,0,0,0,1,0,5,0,2,52,4,4,0,6,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
State Police Clay,2006,West Virginia,0,WVWSP0800,8,30,13,28,31,14,6,30,28,0,0,4,2,0,0,0,0,2,0,4,0,3,10,1,1,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
State Police Clay,2005,West Virginia,0,WVWSP0800,4,49,7,34,33,7,6,36,33,0,1,0,1,1,0,0,0,0,2,8,0,5,4,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
