agency,year,state,population,ORI,number_of_months_reported,female_employees_civilians,female_employees_officers,female_employees_total,male_employees_civilians,male_employees_officers,male_employees_total,total_employees_civilians,total_employees_officers,total_employees_total,officers_killed_by_accident,officers_killed_by_felony,assaults_with_injury_gun,assaults_with_injury_knife,assaults_with_injury_oth_weap,assaults_with_injury_total,assaults_with_injury_unarmed,assaults_no_injury_gun,assaults_no_injury_knife,assaults_no_injury_oth_weap,assaults_no_injury_total,assaults_no_injury_unarmed,ambush_assault_gun,ambush_assault_knife,ambush_assault_oth_weap,ambush_assault_unarmed,ambush_total_assaults,burglary_assault_gun,burglary_assault_knife,burglary_assault_oth_weap,burglary_assault_unarmed,burglary_total_assaults,deranged_assault_gun,deranged_assault_knife,deranged_assault_oth_weap,deranged_assault_unarmed,deranged_total_assaults,disturbance_assault_gun,disturbance_assault_knife,disturbance_assault_oth_weap,disturbance_assault_unarmed,disturbance_total_assaults,oth_arrest_assault_gun,oth_arrest_assault_knife,oth_arrest_assault_oth_weap,oth_arrest_assault_unarmed,oth_arrest_total_assaults,prisoner_assault_gun,prisoner_assault_knife,prisoner_assault_oth_weap,prisoner_assault_unarmed,prisoner_total_assaults,riot_assault_gun,riot_assault_knife,riot_assault_oth_weap,riot_assault_unarmed,riot_total_assaults,robbery_assault_gun,robbery_assault_knife,robbery_assault_oth_weap,robbery_assault_unarmed,robbery_total_assaults,susp_pers_assault_gun,susp_pers_assault_knife,susp_pers_assault_oth_weap,susp_pers_assault_unarmed,susp_pers_total_assaults,traffic_assault_gun,traffic_assault_knife,traffic_assault_oth_weap,traffic_assault_unarmed,traffic_total_assaults,all_other_assault_gun,all_other_assault_knife,all_other_assault_oth_weap,all_other_assault_unarmed,total_assault_gun,total_assault_knife,total_assault_oth_weap,total_assault_unarmed,total_assaults_total
Indianapolis Police,2016-12-01,Indiana,866351,INIPD00,12,135,211,346,59,1401,1460,194,1612,1806,0,0,0,0,0,11,11,2,0,4,32,26,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,7,7,0,0,2,8,10,0,0,0,2,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,9,2,0,4,37,43
Indianapolis Police,2016-11-01,Indiana,866351,INIPD00,12,135,211,346,59,1401,1460,194,1612,1806,0,0,0,0,1,14,13,0,0,8,40,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,11,12,0,0,1,7,8,0,0,3,10,13,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,0,0,1,0,1,0,0,3,11,0,0,9,45,54
Indianapolis Police,2016-10-01,Indiana,866351,INIPD00,12,135,211,346,59,1401,1460,194,1612,1806,0,0,1,0,1,17,15,0,1,5,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,7,8,0,0,1,7,8,0,0,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,0,0,1,0,1,1,0,2,6,1,1,6,39,47
Indianapolis Police,2016-09-01,Indiana,866351,INIPD00,12,135,211,346,59,1401,1460,194,1612,1806,0,0,0,0,0,9,9,0,1,2,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,12,12,0,0,1,9,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,7,0,1,2,36,39
Indianapolis Police,2016-08-01,Indiana,866351,INIPD00,12,135,211,346,59,1401,1460,194,1612,1806,0,0,0,0,5,15,10,3,0,3,42,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,7,12,1,0,1,8,10,0,0,0,7,7,0,0,0,1,1,0,0,0,4,4,0,0,0,3,3,0,0,0,3,3,2,0,2,12,3,0,8,46,57
Indianapolis Police,2016-07-01,Indiana,866351,INIPD00,12,135,211,346,59,1401,1460,194,1612,1806,0,0,1,0,0,13,12,0,1,0,33,32,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,9,10,0,0,0,5,5,0,0,0,11,11,0,0,0,0,0,0,0,0,1,1,0,0,0,5,5,0,0,0,0,0,1,0,0,11,1,1,0,44,46
Indianapolis Police,2016-06-01,Indiana,866351,INIPD00,12,135,211,346,59,1401,1460,194,1612,1806,0,0,0,0,4,12,8,4,2,2,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,4,7,0,0,0,5,5,0,1,4,18,23,0,0,0,0,0,0,0,0,0,0,1,0,1,4,6,0,0,1,0,1,1,0,0,10,4,2,6,42,54
Indianapolis Police,2016-05-01,Indiana,866351,INIPD00,12,135,211,346,59,1401,1460,194,1612,1806,0,0,0,0,1,21,20,0,4,4,64,56,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,23,24,0,0,0,9,9,0,0,0,16,16,0,3,0,0,3,0,0,0,0,0,0,0,0,6,6,0,0,0,7,7,0,0,5,13,0,4,5,76,85
Indianapolis Police,2016-04-01,Indiana,866351,INIPD00,12,135,211,346,59,1401,1460,194,1612,1806,0,0,0,0,2,19,17,1,0,5,46,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,9,0,0,3,9,12,0,0,0,17,17,0,0,0,1,1,0,0,0,0,0,0,0,2,3,5,1,0,1,2,4,0,0,1,13,1,0,7,57,65
Indianapolis Police,2016-03-01,Indiana,866351,INIPD00,12,135,211,346,59,1401,1460,194,1612,1806,0,0,1,0,0,10,9,1,0,0,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,14,14,0,0,0,9,9,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,8,10,0,0,0,5,2,0,0,53,55
