agency,year,state,population,ORI,female_employees_civilians,female_employees_officers,female_employees_total,male_employees_civilians,male_employees_officers,male_employees_total,total_employees_civilians,total_employees_officers,total_employees_total,officers_killed_by_accident,officers_killed_by_felony,officers_killed_total,assaults_with_injury_gun,assaults_with_injury_knife,assaults_with_injury_other_weapon,assaults_with_injury_total,assaults_with_injury_unarmed,assaults_no_injury_gun,assaults_no_injury_knife,assaults_no_injury_other_weapon,assaults_no_injury_total,assaults_no_injury_unarmed,ambush_assault_gun,ambush_assault_knife,ambush_assault_other_weapon,ambush_assault_unarmed,ambush_total_assaults,burglary_assault_gun,burglary_assault_knife,burglary_assault_other_weapon,burglary_assault_unarmed,burglary_total_assaults,deranged_assault_gun,deranged_assault_knife,deranged_assault_other_weapon,deranged_assault_unarmed,deranged_total_assaults,disturbance_assault_gun,disturbance_assault_knife,disturbance_assault_other_weapon,disturbance_assault_unarmed,disturbance_total_assaults,other_arrest_assault_gun,other_arrest_assault_knife,other_arrest_assault_other_weapon,other_arrest_assault_unarmed,other_arrest_total_assaults,prisoner_assault_gun,prisoner_assault_knife,prisoner_assault_other_weapon,prisoner_assault_unarmed,prisoner_total_assaults,riot_assault_gun,riot_assault_knife,riot_assault_other_weapon,riot_assault_unarmed,riot_total_assaults,robbery_assault_gun,robbery_assault_knife,robbery_assault_other_weapon,robbery_assault_unarmed,robbery_total_assaults,suspicious_person_assault_gun,suspicious_person_assault_knife,suspicious_person_assault_other_weapon,suspicious_person_assault_unarmed,suspicious_person_total_assaults,traffic_assault_gun,traffic_assault_knife,traffic_assault_other_weapon,traffic_assault_unarmed,traffic_total_assaults,all_other_assault_gun,all_other_assault_knife,all_other_assault_other_weapon,all_other_assault_unarmed,all_assault_gun,all_assault_knife,all_assault_other_weapon,all_assault_unarmed,all_assaults_total
St. Louis County Police Department,2023-12-01,Missouri,398969,MO09500,192,129,321,151,705,856,343,834,1177,0,0,0,0,0,0,2,2,1,0,1,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,8,9,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,2,0,0,0,0,1,0,1,14,16
St. Louis County Police Department,2023-11-01,Missouri,398969,MO09500,192,129,321,151,705,856,343,834,1177,0,0,0,0,0,0,0,0,1,0,2,18,15,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,0,0,0,3,3,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,4,0,0,0,0,1,0,2,15,18
St. Louis County Police Department,2023-10-01,Missouri,398969,MO09500,192,129,321,151,705,856,343,834,1177,0,0,0,0,0,1,4,3,0,0,4,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,2,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,1,0,0,5,12,17
St. Louis County Police Department,2023-09-01,Missouri,398969,MO09500,192,129,321,151,705,856,343,834,1177,0,0,0,0,0,0,2,2,2,0,1,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,3,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,2,0,1,10,13
St. Louis County Police Department,2023-08-01,Missouri,398969,MO09500,192,129,321,151,705,856,343,834,1177,0,0,0,0,0,1,2,1,4,0,1,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,4,4,1,0,0,3,4,0,0,0,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,2,1,4,0,2,18,24
St. Louis County Police Department,2023-07-01,Missouri,398969,MO09500,192,129,321,151,705,856,343,834,1177,0,0,0,0,0,1,4,3,0,0,2,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,2,4,6,0,0,0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,3,16,19
St. Louis County Police Department,2023-06-01,Missouri,398969,MO09500,192,129,321,151,705,856,343,834,1177,0,0,0,0,0,0,1,1,0,0,1,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,6,6,0,0,1,0,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,16,17
St. Louis County Police Department,2023-05-01,Missouri,398969,MO09500,192,129,321,151,705,856,343,834,1177,0,0,0,0,0,0,3,3,5,1,0,27,21,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,11,11,4,0,0,1,5,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,3,0,0,0,3,5,1,0,24,30
St. Louis County Police Department,2023-04-01,Missouri,398969,MO09500,192,129,321,151,705,856,343,834,1177,0,0,0,1,0,1,4,2,4,0,0,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,4,4,3,0,1,3,7,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,5,0,1,17,23
St. Louis County Police Department,2023-03-01,Missouri,398969,MO09500,192,129,321,151,705,856,343,834,1177,0,0,0,0,0,1,5,4,2,0,2,30,26,0,0,0,0,0,0,0,0,0,0,1,0,0,8,9,0,0,1,12,13,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,3,0,0,0,5,2,0,3,30,35
St. Louis County Police Department,2023-02-01,Missouri,398969,MO09500,192,129,321,151,705,856,343,834,1177,0,0,0,0,0,0,2,2,2,0,2,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,0,1,0,3,0,0,0,0,2,0,2,13,17
St. Louis County Police Department,2023-01-01,Missouri,398969,MO09500,192,129,321,151,705,856,343,834,1177,0,0,0,0,0,1,2,1,1,2,1,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,0,1,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,2,1,1,2,2,9,14
St. Louis County Police Department,2022-12-01,Missouri,401135,MO09500,197,140,337,143,728,871,340,868,1208,0,0,0,0,0,2,5,3,0,0,2,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,3,1,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,4,11,15
St. Louis County Police Department,2022-11-01,Missouri,401135,MO09500,197,140,337,143,728,871,340,868,1208,0,0,0,0,0,0,3,3,2,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,9,11
St. Louis County Police Department,2022-10-01,Missouri,401135,MO09500,197,140,337,143,728,871,340,868,1208,0,0,0,0,0,2,3,1,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,8,10
St. Louis County Police Department,2022-09-01,Missouri,401135,MO09500,197,140,337,143,728,871,340,868,1208,0,0,0,0,0,0,2,2,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
St. Louis County Police Department,2022-08-01,Missouri,401135,MO09500,197,140,337,143,728,871,340,868,1208,0,0,0,0,0,1,5,4,0,0,2,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,10,12,0,0,1,4,5,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,3,23,26
St. Louis County Police Department,2022-07-01,Missouri,401135,MO09500,197,140,337,143,728,871,340,868,1208,0,0,0,0,0,0,0,0,0,0,1,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,5,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,12,13
St. Louis County Police Department,2022-06-01,Missouri,401135,MO09500,197,140,337,143,728,871,340,868,1208,0,0,0,0,0,2,5,3,3,0,3,24,18,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,3,7,10,3,0,0,1,4,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,1,0,0,0,2,3,0,5,21,29
St. Louis County Police Department,2022-05-01,Missouri,401135,MO09500,197,140,337,143,728,871,340,868,1208,0,0,0,1,0,0,8,7,0,0,3,19,16,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,1,12,13,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,2,0,2,0,0,0,2,1,0,3,23,27
St. Louis County Police Department,2022-04-01,Missouri,401135,MO09500,197,140,337,143,728,871,340,868,1208,0,0,0,0,0,0,0,0,1,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,7,8
St. Louis County Police Department,2022-03-01,Missouri,401135,MO09500,197,140,337,143,728,871,340,868,1208,0,0,0,0,0,0,2,2,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9
St. Louis County Police Department,2022-02-01,Missouri,401135,MO09500,197,140,337,143,728,871,340,868,1208,0,0,0,0,0,0,1,1,0,0,1,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,11,12
St. Louis County Police Department,2022-01-01,Missouri,401135,MO09500,197,140,337,143,728,871,340,868,1208,0,0,0,2,0,0,2,0,1,0,2,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,3,0,2,7,12
St. Louis County Police Department,2021-12-01,Missouri,406833,MO09500,194,145,339,151,762,913,345,907,1252,0,0,0,0,0,0,0,0,0,0,3,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,5,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,3,11,14
St. Louis County Police Department,2021-11-01,Missouri,406833,MO09500,194,145,339,151,762,913,345,907,1252,0,0,0,0,0,0,1,1,4,0,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,4,6,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,4,0,0,10,14
St. Louis County Police Department,2021-10-01,Missouri,406833,MO09500,194,145,339,151,762,913,345,907,1252,0,0,0,0,0,1,2,1,0,0,2,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,4,0,0,0,2,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,3,0,0,3,14,17
St. Louis County Police Department,2021-09-01,Missouri,406833,MO09500,194,145,339,151,762,913,345,907,1252,0,0,0,0,0,1,2,1,0,0,2,20,18,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,8,9,0,0,0,2,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,1,0,0,3,19,22
St. Louis County Police Department,2021-08-01,Missouri,406833,MO09500,194,145,339,151,762,913,345,907,1252,0,0,0,0,0,1,7,6,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,10,0,0,0,4,4,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,2,2,0,0,0,0,0,0,1,28,29
St. Louis County Police Department,2021-07-01,Missouri,406833,MO09500,194,145,339,151,762,913,345,907,1252,0,0,0,0,0,2,3,1,4,0,1,16,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,5,0,0,0,2,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,3,0,0,2,4,0,3,12,19
St. Louis County Police Department,2021-06-01,Missouri,406833,MO09500,194,145,339,151,762,913,345,907,1252,0,0,0,0,0,1,3,2,0,0,2,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,6,0,0,3,14,17
St. Louis County Police Department,2021-05-01,Missouri,406833,MO09500,194,145,339,151,762,913,345,907,1252,0,0,0,0,0,0,4,4,0,0,3,12,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,3,3,0,0,1,0,1,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,3,13,16
St. Louis County Police Department,2021-04-01,Missouri,406833,MO09500,194,145,339,151,762,913,345,907,1252,0,0,0,0,0,0,3,3,1,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,1,0,0,10,11
St. Louis County Police Department,2021-03-01,Missouri,406833,MO09500,194,145,339,151,762,913,345,907,1252,0,0,0,0,0,0,2,2,3,0,1,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,6,7,3,0,0,2,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3,0,1,18,22
St. Louis County Police Department,2021-02-01,Missouri,406833,MO09500,194,145,339,151,762,913,345,907,1252,0,0,0,0,0,1,3,2,0,0,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,2,5,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,3,0,3,0,0,0,1,0,0,9,10,19
St. Louis County Police Department,2021-01-01,Missouri,406833,MO09500,194,145,339,151,762,913,345,907,1252,0,0,0,0,0,0,1,1,2,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,2,0,0,6,8
St. Louis County Police Department,2020-12-01,Missouri,406289,MO09500,227,141,368,156,792,948,383,933,1316,0,0,0,0,0,0,3,3,1,1,0,7,5,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,8,10
St. Louis County Police Department,2020-11-01,Missouri,406289,MO09500,227,141,368,156,792,948,383,933,1316,0,0,0,0,0,0,2,2,0,0,0,8,8,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,0,0,0,2,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,10
St. Louis County Police Department,2020-10-01,Missouri,406289,MO09500,227,141,368,156,792,948,383,933,1316,0,0,0,0,1,0,2,1,2,0,3,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,1,3,10,16
St. Louis County Police Department,2020-09-01,Missouri,406289,MO09500,227,141,368,156,792,948,383,933,1316,0,0,0,0,0,1,3,2,5,0,2,14,7,1,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,3,1,4,4,0,0,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,9,17
St. Louis County Police Department,2020-08-01,Missouri,406289,MO09500,227,141,368,156,792,948,383,933,1316,0,0,0,0,0,2,6,4,1,1,3,21,16,0,0,0,1,1,0,0,0,2,2,0,1,0,1,2,0,0,0,8,8,0,0,1,2,3,0,0,0,4,4,0,0,3,1,4,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,1,5,20,27
St. Louis County Police Department,2020-07-01,Missouri,406289,MO09500,227,141,368,156,792,948,383,933,1316,0,0,0,0,0,3,4,1,3,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,3,0,0,0,0,3,0,3,10,16
St. Louis County Police Department,2020-06-01,Missouri,406289,MO09500,227,141,368,156,792,948,383,933,1316,0,0,0,0,0,0,2,2,1,2,8,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,4,6,0,0,0,2,2,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,1,2,3,1,0,0,0,1,0,0,0,3,1,2,8,13,24
St. Louis County Police Department,2020-05-01,Missouri,406289,MO09500,227,141,368,156,792,948,383,933,1316,0,0,0,0,0,1,3,2,2,0,19,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,2,4,0,0,0,0,0,0,0,15,2,17,0,0,0,0,0,0,0,1,2,3,0,0,0,1,1,0,0,4,0,2,0,20,12,34
St. Louis County Police Department,2020-04-01,Missouri,406289,MO09500,227,141,368,156,792,948,383,933,1316,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,11,11
St. Louis County Police Department,2020-03-01,Missouri,406289,MO09500,227,141,368,156,792,948,383,933,1316,0,0,0,0,0,1,2,1,1,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,1,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,3,1,0,1,14,16
