agency,year,state,population,ORI,female_employees_civilians,female_employees_officers,female_employees_total,male_employees_civilians,male_employees_officers,male_employees_total,total_employees_civilians,total_employees_officers,total_employees_total,officers_killed_by_accident,officers_killed_by_felony,officers_killed_total,assaults_with_injury_gun,assaults_with_injury_knife,assaults_with_injury_other_weapon,assaults_with_injury_total,assaults_with_injury_unarmed,assaults_no_injury_gun,assaults_no_injury_knife,assaults_no_injury_other_weapon,assaults_no_injury_total,assaults_no_injury_unarmed,ambush_assault_gun,ambush_assault_knife,ambush_assault_other_weapon,ambush_assault_unarmed,ambush_total_assaults,burglary_assault_gun,burglary_assault_knife,burglary_assault_other_weapon,burglary_assault_unarmed,burglary_total_assaults,deranged_assault_gun,deranged_assault_knife,deranged_assault_other_weapon,deranged_assault_unarmed,deranged_total_assaults,disturbance_assault_gun,disturbance_assault_knife,disturbance_assault_other_weapon,disturbance_assault_unarmed,disturbance_total_assaults,other_arrest_assault_gun,other_arrest_assault_knife,other_arrest_assault_other_weapon,other_arrest_assault_unarmed,other_arrest_total_assaults,prisoner_assault_gun,prisoner_assault_knife,prisoner_assault_other_weapon,prisoner_assault_unarmed,prisoner_total_assaults,riot_assault_gun,riot_assault_knife,riot_assault_other_weapon,riot_assault_unarmed,riot_total_assaults,robbery_assault_gun,robbery_assault_knife,robbery_assault_other_weapon,robbery_assault_unarmed,robbery_total_assaults,suspicious_person_assault_gun,suspicious_person_assault_knife,suspicious_person_assault_other_weapon,suspicious_person_assault_unarmed,suspicious_person_total_assaults,traffic_assault_gun,traffic_assault_knife,traffic_assault_other_weapon,traffic_assault_unarmed,traffic_total_assaults,all_other_assault_gun,all_other_assault_knife,all_other_assault_other_weapon,all_other_assault_unarmed,total_assault_gun,total_assault_knife,total_assault_other_weapon,total_assault_unarmed,total_assaults_total
Highland,2023,California,56542,CA03630,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highland,2022,California,57248,CA03630,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highland,2021,California,55951,CA03630,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highland,2020,California,55667,CA03630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,13,0,0,7,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,9,9,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,0,0,8,3,11,0,0,0,0,0,0,9,26,35
Highland,2019,California,55686,CA03630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,14,4,0,4,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,8,0,0,3,10,13,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,2,2,0,0,0,2,2,0,0,0,1,4,0,5,20,29
Highland,2018,California,55651,CA03630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,7,19,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,16,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,7,17,24
Highland,2017,California,55229,CA03630,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2,4,2,0,4,1,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,1,0,4,3,13,20
Highland,2016,California,55184,CA03630,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,5,4,1,4,3,21,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,14,19,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,4,4,17,26
Highland,2015,California,55011,CA03630,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,3,3,0,0,1,6,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,2,0,0,1,8,9
Highland,2014,California,54559,CA03630,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,5,8
