agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total,price,in_2023_dollars
Palestine Police Department,2017-01-01,Texas,18316,TX00101,2,0,2,2,0,0,6,2,0,4,0,0,0,0,1,1,1,3,5,2,9,16,0,0,0,2,0,1,0,2,11,0,0,0,0,0,1790,561,0,1687,0,4038,33563,0,0,0,0,0,0,31,173,383,587,104,367,7859,8330,80080,0,0,0,2138,0,46,0,454,5692,57,227,4129,0,1367,62,0,33563,5929,0,1181,46517,50,223,0,0,0,0,0,0,0,0,0,272,1,1.24307319386626
Palestine Police Department,2017-02-01,Texas,18316,TX00101,2,4,0,1,2,0,9,3,1,3,0,0,0,1,0,0,0,1,3,3,7,13,0,0,0,2,0,1,0,1,9,0,0,0,0,2224,1817,0,388,12431,0,16860,17894,0,0,0,0,0,88,0,0,0,88,86,373,18749,19208,71944,0,0,0,423,0,60,0,25,18701,822,14,8743,0,0,373,0,13674,28001,1765,659,54050,60,0,0,0,0,0,0,13674,12493,186,0,26413,1,1.24307319386626
Palestine Police Department,2017-03-01,Texas,18316,TX00101,3,1,0,0,3,0,7,1,0,0,0,0,0,0,0,0,0,0,2,6,15,23,0,0,0,4,0,2,0,4,13,0,0,0,0,6,2195,0,1544,0,0,3745,1560,0,0,0,0,0,0,0,0,0,0,52,654,1268033,1268739,1275604,0,0,0,8136,0,557,0,471,1259575,419,1750,12801,373,200,702,0,1391,1254251,205,1952,1274044,1,291,25,0,173,0,0,1391,1084,62,0,3027,1,1.24307319386626
Palestine Police Department,2017-04-01,Texas,18316,TX00101,2,2,0,1,2,0,7,3,0,1,0,0,0,1,0,0,1,2,2,3,14,19,0,0,0,2,0,0,0,4,13,0,0,0,0,18124,40001,0,13153,806,0,72083,174900,0,0,0,0,0,497,0,0,162,659,62,382,21278,21721,444264,0,0,0,2316,0,0,0,3918,15487,1137,26,45592,1523,11007,11810,0,174900,22032,0,1335,269364,195,26,121,0,37,124,0,170301,4850,0,0,175655,1,1.24307319386626
Palestine Police Department,2017-05-01,Texas,18316,TX00101,3,5,0,0,2,0,10,2,0,4,0,0,0,1,1,1,0,3,11,3,14,28,1,0,0,14,0,1,0,4,8,0,0,0,0,63521,3537,0,4352,0,0,71410,16781,0,0,0,0,0,16,124,1256,0,1396,264,392,106400,107055,213423,622,0,0,5072,0,624,0,5844,94894,484,162,33666,1243,0,42053,0,16781,95919,4466,1867,196642,58,56,0,0,0,0,0,4351,81101,249,0,85814,1,1.24307319386626
Palestine Police Department,2017-06-01,Texas,18316,TX00101,0,4,0,2,3,0,9,5,1,0,0,0,0,0,0,1,0,1,10,7,20,37,0,1,0,10,0,2,0,5,19,0,0,0,0,2610,0,0,16160,2239,0,21009,68987,373,0,0,0,0,0,0,31,0,31,179,1371,26354,27905,187291,0,186,0,2327,0,387,0,3427,21577,174,80,2415,1617,957,249,0,85147,19520,6055,2091,118305,31,47,0,1,0,0,0,22626,1558,771,0,25034,1,1.24307319386626
Palestine Police Department,2017-07-01,Texas,18316,TX00101,1,6,0,0,2,0,9,7,0,3,0,0,0,0,0,0,0,0,4,7,20,31,1,0,0,8,0,2,0,5,15,0,0,0,0,2313,622,0,163,0,0,3098,48480,0,0,0,0,0,0,0,0,0,0,96,1224,36999,38319,138376,311,0,0,2981,0,486,0,1323,33219,568,250,24055,1616,1688,0,0,45994,9711,5841,174,89897,87,0,0,0,1003,0,0,29834,205,0,0,31129,1,1.24307319386626
Palestine Police Department,2017-08-01,Texas,18316,TX00101,1,1,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,6,2,12,20,0,1,0,8,2,0,0,2,7,0,0,0,0,81,1243,0,27348,0,0,28671,31823,0,0,0,0,0,0,0,0,0,0,124,286,13931,14341,106658,0,249,0,7330,777,0,0,216,5769,789,216,1274,1119,2653,497,0,31823,35227,553,684,74835,0,0,37,0,0,0,0,6215,932,56,0,7241,1,1.24307319386626
Palestine Police Department,2017-09-01,Texas,18316,TX00101,3,1,3,2,0,0,9,2,0,0,0,0,0,0,0,1,0,1,5,7,7,19,0,0,0,6,0,0,0,7,6,0,0,0,0,920,746,2921,0,140,0,4727,6240,0,0,0,0,0,0,0,14420,0,14420,66,801,11148,12014,43642,0,0,0,6470,0,0,0,4358,1186,648,461,737,0,945,9945,0,6215,12975,1861,3615,37402,0,4,1,0,448,0,0,4972,1,0,0,5426,1,1.24307319386626
Palestine Police Department,2017-10-01,Texas,18316,TX00101,4,2,7,0,1,1,15,2,0,1,0,0,1,1,0,0,0,2,6,6,15,27,1,1,0,5,0,0,0,6,14,0,0,0,0,771,10175,17586,3978,0,415,32924,38535,0,0,0,0,373,106,0,0,0,479,239,595,22029,22863,133336,3729,124,0,2306,0,0,0,802,15901,1210,692,5547,0,1753,12714,0,38535,19462,5313,9575,94800,159,0,0,0,12,34,0,37292,123,0,497,38118,1,1.24307319386626
