agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
Franklin Police Department,2017-01-01,New Hampshire,8444,NH00724,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,3,4,3,10,1,1,0,2,2,0,0,1,3,26,0,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,1,71,553,2163,2787,2814,1119,173,0,760,199,0,0,9,528,461,9,25,671,1,199,0,0,1448,0,0,2814,0,0,0,0,0,0,0,0,142,0,0,142
Franklin Police Department,2017-02-01,New Hampshire,8444,NH00724,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,1,6,1,0,0,3,1,0,0,1,0,0,62,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,50,137,808,994,1057,808,0,0,184,1,0,0,1,0,75,1,22,0,0,0,0,0,958,0,0,1057,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Police Department,2017-03-01,New Hampshire,8444,NH00724,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,2,5,0,0,0,1,2,0,0,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,124,1198,1343,1345,0,0,0,336,875,0,0,7,124,0,22,0,0,0,75,0,0,1062,186,0,1345,0,7,0,0,0,0,0,0,0,0,0,7
Franklin Police Department,2017-04-01,New Hampshire,8444,NH00724,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0,0,0,0,1,0,0,1,3,0,374,0,0,51,0,425,0,0,0,0,0,0,0,0,0,0,0,40,313,0,353,778,0,0,0,0,62,0,0,127,164,0,0,50,0,0,1,0,0,727,0,0,778,0,75,0,0,0,0,0,0,128,0,0,203
Franklin Police Department,2017-05-01,New Hampshire,8444,NH00724,1,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,5,2,2,9,0,1,0,0,4,0,0,2,2,436,1,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,97,278,3479,3855,4292,0,160,0,0,3517,0,0,35,143,25,4,3108,0,0,0,0,0,784,0,372,4292,0,4,0,0,0,0,0,0,160,0,0,164
Franklin Police Department,2017-06-01,New Hampshire,8444,NH00724,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,7,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,205,839,1063,1063,0,0,0,0,456,0,0,0,607,0,0,249,0,0,0,0,0,721,0,93,1063,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Police Department,2017-07-01,New Hampshire,8444,NH00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,9,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,298,559,914,914,0,0,0,0,31,0,0,5,878,4,1,174,0,0,0,0,0,735,0,0,914,0,0,0,0,0,0,0,0,0,0,0,0
Franklin Police Department,2017-08-01,New Hampshire,8444,NH00724,2,0,0,5,3,0,10,1,1,1,0,0,0,0,0,0,1,1,14,3,3,20,0,0,0,4,2,0,0,7,7,0,1181,0,1,62638,0,63821,2486,0,0,0,0,0,0,0,0,373,373,208,460,1766,2434,71600,0,0,0,838,26,0,0,67,1503,311,77,792,249,1004,746,0,2486,62852,597,0,69114,311,41,0,249,7,0,0,2486,65,0,0,3159
Franklin Police Department,2017-09-01,New Hampshire,8444,NH00724,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,5,2,3,10,1,1,0,4,1,0,0,2,1,0,126,0,0,0,0,126,373,0,0,0,0,0,0,0,0,0,0,66,186,3569,3821,4693,2486,62,0,1139,0,0,0,10,124,768,6,561,0,0,0,0,373,2612,0,0,4320,4,0,0,0,0,0,0,0,0,0,0,4
Franklin Police Department,2017-10-01,New Hampshire,8444,NH00724,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,1,2,4,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,6464,0,0,0,0,0,0,0,0,0,0,15,117,2735,2867,15796,1243,0,0,0,0,0,0,117,1507,0,15,0,0,0,0,0,6340,2977,0,0,9332,0,0,0,0,0,0,0,0,117,0,0,117
