agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total,price,in_2023_dollars
Auburn Police Department,2017-01-01,Washington,68624,WA01701,19,10,0,7,19,2,57,47,0,6,1,1,0,4,4,2,2,14,57,47,74,178,12,3,0,60,4,1,4,24,70,0,0,0,0,2119,34927,0,42067,19782,503,99399,326230,0,0,10939,90,0,2262,68,149,448,13956,1043,6178,347659,354880,1120694,2886,932,0,132906,17353,249,528,6879,193146,13352,2071,122351,870,2219,21008,0,357387,228205,36517,10858,794837,825,907,2,0,25,0,0,157249,4740,2399,124,166272,1,1.24307319386626
Auburn Police Department,2017-02-01,Washington,68624,WA01701,16,17,1,8,11,0,53,61,0,3,0,0,2,2,2,1,0,7,44,46,58,148,11,2,0,54,3,0,1,28,49,0,0,0,0,17328,22432,0,43663,2983,0,86407,342339,0,0,0,0,373,497,310,1,0,1181,858,5366,129339,135563,907829,5279,298,0,95914,2587,0,12,6941,24531,8976,992,17546,4413,186,10455,0,365161,122419,32898,2443,565490,430,65,1,0,0,157,0,249671,1063,0,0,251387,1,1.24307319386626
Auburn Police Department,2017-03-01,Washington,68624,WA01701,29,15,2,8,9,0,63,64,0,4,0,0,0,5,1,3,4,13,49,53,78,180,19,4,0,56,8,0,6,37,50,0,0,0,0,16844,57375,3108,4972,5983,0,88282,489379,0,0,0,0,0,547,2014,19513,559,22633,1111,6821,128949,136881,1226554,2408,597,0,28245,5973,0,7862,13313,78483,10668,5185,24651,5538,3854,25259,0,500337,134064,21366,6253,737175,466,214,12,0,0,0,0,148050,9318,0,0,158060,1,1.24307319386626
Auburn Police Department,2017-04-01,Washington,68624,WA01701,19,20,3,10,11,0,63,68,0,7,0,0,0,0,1,3,0,4,44,43,79,166,17,5,0,55,4,0,2,27,56,0,0,0,0,12642,15818,373,1246,32396,0,62474,455738,0,218,0,0,0,0,57,460,0,517,994,5452,138956,145402,1120087,10763,2113,0,66465,1529,0,465,14528,49540,14574,3079,11626,4351,1585,14712,0,467274,112483,19276,15389,664349,311,16,124,0,124,0,0,339110,7401,603,0,347690,1,1.24307319386626
Auburn Police Department,2017-05-01,Washington,68624,WA01701,16,13,3,4,14,1,51,42,0,6,0,2,0,3,1,2,1,9,52,51,96,199,13,7,0,64,6,0,3,39,67,0,0,0,0,19485,21667,3282,28003,920,0,73356,377043,0,0,0,1666,0,914,75,75,31,2760,1241,6256,97142,104639,934841,1592,5438,0,43249,2065,0,367,14418,37510,6133,1847,18527,4778,750,21550,0,388087,96924,17430,1771,557798,563,65,0,0,0,4665,0,288642,5680,124,0,299739,1,1.24307319386626
Auburn Police Department,2017-06-01,Washington,68624,WA01701,18,16,1,8,12,0,55,44,0,3,0,2,1,5,3,4,1,16,53,39,91,183,11,7,0,60,3,0,2,35,65,0,0,0,0,29448,97047,0,31686,14883,0,173064,344759,0,0,0,2238,62,1032,2927,394,1740,8393,1132,5177,288858,295168,1166143,1063,2648,0,87241,2697,0,87,14523,186908,44127,3722,65550,3180,869,21257,0,382412,276499,17667,6103,821384,186,318,168,870,0,0,0,169775,134619,1367,2735,310039,1,1.24307319386626
Auburn Police Department,2017-07-01,Washington,68624,WA01701,21,19,1,8,88,2,139,44,0,7,0,3,1,3,0,2,1,10,40,60,98,198,11,10,1,81,6,0,0,25,64,0,0,0,0,101554,11144,497,12355,147247,24986,297783,293807,0,0,0,31212,25,6290,0,423,311,38261,920,7325,188809,197054,1120711,6424,7881,622,37641,17509,0,0,7376,119601,12116,5098,66153,6961,820,78046,0,458694,179375,16210,3431,826905,352,68,0,994,0,62,0,188326,53819,659,0,244280,1,1.24307319386626
Auburn Police Department,2017-08-01,Washington,68624,WA01701,17,13,2,5,62,0,99,58,0,5,0,3,0,2,2,2,2,11,47,42,76,165,13,7,0,49,9,0,3,27,57,0,0,0,0,5476,20283,29865,3009,2213,0,60846,296622,0,0,0,1672,0,940,684,2840,435,6571,1042,4870,107410,113322,773983,4509,1367,0,20369,16371,0,1016,10490,59200,10116,767,23227,1865,929,67754,0,283918,74502,13035,1249,477361,306,137,12,0,195,0,0,97954,2536,186,0,101327,1,1.24307319386626
Auburn Police Department,2017-09-01,Washington,68624,WA01701,16,10,0,12,17,3,58,52,0,6,1,0,0,3,0,1,1,6,31,31,79,141,12,7,0,41,8,0,0,19,54,0,0,0,0,2567,28041,0,27447,8670,994,67720,416681,0,0,254,0,0,218,0,213,1119,1802,669,3463,134614,138746,1041629,6478,11162,0,52807,8622,0,0,6665,53012,10632,6199,16351,2511,2036,22947,0,452231,106759,3586,1871,625124,168,29,213,0,168,622,0,263904,2729,249,0,268080,1,1.24307319386626
Auburn Police Department,2017-10-01,Washington,68624,WA01701,11,16,0,9,16,0,52,62,1,10,0,0,0,3,2,0,0,5,50,41,104,195,17,5,0,78,7,1,0,24,63,0,0,0,0,37087,3903,0,22905,69053,0,132948,388628,0,0,0,0,0,3113,690,0,0,3803,1171,5509,143321,150002,1064009,4028,4195,0,57762,5731,8702,0,9727,59858,26037,1182,22813,4475,1952,5936,0,406249,170588,31182,6209,676623,6,112,99,0,12,1243,0,231833,5713,0,1492,240511,1,1.24307319386626
