agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Harrison County Sheriff's Office,2017-01-01,Kentucky,12249,KY04900,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,845,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,6215,6215,7061,746,0,0,0,0,0,0,0,5470,0,0,0,1057,0,1865,0,0,4077,62,0,7061,0,0,0,0,0,0,0,0,0,0,0,0
Harrison County Sheriff's Office,2017-02-01,Kentucky,12249,KY04900,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,0,0,0,0,0,0,0,0,7,0,0,0,0,5,771,0,609,0,0,1385,0,0,0,0,0,0,0,0,0,0,0,1,0,9976,9977,11362,0,0,0,0,0,0,0,0,9977,199,112,559,999,50,0,0,0,9442,0,0,11362,0,0,0,0,0,0,0,0,201,0,0,201
Harrison County Sheriff's Office,2017-03-01,Kentucky,12249,KY04900,2,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,5,0,0,0,0,1960,712,0,0,0,0,2673,3856,0,0,0,0,0,0,0,0,0,0,0,62,24428,24490,34874,0,0,0,0,0,0,0,0,24490,25,0,128,435,0,0,0,3856,26574,0,0,31018,0,0,0,0,0,0,0,0,19268,0,0,19268
Harrison County Sheriff's Office,2017-04-01,Kentucky,12249,KY04900,0,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1616,0,0,559,0,0,2175,1865,0,0,0,0,0,0,0,0,0,0,1,0,249,250,6154,0,0,0,0,0,0,0,0,250,0,0,0,622,0,0,0,1865,1244,0,559,4290,0,0,0,0,0,0,0,0,249,0,0,249
Harrison County Sheriff's Office,2017-05-01,Kentucky,12249,KY04900,0,1,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,174,0,0,8235,398,0,8807,0,0,0,0,0,0,0,0,0,0,0,1,111,1865,1976,10784,0,0,0,0,0,0,0,0,1976,0,124,0,0,0,124,1,6215,4208,111,0,10784,0,0,0,0,0,0,0,0,0,111,0,111
Harrison County Sheriff's Office,2017-06-01,Kentucky,12249,KY04900,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,5,7,1,0,0,0,0,0,0,0,6,0,0,0,0,3729,0,0,0,4351,0,8080,5594,0,0,0,0,0,0,0,0,0,0,1,149,2709,2859,22127,1,0,0,0,0,0,0,0,2858,0,0,0,919,0,0,0,5594,9536,485,0,16533,0,0,0,0,0,0,0,0,149,0,0,149
Harrison County Sheriff's Office,2017-07-01,Kentucky,12249,KY04900,4,4,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,1,0,0,0,0,3,0,0,0,0,1367,2175,0,49727,0,0,53269,0,0,0,0,0,0,0,0,0,0,0,37,0,7303,7340,60610,0,0,0,466,0,0,0,0,6874,0,1,0,746,870,124,0,0,58868,0,0,60610,0,1,0,497,0,0,0,0,49725,0,0,50224
Harrison County Sheriff's Office,2017-08-01,Kentucky,12249,KY04900,2,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,186,0,0,6327,0,6514,28777,0,0,0,0,0,0,0,0,0,0,0,0,4724,4724,68792,0,0,0,0,0,0,0,0,4724,622,0,0,1057,0,0,0,32941,5208,0,186,40015,0,0,0,311,0,0,0,6217,2797,0,0,9324
Harrison County Sheriff's Office,2017-09-01,Kentucky,12249,KY04900,4,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1870,9220,0,0,0,0,11089,0,0,0,0,0,0,0,0,0,0,0,0,0,13301,13301,24390,0,0,0,0,0,0,0,0,13301,0,44,12928,155,0,6713,0,0,4551,0,0,24390,0,0,0,0,0,0,0,0,0,0,0,0
Harrison County Sheriff's Office,2017-10-01,Kentucky,12249,KY04900,3,1,0,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1,1,0,0,0,3,0,0,0,0,1243,2293,0,1298,6406,0,11240,0,0,0,0,0,0,0,0,0,0,0,0,0,39690,39690,50930,0,0,0,4568,5885,0,0,0,29237,0,31,31921,622,0,1243,0,0,16492,373,249,50930,0,0,0,0,0,0,0,0,0,0,0,0
