agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
Berkeley Township Police,2023-12-01,New Jersey,45509,NJ01505,2610000,3,0,0,0,274600,2884603,0,0,0,0,700000,79,0,0,0,0,700079,0,0,200000,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,366000000,0,0,0,3966,700000000,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,200000000,0,1100000,15000,500000000,0,40,39000,0,60000017,10000000,3400,10000,0,0,0,140000,0,0,0,0,0,0,0,0,0
Berkeley Township Police,2023-11-01,New Jersey,45509,NJ01505,0,16000,1401600,0,100000,0,1517600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,0,100000,0,200000,13000000,0,0,0,0,50000000,0,0,90000004,900,0,2000,0,220000,4000000,0,700000,0,0,0,0,0,0,0,0,840000000,50,0,0,0,0,0,0,410000,0,3500,0,0,145,50400000,770000000,141,860000000,200000,0,600000000,0,100000,66,596670000,0,0,0,0,0,0
Berkeley Township Police,2023-10-01,New Jersey,45509,NJ01505,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,575000000,0,0,0,0,259000000,650000000,0,100000000,17575,0,565000,16945,0,0,65000000,28450000,1000,0,34,0,0,200000000,2000,61,631000000,0,0,0,16,900000000,0,0,28450,0,0,0,0,0,0,0,0,0,125000000,14000,16256000,0,0,46,0,0,0,0,0,0
Berkeley Township Police,2023-09-01,New Jersey,45509,NJ01505,0,7650000,0,0,0,0,7650000,0,0,0,124,21,0,0,162,5000000,0,5000307,10,0,10,20,0,4000000,0,0,10,360,0,1420,0,638900000,5098,900000000,570000,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7100000,0,0,0,0,0,577,0,0,0,300,10000,0,0,0,4000,0,0,1000000,20000,0,40000010,100000,10000000,2400,150000,0,0,30,4000,0
Berkeley Township Police,2023-08-01,New Jersey,45509,NJ01505,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,4,6600010,0,2600,760000,2000000,0,4000,200000,120000009,0,0,0,0,0,10000,0,0,300000,20,260000024,48000000,0,100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,200000000,94,0,0,0,0,440000000,100000,97200000,312,690000000,281,0,26200,609890000,0,5050000,0
Berkeley Township Police,2023-07-01,New Jersey,45509,NJ01505,0,0,0,0,0,0,0,0,0,30,320,10,30,30,30,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,341000000,22238,0,1122000,0,416000000,23776,0,341000000,0,0,0,0,0,0,0,0,0,85,30549000,0,215000000,0,0,5751000,550000000,865,1,0,0,453000000,1080,0,75000000,770000000,3610000,0,0,0,0,0,1530,0,0,0,0,0,0,0,0,49451000,0,54,0,0,666000000
Berkeley Township Police,2023-06-01,New Jersey,45509,NJ01505,0,0,0,0,0,73000,73000,1000,966000,0,0,0,613270,16300,0,8432,10000,648002,4500,0,1865400,1869900,0,41,10000,0,1010000,0,4,9000000,0,0,0,0,0,0,0,0,700000000,1000000,0,1000000,8,95000000,40000,1,0,500000000,0,289200000,5,0,7432,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,253000000,253,0,1,1700000,0,100000020,4000,0,110000017,0,4500,0,0,10000
Berkeley Township Police,2023-05-01,New Jersey,45509,NJ01505,0,1000000,0,0,0,0,1000000,0,0,0,9041,0,0,0,0,0,0,9041,0,7543400,0,7543400,0,0,0,0,0,0,0,0,0,0,1,0,10000,0,0,0,2000000,0,670,0,0,10000000,400000000,8213800,0,0,1000,800,150000008,100000,310000,0,0,23000000,0,200,0,2000,100000,20000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30000000,0,601,0,0,980000000
Berkeley Township Police,2023-04-01,New Jersey,45509,NJ01505,10000,20000,0,0,40000,10000,80000,0,40000,0,40000,80000,0,0,20000,80000,60000,280000,100000,0,0,100000,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000000,0,0,8313,651000,135434000,280,20,0,445000000,0,113000000,9077,0,100000,74,0,0,0,0,180000001,6,0,0,0,10000,0,0,0,135434,0,516,0,0,0,0,20000000,0
Berkeley Township Police,2023-03-01,New Jersey,45509,NJ01505,51,0,6000000,4200000,0,1,10200052,0,0,0,11400,0,0,0,1140000,0,0,1151400,0,0,0,0,19,2000000,0,0,0,0,0,0,0,0,35800,0,0,0,0,0,0,1000000,516,0,0,0,0,0,0,615,0,0,0,0,0,0,0,211400000,200000000,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,1,0,2
Berkeley Township Police,2023-02-01,New Jersey,45509,NJ01505,0,0,0,0,0,0,0,2292700,0,0,0,0,0,4200000,0,0,0,4200000,1346000,1,0,1346001,0,0,0,0,0,0,0,0,0,25,0,25000,10000000,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100000,0,0,1,20000,20000004,800,0,400000,140000,0,10,0,0,60000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,80000,0,0,0,0
Berkeley Township Police,2023-01-01,New Jersey,45509,NJ01505,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,17,6,11,34,3,0,0,4,1,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,190000000,0,0,21870,0,0,0,649000,229,420000000,0,0,1,0,450,270000000,0,0,0,80010000,1000,0,0,490000000,0,0,0,0,11161,0,144,0
Berkeley Township Police,2022-12-01,New Jersey,45006,NJ01505,100000,0,0,0,0,3000,103000,0,0,0,0,8000000,37,0,0,0,0,8000037,0,0,300000,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588049079,21,0,192199,3715,832930707,0,0,0,0,0,0,0,212,0,0,0,0,0,624708442,0,10,1041163,832931,7288,104116338,0,42,2082,0,20823280,10411634,2291,10412,0,0,0,104116,0,0,0,0,0,0,0,1561745,0
Berkeley Township Police,2022-11-01,New Jersey,45006,NJ01505,0,1210000,2221000,0,100000,100000,3631000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,0,0,100000,300000,8329307,0,0,0,0,0,0,0,41646540,1145,10411635,6247,0,197821,1041163,0,312349,0,0,0,0,0,0,0,1041,0,0,0,0,0,0,0,0,2030269,0,6060,0,0,58,10412,905812144,51,104116338,312349,0,260290846,0,1894917,8,683919404,7288,0,0,0,0,2082327
Berkeley Township Police,2022-10-01,New Jersey,45006,NJ01505,0,0,0,0,0,0,0,22005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8700000,0,0,0,0,61,870412589,0,0,0,0,180121265,718402735,23,911017961,38482,0,1119251,37331,0,0,32276065,0,0,0,1688,0,0,104116338,1041,3530,496634934,0,0,0,35,0,0,0,11453,0,0,0,0,0,0,0,0,0,870412589,11453,14874060,0,0,61,0,0,0,0,0,0
Berkeley Township Police,2022-09-01,New Jersey,45006,NJ01505,0,0,0,0,0,0,0,0,0,0,20,170,0,0,0,0,0,190,0,0,0,0,26,2800000,0,0,0,49110,0,220,0,178038939,6834,832930707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,104116338,0,1,0,0,0,1145,0,2082327,0,312,10412,0,208232677,0,8329,0,0,728814,31235,0,93704710,0,41646535,2186,83293,0,0,42,5206,0
Berkeley Township Police,2022-08-01,New Jersey,45006,NJ01505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,50,10,0,625,260291,0,0,0,520582,10411634,0,0,0,0,0,10412,0,0,312349,208232677,124939613,19782104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843342,0,0,0,0,10411634,0,0,624698030,0,853754,682,687167833,673,0,8548,683502938,0,884989,0
Berkeley Township Police,2022-07-01,New Jersey,45006,NJ01505,0,0,0,0,0,0,0,0,0,0,140,0,0,40,10,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,520581692,80647,0,603875,0,62469803,81314,0,0,521,0,0,0,0,0,0,0,0,92,5205817,0,623656867,0,0,6038748,0,1583,0,0,0,0,0,10412,265496663,822519074,4164654,0,0,5206,0,0,3715,0,0,0,0,0,0,0,0,73689380,0,86,0,0,623656867
Berkeley Township Police,2022-06-01,New Jersey,45006,NJ01505,0,0,0,0,0,75000,75000,0,0,0,0,0,285580,11000,0,3261,0,299841,0,0,57700,57700,0,27,0,0,9060000,0,0,0,0,0,0,0,0,0,0,0,728814369,0,0,0,5,219269009,478935,1,0,104116338,0,610121743,1,0,3395,0,0,0,0,0,0,0,0,0,0,0,0,0,104116,1,0,0,0,0,0,0,0,0,1145280,0,104116338,2082,0,52058172,104,1978,0,0,20823
Berkeley Township Police,2022-05-01,New Jersey,45006,NJ01505,0,4000000,0,0,0,0,4000000,0,0,0,10504,0,0,0,0,0,0,10504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10412,2082327,10,0,0,0,0,0,208,10411634,0,0,0,0,0,833,114527972,416465,197821,0,0,11452797,0,0,0,5206,312349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20865,0,0,520581692,0,52058169,42260822,0,296,0,21,499758424
Berkeley Township Police,2022-04-01,New Jersey,45006,NJ01505,0,10000,0,20000,30000,0,60000,0,0,0,30000,20000,10000,0,10000,60000,60000,190000,100000,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,0,0,0,0,0,0,0,0,0,0,0,0,937047045,4,4320828,111694,192615,20823268,158,0,0,472688176,0,94745868,111981,0,0,1112,6872,0,0,0,374818818,0,0,0,0,0,0,0,0,20823,0,729,0,105365734,0,0,52058169,0
Berkeley Township Police,2022-03-01,New Jersey,45006,NJ01505,10,0,0,200000,0,80,200090,0,0,0,66000,0,0,0,0,0,0,66000,0,1200000,0,1200000,0,0,100000,0,0,0,0,0,7,0,311516,3,229055944,208,0,124940,0,0,1562,104,0,0,0,0,0,74614,1041163,0,0,0,0,0,5,103595757,728814369,0,9306,0,0,0,0,0,0,0,0,0,1249396,0,0,0,0,0,0,1275,0,0,0,0,26029085,0,104116,104116,1,0,10411634
Berkeley Township Police,2022-02-01,New Jersey,45006,NJ01505,0,0,0,0,0,0,0,858900,9900000,0,0,0,0,440000,0,0,0,440000,1962000,0,0,1962000,0,0,0,0,0,0,0,0,0,0,0,0,10411634,104,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,10411635,20823,114527973,104,1041163,416465,135351,0,10,0,0,93704705,0,0,0,0,0,0,0,0,0,0,0,0,63510966,0,14805,0,0,5,0,0,15,229055944,0
Berkeley Township Police,2022-01-01,New Jersey,45006,NJ01505,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,1,1,3,3,7,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,662179912,0,0,3851,662179912,0,0,249879,88,145762874,0,0,0,0,0,926635412,0,0,0,0,0,0,0,406053720,0,0,0,0,4773,0,41,0
Berkeley Township Police,2021-12-01,New Jersey,44366,NJ01505,3900000,0,0,0,350000,6000,4256000,0,0,0,0,8600000,47,0,0,0,0,8600047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868215336,0,0,0,958,112448561,0,0,0,0,0,0,0,0,0,0,0,0,0,11245,0,0,0,674691,5622,112448561,0,45,3373,0,56224286,0,1799,0,0,0,0,78714,0,0,0,0,0,0,0,0,0
