agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Carthage Police Department,2017-01-01,Missouri,14292,MO04903,2,1,0,2,1,0,6,2,0,2,0,0,0,0,0,0,0,0,22,10,7,39,0,0,0,2,1,0,0,22,14,0,0,0,0,0,1517,0,126,410,0,2052,9946,0,0,0,0,0,0,0,0,0,0,446,1168,18661,20276,42220,0,0,0,179,62,0,0,1843,18191,88,334,3433,0,336,1026,0,9946,15945,1166,0,32274,0,0,0,0,0,0,0,0,0,0,0,0
Carthage Police Department,2017-02-01,Missouri,14292,MO04903,3,2,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,5,11,26,0,0,0,2,3,0,0,13,8,0,0,0,0,1206,7855,0,0,2214,0,11275,0,0,0,0,0,0,0,0,0,0,0,292,777,12086,13155,24430,0,0,0,1566,1355,0,0,1236,8999,2638,41,5769,383,1186,5220,0,0,8376,0,818,24430,0,0,0,0,0,0,0,0,0,0,0,0
Carthage Police Department,2017-03-01,Missouri,14292,MO04903,0,3,0,2,0,0,5,2,0,2,0,0,0,0,0,0,1,1,12,9,8,29,2,0,0,6,1,0,0,7,13,0,0,0,0,12831,0,0,0,1,0,12832,15538,0,0,0,0,0,0,0,0,559,559,293,992,3203,4489,48957,329,0,0,1560,124,0,0,792,1683,37,375,1614,186,1630,11281,0,15538,2071,251,435,33419,0,0,0,0,0,0,0,0,0,0,0,0
Carthage Police Department,2017-04-01,Missouri,14292,MO04903,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,16,3,13,32,0,0,0,7,2,0,0,11,12,0,0,0,0,1181,373,0,0,0,0,1554,1,0,0,0,0,0,0,0,0,0,0,385,359,8560,9304,10861,0,0,0,951,1591,0,0,2102,4660,117,408,1213,0,424,373,0,1,7773,496,55,10859,0,0,0,0,19,0,0,0,72,0,0,91
Carthage Police Department,2017-05-01,Missouri,14292,MO04903,1,3,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,18,7,14,39,1,1,0,3,6,0,0,14,14,0,0,0,0,498,138,0,0,0,0,636,2486,0,0,0,0,0,0,0,0,0,0,423,743,48377,49543,55151,36640,62,0,1616,1372,0,0,2297,7555,158,109,7015,1,0,0,0,2486,40872,772,1252,52665,0,0,0,0,0,0,0,0,37,150,0,188
Carthage Police Department,2017-06-01,Missouri,14292,MO04903,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,11,10,11,32,1,2,0,4,3,0,0,5,17,0,0,0,0,0,3625,0,0,0,0,3625,1865,0,0,0,0,0,0,0,0,0,0,259,1171,12300,13730,21084,264,99,0,443,4321,0,0,988,7615,65,47,7585,0,118,0,0,1865,7158,0,2382,19219,0,0,0,0,0,0,0,0,0,0,0,0
Carthage Police Department,2017-07-01,Missouri,14292,MO04903,3,2,0,1,0,0,6,5,0,1,0,0,0,0,0,0,1,1,20,10,10,40,1,0,0,7,2,0,0,11,19,0,0,0,0,747,883,0,0,37,0,1667,63197,0,0,0,0,0,0,0,0,373,373,444,1022,7238,8704,137137,1,0,0,543,295,0,0,604,7261,425,73,1783,622,167,0,0,63197,5069,2234,373,73942,0,0,0,0,0,0,0,0,0,0,0,0
Carthage Police Department,2017-08-01,Missouri,14292,MO04903,1,0,0,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,17,15,11,43,2,2,0,8,0,0,0,10,21,0,0,0,0,0,1193,0,0,63,0,1257,7458,0,0,0,0,0,0,0,0,0,0,389,2032,7808,10229,26403,118,211,0,875,0,0,0,808,8217,476,48,702,1113,404,1310,0,7458,6874,558,0,18944,0,0,0,0,0,0,0,0,82,0,0,82
Carthage Police Department,2017-09-01,Missouri,14292,MO04903,2,1,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,19,19,9,47,1,6,0,3,2,0,0,17,18,0,0,0,0,746,1318,0,0,273,0,2337,4352,0,0,0,0,0,0,0,0,0,0,430,2647,10060,13137,24178,1,1187,0,1273,20,0,0,3748,6908,109,191,4509,1492,1778,124,0,4352,6427,844,0,19826,0,0,0,0,0,0,0,0,75,0,0,75
Carthage Police Department,2017-10-01,Missouri,14292,MO04903,6,7,0,1,0,0,14,2,0,1,0,0,0,0,0,0,0,0,26,16,13,55,1,3,0,1,0,0,0,27,23,0,0,0,0,3258,5742,0,0,0,0,9000,24863,0,0,0,0,0,0,0,0,0,0,631,2193,10639,13464,72189,373,566,0,124,0,0,0,4541,7860,82,250,914,3854,635,266,0,26106,14164,435,622,47326,0,0,0,0,0,0,0,0,0,0,0,0
