agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
Barre Police Department,2017-01-01,Vermont,8655,VT01201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,5,22,1,0,0,0,1,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,690,3643,4497,4497,99,0,0,0,62,0,0,139,4197,31,576,696,0,0,0,0,0,885,819,1490,4497,0,44,0,0,0,0,0,0,0,0,0,44
Barre Police Department,2017-02-01,Vermont,8655,VT01201,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,6,16,0,0,0,0,2,0,0,4,10,817,2735,0,0,0,0,3551,0,0,0,0,0,0,0,0,0,0,0,99,472,5171,5743,9294,0,0,0,0,124,0,0,81,5538,0,60,1873,0,0,0,0,0,4341,1156,1865,9294,0,0,0,0,0,0,0,0,0,0,0,0
Barre Police Department,2017-03-01,Vermont,8655,VT01201,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,15,6,8,29,2,0,0,1,0,0,0,11,15,0,1,0,62,0,0,63,0,0,0,0,0,0,0,0,0,0,0,199,675,6305,7179,7242,255,0,0,249,0,0,0,723,5952,46,818,199,0,15,1645,0,0,4209,310,1,7242,0,0,0,0,0,0,0,0,63,0,0,63
Barre Police Department,2017-04-01,Vermont,8655,VT01201,5,2,0,2,1,0,10,0,0,1,0,0,0,0,0,0,0,0,13,8,5,26,2,0,0,0,1,0,0,3,20,498,11178,0,20,595,0,12292,0,0,0,0,0,0,0,0,0,0,0,213,927,4551,5691,17982,1454,0,0,0,62,0,0,81,4093,149,686,1679,0,1,7844,0,0,2420,4481,721,17982,0,0,0,0,0,0,0,0,305,1343,0,1647
Barre Police Department,2017-05-01,Vermont,8655,VT01201,3,1,0,2,0,0,6,0,0,3,0,0,0,0,0,0,0,0,15,6,12,33,1,2,0,0,0,0,0,9,21,2486,6218,0,0,2144,0,10848,0,0,0,0,0,0,0,0,0,0,0,131,838,9710,10678,21526,461,249,0,0,0,0,0,215,9753,265,12,1522,746,2,3425,0,31,13346,1743,435,21526,0,0,0,746,0,0,0,0,0,0,0,746
Barre Police Department,2017-06-01,Vermont,8655,VT01201,4,2,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,20,13,6,39,2,4,0,0,3,0,1,8,21,4997,491,0,0,0,0,5488,0,0,0,0,0,0,0,0,0,0,0,226,1688,5187,7102,12590,3108,467,0,0,1655,0,12,97,1763,277,439,3300,497,303,1400,0,0,6013,249,112,12590,0,14,0,0,0,0,0,0,124,497,0,635
Barre Police Department,2017-07-01,Vermont,8655,VT01201,3,1,0,2,1,0,7,0,0,3,0,0,0,0,0,1,0,1,17,7,10,34,0,1,0,0,1,0,1,8,23,747,1032,0,267,124,0,2170,0,0,0,0,0,0,0,0,124,0,124,180,801,7795,8776,11071,0,124,0,0,1,0,311,68,8271,204,822,2203,482,0,62,0,0,5392,538,1367,11071,0,0,0,0,0,0,0,0,870,0,0,870
Barre Police Department,2017-08-01,Vermont,8655,VT01201,0,1,0,0,1,0,2,1,0,5,0,0,0,1,0,0,0,1,20,7,5,32,0,1,0,0,2,0,0,10,19,76,0,0,3384,0,0,3459,622,0,0,0,0,0,424,0,0,0,424,269,829,2915,4013,9139,0,1,0,0,193,0,0,348,3471,235,740,1392,0,140,0,0,622,1725,3632,31,8518,0,0,0,0,0,0,0,622,658,0,0,1279
Barre Police Department,2017-09-01,Vermont,8655,VT01201,1,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,13,9,12,34,1,1,0,1,0,0,0,9,22,0,249,0,0,312,0,561,0,0,0,0,0,0,0,0,0,0,0,219,804,12768,13791,14351,31,148,0,881,0,0,0,408,12323,885,782,5507,0,52,0,0,0,6802,323,0,14351,0,0,12,0,0,0,0,0,14,0,0,26
Barre Police Department,2017-10-01,Vermont,8655,VT01201,3,0,0,2,0,0,5,0,0,0,0,1,0,0,0,0,0,1,16,9,10,35,1,0,0,2,0,0,0,6,26,0,4415,0,0,62,0,4478,0,0,0,0,124,0,0,0,0,0,124,128,1188,20979,22296,26898,426,0,0,783,0,0,0,62,21024,0,423,2487,12964,12,1244,0,0,8306,1461,0,26898,0,0,0,0,0,0,0,0,0,0,0,0
