agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Saint Albans Police Department,2017-01-01,West Virginia,10476,WV02005,0,5,0,0,4,0,9,5,0,1,0,0,0,0,0,0,0,0,6,4,15,25,0,0,0,11,0,0,0,5,9,0,0,0,0,1790,0,0,5507,0,0,7297,69612,0,0,0,0,0,0,0,0,0,0,135,533,10790,11459,157980,0,0,0,6123,0,0,0,377,4959,3233,297,2113,1181,62,410,0,67126,12019,1181,745,88368,0,0,0,0,0,0,0,3109,93,0,0,3202
Saint Albans Police Department,2017-02-01,West Virginia,10476,WV02005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Saint Albans Police Department,2017-03-01,West Virginia,10476,WV02005,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,8,3,5,16,0,0,0,8,0,0,0,4,4,0,0,0,0,301,0,0,0,0,0,301,3729,0,0,0,0,0,0,0,0,0,0,155,360,10787,11303,19063,0,0,0,2622,0,0,0,408,8274,143,25,604,497,265,8007,0,3729,1691,0,373,15333,0,0,0,0,16,0,0,0,164,0,0,180
Saint Albans Police Department,2017-04-01,West Virginia,10476,WV02005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,142,1328,1499,1499,0,0,0,1328,0,0,0,172,0,62,82,0,0,0,0,0,0,1355,0,0,1499,0,0,0,0,0,0,0,0,0,0,0,0
Saint Albans Police Department,2017-05-01,West Virginia,10476,WV02005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,62,0,91,91,0,0,0,0,0,0,0,90,1,6,5,0,0,62,0,0,0,17,0,0,91,0,0,0,0,0,0,0,0,9,0,0,9
Saint Albans Police Department,2017-06-01,West Virginia,10476,WV02005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,62,1057,1131,1131,0,0,0,0,0,0,0,75,1057,12,0,0,0,0,0,0,0,497,622,0,1131,0,0,0,0,0,0,0,0,0,0,0,0
Saint Albans Police Department,2017-07-01,West Virginia,10476,WV02005,0,4,0,0,1,0,5,3,0,1,0,0,0,0,0,0,1,1,9,3,8,20,2,0,0,1,0,0,0,7,10,0,0,0,0,1430,0,0,0,0,0,1430,27350,0,0,0,0,0,0,0,0,435,435,91,516,12903,13510,70075,7,0,0,311,0,0,0,439,12753,0,1095,469,0,0,0,0,27350,9025,2859,1927,42724,0,0,0,0,0,0,0,1,661,0,0,663
Saint Albans Police Department,2017-08-01,West Virginia,10476,WV02005,0,6,0,0,1,0,7,3,0,1,0,0,0,0,0,0,1,1,13,4,10,27,0,0,0,9,1,0,0,9,8,0,0,0,0,5929,0,0,0,0,0,5929,4972,0,0,0,0,0,0,0,0,31,31,219,436,13126,13781,29686,0,0,0,2832,1865,0,0,450,8634,1170,40,476,622,116,2238,0,4351,12035,2921,746,24714,37,40,0,0,0,0,0,0,66,0,0,143
Saint Albans Police Department,2017-09-01,West Virginia,10476,WV02005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243,0,0,0,0,0,0,0,0,0,0,0,68,0,68,2555,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243,68,0,0,1311,0,0,0,0,0,0,0,0,0,0,0,0
Saint Albans Police Department,2017-10-01,West Virginia,10476,WV02005,0,4,0,0,1,0,5,8,0,1,0,0,0,0,0,0,0,0,6,3,10,19,0,0,0,6,0,0,0,5,8,0,0,0,0,1392,0,0,1032,0,0,2424,42889,0,0,0,0,0,0,0,0,0,0,97,328,11768,12193,100394,0,0,0,5063,0,0,0,199,6931,441,72,40,3106,41,1243,0,42889,9052,622,0,57506,186,0,0,0,0,0,0,4,1,0,0,191
