agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Caldwell Police Department,2017-01-01,Idaho,54345,ID01401,9,4,0,4,1,0,18,24,0,0,0,0,0,0,0,0,1,1,10,6,17,33,1,0,0,5,10,0,0,7,10,0,0,0,0,45641,4363,0,1834,16759,0,68597,212266,0,0,0,0,0,0,0,0,25,25,257,970,30488,31715,524868,342,0,0,3514,16010,0,0,515,11334,1942,782,15251,7171,0,35004,0,201532,44004,5114,1802,312602,25,53,0,0,0,3729,0,144375,2030,1554,137,151904
Caldwell Police Department,2017-02-01,Idaho,54345,ID01401,2,4,0,6,0,0,12,9,0,2,0,0,0,0,0,0,0,0,11,14,21,46,1,0,0,6,10,0,0,14,15,0,0,0,0,12139,640,0,0,8428,0,21207,72971,0,0,0,0,0,0,0,0,0,0,308,1569,33912,35789,202938,62,0,0,5818,11426,0,0,1688,16795,829,2000,6210,0,4854,12908,2486,69861,22285,5631,2903,129967,767,1124,20,0,0,62,0,65236,1714,0,1367,70291
Caldwell Police Department,2017-03-01,Idaho,54345,ID01401,3,2,0,7,2,0,14,11,0,0,0,0,0,0,0,0,0,0,11,7,22,40,3,1,0,7,9,0,0,12,8,0,0,0,0,1162,3253,0,622,18317,0,23354,89956,0,0,0,0,0,0,0,0,0,0,259,1236,55706,57200,260466,1753,249,0,21375,8080,0,0,2327,23417,1809,2121,21334,1616,2940,7057,0,80012,46092,4982,2548,170510,19,4,0,0,0,0,0,22395,1369,0,0,23786
Caldwell Police Department,2017-04-01,Idaho,54345,ID01401,10,7,0,11,0,0,28,11,0,1,0,1,0,0,0,0,0,1,10,8,22,40,1,2,0,8,6,0,0,5,18,0,0,0,0,11126,8997,0,0,14748,0,34871,78033,0,0,0,5003,0,0,0,0,0,5003,281,863,31447,32591,228530,62,385,0,4867,10893,0,0,1072,15312,275,893,6994,622,3529,9012,0,68246,56665,3033,1229,150498,0,66,0,0,252,0,0,51713,15950,0,124,68105
Caldwell Police Department,2017-05-01,Idaho,54345,ID01401,6,7,0,9,5,0,27,9,0,0,0,0,0,0,0,2,0,2,7,11,24,42,2,1,0,11,3,0,1,4,20,0,0,0,0,2108,23288,0,4214,35306,0,64916,40400,0,0,0,0,0,0,0,970,0,970,118,1640,43398,45156,191841,684,124,0,13415,920,0,578,1426,28009,3517,451,13486,5445,367,14755,155,38660,63510,7708,3387,151441,129,223,0,0,0,0,0,39032,1141,0,471,40997
Caldwell Police Department,2017-06-01,Idaho,54345,ID01401,12,5,0,6,0,0,23,8,0,0,0,0,0,1,0,0,0,1,9,9,21,39,1,1,0,11,5,0,0,5,16,0,0,0,0,4042,41959,0,0,38510,0,84512,47960,0,0,0,0,0,6,0,0,0,6,178,1248,76044,77470,257908,186,124,0,4362,25446,0,0,599,46752,4229,2000,1942,9099,37481,17024,0,40525,94659,2056,932,209948,0,362,0,0,16579,0,0,18397,14068,210,445,50061
Caldwell Police Department,2017-07-01,Idaho,54345,ID01401,6,9,0,11,1,0,27,15,0,1,0,0,0,0,0,0,1,1,14,18,30,62,1,0,0,23,8,0,0,8,22,0,0,0,0,9110,2337,0,0,18769,0,30217,106284,0,0,0,0,0,0,0,0,249,249,285,1970,40712,42967,286000,12,0,0,14400,6888,0,0,278,21388,1467,1558,5102,982,4147,5258,0,105538,39710,13817,2138,179716,86,63,311,622,112,994,0,76325,3251,0,1119,82882
Caldwell Police Department,2017-08-01,Idaho,54345,ID01401,5,14,0,7,0,0,26,9,0,0,0,0,0,0,0,0,0,0,11,19,34,64,0,5,0,24,7,0,1,7,20,0,0,0,0,20785,7676,0,0,11137,0,39598,53912,0,0,0,0,0,0,0,0,0,0,275,2916,47165,50356,197778,0,1068,0,16432,10356,0,87,1219,21193,3681,1744,2986,4560,5144,7831,0,50655,52212,5545,9508,143866,93,247,0,684,426,0,0,30207,518,0,0,32176
Caldwell Police Department,2017-09-01,Idaho,54345,ID01401,11,12,0,15,3,0,41,11,0,0,0,0,0,0,0,0,0,0,21,18,49,88,2,0,0,48,5,0,0,11,22,0,0,0,0,41522,8106,0,311,23364,0,73303,186051,0,0,0,0,0,0,0,0,0,0,521,1913,104071,106505,551910,34,0,0,58995,15521,0,0,1147,30808,3808,879,34172,18956,643,38161,0,188947,72501,7867,3655,369588,230,17,12,622,0,0,0,165950,5641,2300,0,174772
Caldwell Police Department,2017-10-01,Idaho,54345,ID01401,11,6,0,6,1,0,24,7,0,1,0,0,0,0,0,0,0,0,20,16,40,76,6,3,0,29,9,0,0,8,21,0,0,0,0,4308,42225,0,373,7237,0,54143,37114,0,0,0,0,0,0,0,0,0,0,497,1867,42805,45170,173542,1065,622,0,17433,5522,0,0,1078,19450,6750,879,25548,10939,0,13357,0,37893,35112,4575,1476,136527,297,19,90,3108,0,0,0,14902,7476,0,44,25934
