agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total
Livingston Police,2017-01-01,New Jersey,29987,NJ00710,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,12,16,0,0,0,1,4,0,0,10,1,0,1,1,0,0,701,0,0,0,0,701,44502,0,0,0,0,0,0,0,0,0,0,2,549,20137,20688,110394,0,0,0,2362,8131,0,0,8890,1305,6049,0,1430,0,0,0,0,43508,14906,0,0,65892,3252,0,0,0,0,0,0,43508,2844,0,0,49604
Livingston Police,2017-02-01,New Jersey,29987,NJ00710,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,4,7,14,25,0,1,0,15,0,0,0,6,3,2,2,4,0,0,0,0,186,0,0,186,231013,0,0,0,0,0,0,0,0,0,0,27,968,16605,17601,479813,0,622,0,4235,0,0,0,5124,7620,6817,0,845,0,0,7071,0,229969,4098,0,0,248800,4517,0,0,0,0,109,0,229969,124,0,0,234720
Livingston Police,2017-03-01,New Jersey,29987,NJ00710,2,3,1,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,2,4,16,22,0,0,0,2,7,0,0,8,5,0,4,4,0,23929,2610,124,0,0,0,26664,453722,0,0,0,0,0,0,0,0,0,0,107,609,17921,18637,952745,0,0,0,2735,9133,0,0,5082,1688,4511,0,7033,0,0,23308,0,453722,10449,0,0,499023,3771,0,0,0,0,0,0,453722,5419,0,0,462912
Livingston Police,2017-04-01,New Jersey,29987,NJ00710,0,3,0,0,0,1,4,0,0,0,0,2,0,0,1,0,0,3,2,4,15,21,0,1,0,0,1,0,0,11,8,0,0,0,0,1268,0,0,0,0,0,1268,0,0,0,0,341,0,0,590,0,0,931,65,541,18350,18956,21155,0,2983,0,0,46,0,0,10600,5327,8902,0,1113,0,0,3042,0,0,8099,0,0,21155,2748,0,0,0,0,1550,0,0,1081,0,0,5380
Livingston Police,2017-05-01,New Jersey,29987,NJ00710,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4,3,19,26,0,0,0,3,2,0,0,14,7,1,2,3,0,0,0,12431,0,0,0,12431,118092,0,0,0,0,0,0,0,0,0,0,134,420,48520,49074,297689,0,0,0,3821,1293,0,0,36514,7446,3109,0,12916,0,0,0,0,118092,45480,0,0,179597,2771,0,0,0,0,0,0,118092,319,0,0,121182
Livingston Police,2017-06-01,New Jersey,29987,NJ00710,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,7,1,13,21,0,0,0,9,1,0,0,8,3,0,1,1,0,0,0,0,0,0,0,0,12431,0,0,0,225,0,0,0,0,0,225,126,68,36152,36346,61433,0,0,0,18573,4724,0,0,12285,764,8863,0,646,0,0,6340,0,12431,20722,0,0,49002,1684,0,0,0,0,0,0,12431,0,0,0,14115
Livingston Police,2017-07-01,New Jersey,29987,NJ00710,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,16,24,0,0,0,2,1,0,0,16,5,0,1,1,0,0,0,0,0,0,0,0,62154,0,0,0,0,0,0,0,0,0,0,9,1043,20160,21212,145519,0,0,0,2772,435,0,0,14014,3990,9490,0,622,0,0,1028,0,62154,10073,0,0,83365,9490,0,0,0,0,904,0,62154,2136,0,0,74683
Livingston Police,2017-08-01,New Jersey,29987,NJ00710,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,19,29,0,1,0,3,2,0,0,15,8,0,0,0,0,0,0,0,0,186,0,186,0,0,0,0,0,0,0,0,0,0,0,12,968,34428,35409,35595,0,249,0,13264,137,0,0,11628,10132,6898,0,4258,0,0,8813,0,0,15627,0,0,35595,6470,0,112,0,0,112,0,0,3745,0,0,10439
Livingston Police,2017-09-01,New Jersey,29987,NJ00710,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,8,10,9,27,0,0,0,10,0,0,0,12,5,0,0,0,0,0,0,0,373,0,124,497,0,0,0,0,0,0,0,0,0,0,0,129,1657,9511,11297,11794,0,0,0,3922,0,0,0,3994,3381,3857,0,131,0,0,55,0,0,7752,0,0,11794,3857,0,0,0,0,55,0,0,82,0,0,3994
Livingston Police,2017-10-01,New Jersey,29987,NJ00710,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,7,21,31,0,0,0,8,3,0,0,16,4,0,1,1,0,0,0,0,0,0,0,0,43508,0,0,0,0,0,0,0,0,0,0,37,878,91176,92091,179106,0,0,0,5482,7783,0,0,24931,53895,8477,0,522,0,0,54235,0,43508,28857,0,0,135598,3504,0,0,0,0,1094,0,24861,7458,0,0,36918
