agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total,price,in_2023_dollars
Lawrenceburg Police Department,2017-01-01,Tennessee,10780,TN05001,5,6,0,2,0,0,13,1,0,2,0,0,0,1,0,0,0,1,6,11,11,28,1,1,0,1,7,0,0,13,5,0,0,0,0,53585,8422,0,0,3854,0,65861,12431,0,0,0,0,0,362,0,0,0,362,83,1273,5116,6473,97556,746,124,0,75,1347,0,0,3433,747,671,1292,10821,0,13216,12555,0,12431,25080,1205,7855,85126,164,635,0,0,383,0,0,12431,895,62,53,14624,1,1.24307319386626
Lawrenceburg Police Department,2017-02-01,Tennessee,10780,TN05001,3,3,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,5,14,10,29,1,0,0,4,8,0,0,11,5,0,0,0,0,4486,1105,0,0,0,0,5591,1243,0,0,0,0,0,0,0,0,0,0,209,1508,19795,21511,29589,61,0,0,1212,18583,0,0,901,755,378,347,2005,2083,190,16179,0,1243,4852,653,479,28408,264,158,124,0,65,19,0,0,604,0,0,1233,1,1.24307319386626
Lawrenceburg Police Department,2017-03-01,Tennessee,10780,TN05001,3,2,0,2,4,0,11,1,0,0,0,0,0,0,0,0,0,0,8,7,18,33,0,2,0,2,9,0,0,13,7,0,0,0,0,957,6178,0,5041,74586,0,86762,12431,0,0,0,0,0,0,0,0,0,0,254,835,14018,15107,126730,0,342,0,1109,3738,0,0,3106,6812,1159,1858,2961,373,6423,480,0,16471,83142,501,932,114299,237,917,0,0,67,256,0,0,266,4,55,1802,1,1.24307319386626
Lawrenceburg Police Department,2017-04-01,Tennessee,10780,TN05001,5,1,0,6,3,0,15,2,0,0,0,0,0,0,0,0,0,0,6,6,13,25,1,0,0,3,11,0,0,9,1,0,0,0,0,4972,2434,0,31,2342,0,9779,14917,0,0,0,0,0,0,0,0,0,0,215,584,20232,21032,60645,62,0,0,2083,17792,0,0,1072,22,1203,880,2454,4351,15,6843,0,14917,14197,853,15,45728,229,56,102,0,12,68,0,22375,871,0,15,23729,1,1.24307319386626
Lawrenceburg Police Department,2017-05-01,Tennessee,10780,TN05001,2,2,0,1,0,0,5,1,0,2,0,0,0,0,0,0,0,0,13,7,16,36,1,2,0,3,9,0,0,19,2,0,0,0,0,311,4475,0,0,29647,0,34433,3791,0,273,0,0,0,0,0,0,0,0,385,965,24735,26085,68374,1865,280,0,2387,16049,0,0,3391,2113,497,584,11934,373,387,114,0,9323,37489,2177,1705,64583,77,149,0,0,179,0,0,4972,561,0,283,6222,1,1.24307319386626
Lawrenceburg Police Department,2017-06-01,Tennessee,10780,TN05001,2,3,0,0,1,0,6,3,0,1,0,0,0,1,0,0,0,1,9,17,17,43,1,1,0,12,8,0,0,16,5,0,0,0,0,2005,2504,0,2670,0,0,7179,11188,0,0,0,0,0,0,0,0,0,0,311,2203,16600,19113,48668,67,186,0,9384,2272,0,0,3008,4195,807,429,9096,373,1018,25,0,11809,12919,1004,0,37480,347,168,0,0,225,25,0,4972,2430,128,0,8295,1,1.24307319386626
Lawrenceburg Police Department,2017-07-01,Tennessee,10780,TN05001,0,7,0,1,0,0,8,0,0,2,0,0,0,0,0,0,0,0,4,13,19,36,1,3,0,10,11,0,0,8,3,0,0,0,0,4459,0,0,0,454,0,4913,0,0,0,0,0,0,0,0,0,0,0,106,1481,12605,14191,19104,92,1193,0,2533,6935,0,0,2342,1095,1473,834,1275,2113,1188,1952,0,0,6036,839,3392,19104,199,138,0,0,31,0,0,0,1192,87,0,1647,1,1.24307319386626
Lawrenceburg Police Department,2017-08-01,Tennessee,10780,TN05001,6,3,0,0,1,0,10,6,0,1,0,0,0,0,0,0,0,0,4,15,15,34,0,2,0,8,9,0,0,11,4,0,0,0,0,162,2425,0,0,0,0,2587,36422,0,0,0,0,0,0,0,0,0,0,147,2105,21728,23979,99410,0,162,0,4372,15223,0,0,2694,1529,1287,1650,1572,1957,4137,17,0,32196,17314,746,2113,62988,1137,962,1,373,408,17,0,4351,2105,124,12,9491,1,1.24307319386626
Lawrenceburg Police Department,2017-09-01,Tennessee,10780,TN05001,3,2,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,5,9,13,27,1,2,0,7,9,0,0,6,2,0,0,0,0,0,8664,0,497,12,0,9174,0,0,0,0,0,0,0,0,0,0,0,109,1152,12985,14247,23421,50,368,0,3589,8414,0,0,583,1243,4561,87,3936,93,4034,35,0,0,5998,336,4578,23657,53,45,0,559,0,10,0,0,185,336,1703,2891,1,1.24307319386626
Lawrenceburg Police Department,2017-10-01,Tennessee,10780,TN05001,6,7,0,0,4,0,17,6,0,0,0,0,0,0,0,0,0,0,18,20,16,54,1,1,0,17,6,0,0,25,4,0,0,0,0,4418,2051,0,592,0,0,7061,171631,0,0,0,0,0,0,0,0,0,0,603,2777,13595,16975,367298,149,373,0,10360,3592,0,0,2351,150,2239,584,5598,1722,687,1719,0,166572,9764,4736,2046,195667,527,88,594,0,24,56,0,18646,2080,1492,398,23904,1,1.24307319386626
