agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
Milan Police Department,2023-12-01,Michigan,3782,MI81584,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,10,10,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,120000000,0,0,0,121,200000000,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,100000000,0,0,0,0,0,10,0,0,10000000,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milan Police Department,2023-11-01,Michigan,3782,MI81584,0,0,0,0,100000,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,1000000,0,0,0,0,0,0,0,10000000,100,0,1000,0,20000,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,0,0,0,0,12,0,110000000,12,0,10,0,0,0,110000,0,12130000,0,0,0,0,0,0
Milan Police Department,2023-10-01,Michigan,3782,MI81584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
Milan Police Department,2023-09-01,Michigan,3782,MI81584,0,0,0,0,0,0,0,0,0,0,3,0,0,0,528,5000000,0,5000531,0,0,0,0,0,0,0,0,0,0,0,0,0,45000000,97,800000000,0,0,0,0,0,0,0,800000000,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,1,0,0,100,0,0,0,0,1000,0
Milan Police Department,2023-08-01,Michigan,3782,MI81584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,100,40000,0,0,2000,0,10000000,0,0,0,0,0,0,0,0,100000,100000000,20000001,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780000000,0,0,9,780000000,8,0,1000,9780000,0,0,0
Milan Police Department,2023-07-01,Michigan,3782,MI81584,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,87000,0,0,6587,0,0,0,0,0,0,0,0,0,0,0,6,0,0,587000000,0,0,0,0,0,0,0,0,0,0,0,0,870000000,0,0,0,0,0,0,6500,0,0,0,0,0,0,0,0,87000,0,6,0,0,587000000
Milan Police Department,2023-06-01,Michigan,3782,MI81584,0,0,0,0,0,29000,29000,0,0,0,0,0,290,2900,0,2,0,3192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200000000,900000000,0,0,0,0,0,0,0,0,0,0,700000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,100000,0,0,0,0,0,0,22,0,0,100000,0,0,0,0,10000000,0,200,0,0,0
Milan Police Department,2023-05-01,Michigan,3782,MI81584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,200,0,0,20000,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milan Police Department,2023-04-01,Michigan,3782,MI81584,0,0,0,10000,0,0,10000,0,0,0,10000,0,0,0,0,0,10000,20000,0,0,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,50000,0,1,0,0,550000000,0,0,1550,0,0,0,15000,0,0,0,0,0,0,0,500,0,0,1500000,0,0,0,50,0,0,0,0,0,0
Milan Police Department,2023-03-01,Michigan,3782,MI81584,10,0,3000000,0,0,0,3000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3000000,0,0,0,0,0,0,0,0,0,0,0,8,600000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000000,0,10,0,1,700000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,2,0,0
