agency,year,state,population,ORI,offenses_burg_resident_day,offenses_burg_resident_night,offenses_burg_resident_unk,offenses_burg_nonresident_day,offenses_burg_nonresident_night,offenses_burg_nonresident_unk,offenses_burg_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_misc,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_pick_pocket,offenses_theft_purse_snatch,offenses_theft_shoplift,offenses_theft_all_other,auto_stolen_recover_local,auto_stolen_recovered_other,auto_theft_total,auto_stole_oth_recover_local,value_burg_resident_night,value_burg_resident_day,value_burg_resident_unk,value_burg_nonresident_night,value_burg_nonresident_day,value_burg_nonresident_unk,value_burg_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_misc,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_pick_pocket,value_theft_purse_snatch,value_theft_shoplift,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewel_metal,value_stolen_livestock,value_stolen_local_mtr_veh,value_stolen_misc,value_stolen_office_equip,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_house_good,value_recovered_jewel_metal,value_recovered_livestock,value_recovered_local_mtv_veh,value_recovered_misc,value_recovered_office_equip,value_recovered_tv_and_radio,value_recovered_total,price,in_2023_dollars
York Area Regional Police Department,2017-01-01,Pennsylvania,55256,PA06732,2,0,0,0,0,1,3,0,0,2,0,0,1,0,0,0,0,1,24,12,12,48,1,0,0,31,4,0,0,6,6,0,0,0,0,0,996,0,0,0,1,997,0,0,0,0,0,124,0,0,0,0,124,491,1451,12367,14309,15430,5,0,0,3330,8060,0,0,1866,1048,1003,717,1701,2175,495,0,0,0,8668,236,435,15430,21,40,9,435,451,0,0,0,25,186,0,1167,1,1.24307319386626
York Area Regional Police Department,2017-02-01,Pennsylvania,55256,PA06732,3,0,0,0,3,0,6,3,0,0,1,0,0,0,0,0,0,1,6,6,14,26,0,1,0,11,5,0,0,1,8,0,1,1,0,0,3993,0,1928,0,0,5921,54938,0,0,2921,0,0,0,0,0,0,2921,112,784,24036,24932,143650,0,311,0,6716,13078,0,0,27,4800,462,0,9902,0,0,14177,0,58294,4290,1586,0,88712,62,0,3051,994,0,1958,0,1243,1101,0,0,8409,1,1.24307319386626
York Area Regional Police Department,2017-03-01,Pennsylvania,55256,PA06732,3,3,1,1,0,0,8,0,0,1,0,0,3,0,0,0,0,3,10,6,7,23,1,0,0,8,5,0,0,4,5,0,0,0,0,30643,2052,1,0,1,0,32698,0,0,0,0,0,2506,0,0,0,0,2506,280,866,117293,118439,153643,476,0,0,4337,1065,0,0,479,112082,184,627,25335,496,108,2088,0,6837,117626,31,311,153643,0,0,546,0,96,0,0,0,1369,0,0,2010,1,1.24307319386626
York Area Regional Police Department,2017-04-01,Pennsylvania,55256,PA06732,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,6,3,7,16,0,1,0,1,1,0,0,4,9,0,0,0,0,0,0,486,0,0,0,486,622,0,0,0,0,0,0,0,0,0,0,106,314,5226,5646,7375,0,124,0,25,124,0,0,1580,3793,537,1344,357,0,11,0,0,622,3262,622,0,6754,0,66,0,0,11,0,0,0,0,497,0,574,1,1.24307319386626
York Area Regional Police Department,2017-05-01,Pennsylvania,55256,PA06732,3,0,0,0,1,1,5,1,0,4,0,0,0,1,0,1,0,2,11,8,7,26,0,1,4,2,5,0,0,6,8,0,0,0,0,0,3588,0,622,0,6834,11043,24861,0,0,0,0,0,448,0,1,0,449,174,997,32739,33910,95125,0,186,162,6,924,0,0,148,32484,670,56,31782,1740,19,1826,0,24861,9309,0,0,70263,0,37,1,0,0,0,0,0,1019,0,0,1058,1,1.24307319386626
York Area Regional Police Department,2017-06-01,Pennsylvania,55256,PA06732,2,1,2,1,1,0,7,2,0,1,0,1,0,0,0,0,0,1,7,10,15,32,3,1,1,9,6,0,0,5,7,0,0,0,0,1,2683,809,1,1,0,3496,5345,0,0,0,1,0,0,0,0,0,1,123,1448,29293,30864,45051,13848,311,4,5029,6377,0,0,834,4461,497,278,1921,584,41,6029,0,5345,23620,1304,87,39706,0,12,1,0,37,0,0,373,808,124,3108,4464,1,1.24307319386626
York Area Regional Police Department,2017-07-01,Pennsylvania,55256,PA06732,3,1,2,1,1,0,8,2,0,0,1,1,0,0,0,0,0,2,15,9,11,35,0,2,1,21,5,0,0,1,5,0,3,3,0,1,809,27722,1,373,0,28906,1367,0,0,1236,245,0,0,0,0,0,1481,368,871,20762,22001,55123,0,137,1,5346,3963,0,0,15,12539,1083,16,2541,3254,636,30928,0,1367,12811,1119,0,53755,157,0,926,0,15,0,0,6340,1,0,0,7439,1,1.24307319386626
York Area Regional Police Department,2017-08-01,Pennsylvania,55256,PA06732,3,1,2,0,5,1,12,3,0,2,1,0,2,0,0,1,1,5,10,10,15,35,1,0,0,10,6,0,0,6,12,0,1,1,0,1,2506,3288,2658,0,6215,14668,36049,0,0,3993,0,364,0,0,0,500,4857,201,2373,18120,20695,112318,48,0,0,4854,11171,0,0,98,4522,568,5,7843,1119,6356,9510,0,36049,6976,5482,2362,76269,275,0,608,1244,6215,0,0,32320,1498,1865,373,44398,1,1.24307319386626
York Area Regional Police Department,2017-09-01,Pennsylvania,55256,PA06732,3,1,1,0,3,0,8,1,0,1,1,0,0,0,0,1,0,2,8,6,13,27,0,1,0,6,5,0,0,6,9,0,1,1,0,1,6328,373,375,0,0,7078,31077,0,0,1101,0,0,0,0,186,0,1288,90,643,18140,18872,89392,0,123,0,1244,6818,0,0,245,10442,454,11,4852,4351,725,497,0,31077,12775,3574,0,58315,0,1,1601,0,111,0,0,31077,62,0,0,32852,1,1.24307319386626
York Area Regional Police Department,2017-10-01,Pennsylvania,55256,PA06732,1,0,1,0,2,0,4,1,0,2,0,1,0,0,0,1,0,2,11,8,14,33,0,1,0,2,11,0,1,10,8,0,0,0,0,0,1493,1,8266,0,0,9761,1492,0,0,0,74584,0,0,0,0,0,74584,111,788,26965,27863,115192,0,124,0,5,5908,0,162,656,21008,814,209,1459,1430,495,1367,0,76076,31850,0,0,113700,454,24,1,1032,41,0,0,74584,1119,0,0,77255,1,1.24307319386626
