agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
London Police Department,2017-01-01,Kentucky,8184,KY06301,2,0,0,2,2,0,6,3,0,2,0,1,0,0,0,0,0,1,11,6,15,32,0,1,0,2,0,0,0,15,14,0,2116,0,7770,3108,0,12994,19889,0,0,0,746,0,0,0,0,0,746,139,861,13742,14743,68261,0,622,0,5128,0,0,0,2160,6833,777,619,1193,0,0,250,0,19889,23530,746,1367,48372,341,29,0,0,0,0,0,0,7460,0,0,7829
London Police Department,2017-02-01,Kentucky,8184,KY06301,0,0,0,39,1,0,40,3,0,0,0,0,1,0,0,0,0,1,10,4,5,19,1,0,0,3,0,0,0,9,6,0,0,0,1113,746,0,1858,29834,0,0,0,0,481,0,0,0,0,481,242,595,7477,8315,70322,155,0,0,3282,0,0,0,554,4323,1616,0,549,1,25,0,0,29834,7593,249,622,40488,0,0,0,0,25,0,0,4972,1773,62,0,6832
London Police Department,2017-03-01,Kentucky,8184,KY06301,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,4,4,10,18,1,0,0,1,0,0,0,7,9,0,13694,0,0,0,0,13694,8080,0,0,0,0,0,0,0,0,0,0,132,379,26985,27496,57349,746,0,0,1504,0,0,0,356,24890,390,24,0,497,12861,1865,0,8080,19363,4525,1664,49269,80,24,0,0,0,0,0,0,1651,0,0,1754
London Police Department,2017-04-01,Kentucky,8184,KY06301,1,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,5,6,6,17,0,0,0,0,0,0,0,11,6,0,0,0,3860,0,0,3860,0,0,0,0,0,0,0,711,0,0,711,119,584,4056,4760,9331,0,0,0,0,0,0,0,1298,3462,94,58,2277,0,0,0,0,0,6403,0,497,9331,76,58,1492,0,0,0,0,0,838,0,0,2464
London Police Department,2017-05-01,Kentucky,8184,KY06301,2,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,4,9,11,24,0,0,0,3,0,0,0,8,13,0,22375,0,0,0,0,22375,95108,0,0,0,0,0,0,0,0,0,0,149,1330,57056,58535,271125,0,0,0,14073,0,0,0,1258,43204,0,128,833,0,497,22531,0,92609,59047,373,0,176018,0,103,0,0,0,155,0,0,1922,0,0,2180
London Police Department,2017-06-01,Kentucky,8184,KY06301,1,2,1,1,0,0,5,6,0,1,0,0,1,0,0,0,0,1,9,6,7,22,0,0,0,3,0,0,0,9,10,311,273,870,0,1492,0,2946,36096,0,0,0,0,1972,0,0,0,0,1972,129,663,5379,6171,83281,0,0,0,783,0,0,0,392,4996,531,224,150,1678,1492,334,0,36096,4171,2384,124,47185,96,0,0,0,0,24,0,3729,460,0,0,4308
London Police Department,2017-07-01,Kentucky,8184,KY06301,2,1,0,2,1,0,6,4,0,0,0,0,0,0,0,0,0,0,2,6,12,20,1,0,0,2,0,0,1,4,12,518,9807,0,932,3070,0,14328,20139,0,0,0,0,0,0,0,0,0,0,55,866,19330,20251,74857,1865,0,0,803,0,0,423,1954,15207,1105,764,19196,956,236,789,0,18026,13397,0,249,54718,794,86,0,0,236,0,0,0,85,0,0,1201
London Police Department,2017-08-01,Kentucky,8184,KY06301,1,0,0,0,1,0,2,2,0,2,0,0,0,0,1,0,0,1,4,4,5,13,0,0,0,1,0,0,0,7,5,0,0,0,0,0,0,0,6215,0,0,0,0,0,0,0,0,0,0,106,507,3267,3880,16310,0,0,0,50,0,0,0,563,3267,608,2,91,311,0,0,0,6215,2464,62,342,10095,241,2,0,0,0,0,0,0,201,0,0,445
London Police Department,2017-09-01,Kentucky,8184,KY06301,2,1,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,4,4,15,23,1,0,0,1,0,0,0,9,12,0,1914,0,1865,0,0,3779,13052,0,0,0,0,0,0,0,0,0,0,128,552,39496,40176,70060,1119,0,0,441,0,0,0,2184,36432,5585,392,8470,1274,1243,2996,0,13052,22547,0,1448,57007,58,392,0,0,0,199,0,0,292,0,0,941
London Police Department,2017-10-01,Kentucky,8184,KY06301,0,0,0,0,4,0,4,3,0,0,1,0,0,0,0,0,1,2,4,1,7,12,0,0,0,2,0,0,0,4,6,0,0,0,276,0,0,276,41643,0,0,20232,0,0,0,0,0,2239,22471,85,72,10418,10575,116608,0,0,0,2,0,0,0,404,10168,0,32,22743,1243,0,4972,0,41643,4020,311,0,74965,0,32,0,0,0,0,0,0,373,0,0,405
