agency,year,state,population,ORI,offenses_burglary_resident_day,offenses_burglary_resident_night,offenses_burglary_resident_unknown,offenses_burglary_nonresident_day,offenses_burglary_nonresident_night,offenses_burglary_nonresident_unknown,offenses_burglary_total,offenses_motor_vehicle_theft,offenses_murder,offenses_rape,offenses_robbery_bank,offenses_robbery_chain_store,offenses_robbery_gas_station,offenses_robbery_highway,offenses_robbery_house,offenses_robbery_miscellaneous,offenses_robbery_residence,offenses_robbery_total,offenses_theft_under_50,offenses_theft_50_to_200,offenses_theft_over_200,offenses_theft_total,offenses_theft_auto_part,offenses_theft_bicycle,offenses_theft_coin_machine,offenses_theft_from_auto,offenses_theft_from_building,offenses_theft_picking_pocket,offenses_theft_purse_snatching,offenses_theft_shoplifting,offenses_theft_all_other,value_burglary_resident_night,value_burglary_resident_day,value_burglary_resident_unknown,value_burglary_nonresident_night,value_burglary_nonresident_day,value_burglary_nonresident_unknown,value_burglary_total,value_motor_vehicle_theft,value_murder,value_rape,value_robbery_bank,value_robbery_chain_store,value_robbery_gas_station,value_robbery_highway,value_robbery_house,value_robbery_miscellaneous,value_robbery_residence,value_robbery_total,value_theft_under_50,value_theft_50_to_200,value_theft_over_200,value_theft_total,value_total_all_values,value_theft_auto_part,value_theft_bicycle,value_theft_coin_machine,value_theft_from_auto,value_theft_from_building,value_theft_picking_pocket,value_theft_purse_snatching,value_theft_shoplifting,value_theft_all_other,value_stolen_clothing_or_fur,value_stolen_consumable_good,value_stolen_currency,value_stolen_guns,value_stolen_household_good,value_stolen_jewelry_metal,value_stolen_livestock,value_stolen_local_motor_vehicle,value_stolen_miscellaneous,value_stolen_office_equipment,value_stolen_tv_and_radio,value_stolen_total,value_recovered_clothing_or_fur,value_recovered_consumable_good,value_recovered_currency,value_recovered_guns,value_recovered_household_good,value_recovered_jewelry_metal,value_recovered_livestock,value_recovered_local_motor_vehicle,value_recovered_miscellaneous,value_recovered_office_equipment,value_recovered_tv_and_radio,value_recovered_total
Winters Police Department,2017-01-01,Texas,2529,TX20003,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,0,0,0,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,870,875,0,0,0,0,0,0,0,0,0,0,0,0
Winters Police Department,2017-02-01,Texas,2529,TX20003,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,285,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,249,249,533,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,533,0,0,533,0,0,0,0,0,0,0,0,249,0,0,249
Winters Police Department,2017-03-01,Texas,2529,TX20003,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1181,0,0,1181,622,0,0,0,0,0,0,0,0,0,0,0,0,858,858,3282,0,0,0,0,858,0,0,0,0,0,0,0,0,423,0,0,622,186,1430,0,2660,0,0,0,0,0,0,0,0,0,435,0,435
Winters Police Department,2017-04-01,Texas,2529,TX20003,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,379,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,5097,5097,5476,0,0,0,0,5097,0,0,0,0,0,0,0,0,379,0,0,0,5097,0,0,5476,0,0,0,0,0,0,0,0,0,0,0,0
Winters Police Department,2017-05-01,Texas,2529,TX20003,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,87,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1788,1788,1875,0,0,0,0,0,0,0,296,1492,0,25,296,0,0,0,0,0,1554,0,0,1875,0,25,0,0,0,0,0,0,746,0,0,771
Winters Police Department,2017-06-01,Texas,2529,TX20003,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,114,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,835,835,950,0,298,0,0,537,0,0,0,0,0,114,537,0,0,0,0,0,298,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0
Winters Police Department,2017-07-01,Texas,2529,TX20003,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,931,0,0,731,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,978,978,2640,0,123,0,0,0,0,0,0,855,0,0,0,620,0,0,0,0,1089,0,931,2640,0,0,0,0,0,0,0,0,0,0,0,0
Winters Police Department,2017-08-01,Texas,2529,TX20003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,12995,13119,13119,0,0,0,0,12995,0,0,0,124,0,0,12746,0,0,124,0,0,249,0,0,13119,0,0,0,0,0,0,0,0,0,0,0,0
Winters Police Department,2017-09-01,Texas,2529,TX20003,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0
Winters Police Department,2017-10-01,Texas,2529,TX20003,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,81,32320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32320,81,0,0,32401,0,0,0,0,0,0,0,0,0,0,0,0
