county,state,year,number_of_inmates_booked,average_daily_population
Morgan,Illinois,2016,1786,44.3
Morgan,Illinois,2015,1755,35.7
Morgan,Illinois,2014,1781,32.7
Morgan,Illinois,2013,1898,33.3
Morgan,Illinois,2012,2123,47.7
Morgan,Illinois,2011,1947,47.7
Morgan,Illinois,2010,2028,38.8
Morgan,Illinois,2009,2325,44.2
Morgan,Illinois,2008,2322,44
Morgan,Illinois,2007,2428,50.5
Morgan,Illinois,2006,2141,53.8
Morgan,Illinois,2005,2243,48.8
Morgan,Illinois,2004,2327,57.8
Morgan,Illinois,2003,2290,52.1
Morgan,Illinois,2002,2178,48.9
Morgan,Illinois,2001,2036,44.4
Morgan,Illinois,2000,2122,46.9
Morgan,Illinois,1999,1900,45.9
Morgan,Illinois,1998,1496,52
Morgan,Illinois,1997,1667,50
Morgan,Illinois,1996,1566,56
Morgan,Illinois,1995,1424,78
Morgan,Illinois,1994,1368.2,67.5
Morgan,Illinois,1993,1312.5,57
Morgan,Illinois,1992,1256.8,46.5
Morgan,Illinois,1991,1201,36
Morgan,Illinois,1990,988,33.8
Morgan,Illinois,1989,887,31
Morgan,Illinois,1988,974,32
Morgan,Illinois,1987,1019,33
Morgan,Illinois,1986,911,23
Morgan,Illinois,1985,889,20
Morgan,Illinois,1984,547,12
Morgan,Illinois,1983,704,9
Morgan,Illinois,1982,634,7
Morgan,Illinois,1981,523,10
