county,state,year,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Lake,California,2019-09-01,154,29,94,19,296,158,88,246,25,25,50,308,112,42,95,0,303,4,18,29,0,0,0,0,0,0,0,0,299,0,0,0,,,,,,,
Lake,California,2019-08-01,161,26,89,19,295,160,79,239,27,29,56,313,116,39,102,0,305,8,15,46,0,0,0,0,0,0,0,0,351,0,0,0,,,,,,,
Lake,California,2019-07-01,144,28,87,22,281,143,81,224,29,28,57,294,121,26,93,0,545,4,17,22,0,0,0,0,0,0,0,0,376,0,0,0,,,,,,,
Lake,California,2019-06-01,134,25,97,17,273,136,80,216,23,34,57,292,119,35,108,0,454,0,9,36,0,0,0,0,0,0,0,0,338,0,0,0,,,,,,,
Lake,California,2019-05-01,131,25,90,22,268,137,76,213,19,36,55,292,167,37,106,0,465,3,8,36,0,0,0,0,0,0,0,0,319,0,0,0,,,,,,,
Lake,California,2019-04-01,130,19,101,22,272,133,85,218,16,38,54,289,122,39,112,0,415,15,7,24,0,0,0,0,0,0,0,0,280,0,0,0,,,,,,,
Lake,California,2019-03-01,111,13,107,25,256,108,98,206,16,34,50,287,124,41,107,0,433,0,6,45,0,0,0,0,0,0,0,0,311,0,0,0,,,,,,,
Lake,California,2019-02-01,122,15,107,31,275,120,95,215,17,43,60,304,138,43,110,0,422,1,8,24,0,0,0,0,0,0,0,0,268,0,0,0,,,,,,,
Lake,California,2019-01-01,121,19,122,32,294,120,100,220,20,54,74,327,108,47,41,0,443,2,0,26,0,0,0,0,0,0,1,0,291,0,0,0,,,,,,,
Lake,California,2018-12-01,126,18,114,27,285,118,97,215,26,44,70,325,110,42,39,0,473,1,0,37,0,0,0,0,0,0,1,0,302,0,0,0,,,,,,,
Lake,California,2018-11-01,120,22,106,27,275,119,96,215,23,37,60,309,119,26,74,0,506,1,5,29,0,0,0,0,0,0,1,0,264,0,0,0,,,,,,,
Lake,California,2018-10-01,107,22,111,27,267,114,100,214,15,38,53,306,131,41,113,0,390,2,13,18,0,0,0,0,0,0,1,0,335,0,0,0,,,,,,,
Lake,California,2018-09-01,130,22,98,22,272,137,94,231,15,26,41,310,127,66,112,0,451,1,14,22,0,0,0,0,0,0,1,0,302,0,0,0,,,,,,,
Lake,California,2018-08-01,155,25,93,24,297,156,91,247,24,26,50,324,124,33,123,0,413,0,0,0,0,0,0,0,0,0,1,0,339,0,0,0,,,,,,,
Lake,California,2018-07-01,165,30,102,28,325,160,92,252,35,38,73,353,126,18,98,0,465,0,6,24,0,0,0,0,0,0,1,0,329,0,0,0,,,,,,,
