county,state,year,number_of_inmates_booked,average_daily_population
Douglas,Illinois,2016,480,23.3
Douglas,Illinois,2015,524,20.3
Douglas,Illinois,2014,448,21.5
Douglas,Illinois,2013,498,22.5
Douglas,Illinois,2012,506,31.9
Douglas,Illinois,2011,487,30.3
Douglas,Illinois,2010,499,27.9
Douglas,Illinois,2009,660,28.3
Douglas,Illinois,2008,644,45.5
Douglas,Illinois,2007,741,42.1
Douglas,Illinois,2006,772,34
Douglas,Illinois,2005,783,32.5
Douglas,Illinois,2004,782,30
Douglas,Illinois,2003,627,19.7
Douglas,Illinois,2002,633,23.5
Douglas,Illinois,2001,667,20.1
Douglas,Illinois,2000,597,17.2
Douglas,Illinois,1999,629,15.9
Douglas,Illinois,1998,637,16
Douglas,Illinois,1997,557,17
Douglas,Illinois,1996,498,18
Douglas,Illinois,1995,285,17
Douglas,Illinois,1994,263.8,15.8
Douglas,Illinois,1993,242.5,14.5
Douglas,Illinois,1992,221.3,13.3
Douglas,Illinois,1991,200,12
Douglas,Illinois,1990,152,11.4
Douglas,Illinois,1989,158,5
Douglas,Illinois,1988,184,12
Douglas,Illinois,1987,181,12
Douglas,Illinois,1986,169,11
Douglas,Illinois,1985,184,10
Douglas,Illinois,1984,207,9
Douglas,Illinois,1983,299,5
Douglas,Illinois,1982,181,7
Douglas,Illinois,1981,336,11
